|                             Search Query                             |                       Repository Name                       |                                  full_name                                  |                                              URL                                               |                                                                                                             Description                                                                                                              |   Stars |   Forks |     Language     |   Issues |      Created At      |      Updated At      |  Default Branch  |                                                                                  License                                                                                  |                                                                                                                                              Topics                                                                                                                                               |  Private  |
|:--------------------------------------------------------------------:|:-----------------------------------------------------------:|:---------------------------------------------------------------------------:|:----------------------------------------------------------------------------------------------:|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------:|--------:|--------:|:----------------:|---------:|:--------------------:|:--------------------:|:----------------:|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------:|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------:|:---------:|
| {'q': 'genom chip-seq', 'sort': 'stars', 'order': 'desc', 'page': 1} |                    genomic-data-analysis                    |                     shanecrinion/genomic-data-analysis                      |                     https://github.com/shanecrinion/genomic-data-analysis                      |                                                                                                    RNA-seq, ChIP-seq, GWAS, etc.                                                                                                     |       1 |       0 |                  |        0 | 2020-04-01T15:02:15Z | 2024-04-07T13:10:30Z |      master      |                                                                                                                                                                           |                                                                                                                                                []                                                                                                                                                 |   False   |
| {'q': 'genom chip-seq', 'sort': 'stars', 'order': 'desc', 'page': 1} |                    Chip-seq_Yeast_Genome                    |                     Naoueldjouher/Chip-seq_Yeast_Genome                     |                     https://github.com/Naoueldjouher/Chip-seq_Yeast_Genome                     |                                                                                                                                                                                                                                      |       1 |       0 |        R         |        0 | 2023-11-05T12:54:23Z | 2023-11-22T10:18:20Z |       main       |                                                                                                                                                                           |                                                                                                                                                []                                                                                                                                                 |   False   |
| {'q': 'genom chip-seq', 'sort': 'stars', 'order': 'desc', 'page': 1} |                        genomictools                         |                            jianhong/genomictools                            |                            https://github.com/jianhong/genomictools                            |                                                                                                    docker file for genomic tools                                                                                                     |       1 |       0 |    Dockerfile    |        0 | 2018-07-12T17:09:43Z | 2024-07-25T17:13:40Z |      master      |                                  {'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}                                  |                                                                                          ['bioinformatics-pipeline', 'bwa', 'chip-seq', 'kallisto', 'macs2', 'rna-seq', 'salmon', 'sleuth', 'tximport']                                                                                           |   False   |
| {'q': 'genom chip-seq', 'sort': 'stars', 'order': 'desc', 'page': 1} |                      Genomic-Pipelines                      |                       BertoLabMUSC/Genomic-Pipelines                        |                       https://github.com/BertoLabMUSC/Genomic-Pipelines                        |                                                                                                  Pipeline for RNA-seq and ChIP-seq                                                                                                   |       0 |       0 |      Shell       |        0 | 2017-10-18T15:22:27Z | 2017-10-26T20:21:32Z |      master      |                                                                                                                                                                           |                                                                                                                                                []                                                                                                                                                 |   False   |
| {'q': 'genom chip-seq', 'sort': 'stars', 'order': 'desc', 'page': 1} |                        genomics-code                        |                             lmmx/genomics-code                              |                             https://github.com/lmmx/genomics-code                              |                                                                                 Code for ChIP-seq analysis and other general genomics bioinformatics                                                                                 |       0 |       0 |        R         |        0 | 2016-02-12T19:52:50Z | 2016-02-24T18:12:39Z |      master      |                   {'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}                    |                                                                                                                                                []                                                                                                                                                 |   False   |
| {'q': 'genom chip-seq', 'sort': 'stars', 'order': 'desc', 'page': 1} |    Regulatory-Genomic-Sequencing-ChIP-seq-data-analysis     |      chingyaousf/Regulatory-Genomic-Sequencing-ChIP-seq-data-analysis       |      https://github.com/chingyaousf/Regulatory-Genomic-Sequencing-ChIP-seq-data-analysis       |                                                                                    Hands-on Regulatory Genomic Sequencing: ChIP-seq data analysis                                                                                    |       0 |       0 |       HTML       |        0 | 2023-08-17T16:30:22Z | 2023-08-17T23:14:13Z |       main       | {'key': 'cc0-1.0', 'name': 'Creative Commons Zero v1.0 Universal', 'spdx_id': 'CC0-1.0', 'url': 'https://api.github.com/licenses/cc0-1.0', 'node_id': 'MDc6TGljZW5zZTY='} |                                                                                                                                                []                                                                                                                                                 |   False   |
| {'q': 'genom chip-seq', 'sort': 'stars', 'order': 'desc', 'page': 1} | Chip-Seq-Analysis-Estrogen_Response_Genomic_Peaks_Analysis- | ilahamusayeva93/Chip-Seq-Analysis-Estrogen_Response_Genomic_Peaks_Analysis- | https://github.com/ilahamusayeva93/Chip-Seq-Analysis-Estrogen_Response_Genomic_Peaks_Analysis- |                                                                                                                                                                                                                                      |       0 |       0 | Jupyter Notebook |        0 | 2024-04-01T08:31:45Z | 2024-04-01T08:33:46Z |       main       |                                                                                                                                                                           |                                                                                                                                                []                                                                                                                                                 |   False   |
| {'q': 'genom chip-seq', 'sort': 'stars', 'order': 'desc', 'page': 1} |                    ComputationalGenomics                    |                      aobermayer4/ComputationalGenomics                      |                      https://github.com/aobermayer4/ComputationalGenomics                      |                                                                    Repository containing various RNA-seq, ChIP-seq, and 16S-seq analysis pipelines run through R                                                                     |       0 |       0 |        R         |        0 | 2020-08-26T22:30:04Z | 2021-07-08T03:59:07Z |      master      |                                                                                                                                                                           |                                                                                                    ['16s-seq', 'bioconductor', 'chip-seq', 'deseq', 'ggplot2', 'ngs-analysis', 'r', 'rna-seq']                                                                                                    |   False   |
| {'q': 'genom chip-seq', 'sort': 'stars', 'order': 'desc', 'page': 1} |                      genomic-word2vec                       |                         sivepanda/genomic-word2vec                          |                         https://github.com/sivepanda/genomic-word2vec                          |                                                             Toy project learning about bioinformatics structures by training a Word2Vec model on ChIP-seq genomic data.                                                              |       0 |       0 |      Python      |        0 | 2024-05-23T22:47:33Z | 2024-05-24T21:58:21Z |       main       |                                                                                                                                                                           |                                                                                                                                                []                                                                                                                                                 |   False   |
| {'q': 'genom chip-seq', 'sort': 'stars', 'order': 'desc', 'page': 1} |                      Applied-Genomics                       |                        marioranval/Applied-Genomics                         |                        https://github.com/marioranval/Applied-Genomics                         |                              Explore Applied Genomics: Next-gen sequencing, sequence alignment, variant calling, RNA-seq, ChIP-seq, single-cell RNA-seq, and systems biology projects from Spring 2021.                              |       0 |       0 |      Shell       |        0 | 2023-07-28T20:33:49Z | 2023-07-28T20:55:14Z |       main       |                                                                                                                                                                           |                                                                                                                                                []                                                                                                                                                 |   False   |
| {'q': 'genom chip-seq', 'sort': 'stars', 'order': 'desc', 'page': 1} |                    Misc_Scripts_genomics                    |                        manyu90/Misc_Scripts_genomics                        |                        https://github.com/manyu90/Misc_Scripts_genomics                        |                                                                                                         Scripts for genomics                                                                                                         |       0 |       0 | Jupyter Notebook |        0 | 2017-06-08T23:07:04Z | 2019-11-16T02:19:02Z |      master      |                                                                                                                                                                           |                                                                                                                               ['chip-seq', 'genomics', 'slurm-job']                                                                                                                               |   False   |
| {'q': 'genom chip-seq', 'sort': 'stars', 'order': 'desc', 'page': 1} |                    genome-analysis-tools                    |                      KojiMasuda/genome-analysis-tools                       |                      https://github.com/KojiMasuda/genome-analysis-tools                       |                                 These tools are created for analyzing the peaks or read distributions (bedgraph, wiggle format) derived from next-generation sequencing such as ChIP-seq or RNA-seq.                                 |       0 |       0 |        C         |        0 | 2015-09-30T00:28:18Z | 2016-08-17T11:15:33Z |      master      |                   {'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}                    |                                                                                                                                                []                                                                                                                                                 |   False   |
| {'q': 'genom chip-seq', 'sort': 'stars', 'order': 'desc', 'page': 1} |               binomialTestForGenomicOverlaps                |                 milospjanic/binomialTestForGenomicOverlaps                  |                 https://github.com/milospjanic/binomialTestForGenomicOverlaps                  | Combined bash/R script generates a binomial p-value that shows significance for the overlap of two sets of genomic regions (for example from ChIP-Seq experiments).  To calculate binomial p-value you need two bed files as inputs. |       0 |       1 |      Shell       |        0 | 2016-04-08T19:08:05Z | 2016-10-28T22:25:24Z |      master      |                                                                                                                                                                           |                                                                                                                                                []                                                                                                                                                 |   False   |
