id,tag_name,name,created_at,published_at,author_login,author_name
RE_kwDOIq5jdc4Gjpq0,v2.0.0,v2.0.0,2023-06-26T12:47:20Z,2023-06-27T07:05:45Z,KerenRozen,
RE_kwDOIq5jdc4GRk2B,v1.5.0,v1.5.0,2023-05-29T18:14:34Z,2023-05-29T18:16:09Z,KerenRozen,
RE_kwDOIq5jdc4GMn3F,v1.4.2,v1.4.2,2023-05-23T15:23:20Z,2023-05-23T15:24:03Z,KerenRozen,
RE_kwDOIq5jdc4GMhv6,v1.4.1,v1.4.1,2023-05-23T12:43:38Z,2023-05-23T12:50:18Z,KerenRozen,
RE_kwDOIq5jdc4GMhRe,v1.4.0,v1.4.0,2023-05-23T12:35:23Z,2023-05-23T12:36:07Z,KerenRozen,
RE_kwDOIq5jdc4GLq8Q,v1.3.1,v1.3.1,2023-05-21T10:11:46Z,2023-05-21T10:12:44Z,KerenRozen,
RE_kwDOIq5jdc4GLqkG,v1.3.0,v1.3.0,2023-05-21T09:51:46Z,2023-05-21T09:53:51Z,KerenRozen,
RE_kwDOIq5jdc4GIrvi,v1.2.0,v1.2.0,2023-05-15T07:22:47Z,2023-05-15T07:23:31Z,KerenRozen,
RE_kwDOIq5jdc4GIrlZ,v1.1.0,v1.1.0,2023-05-15T07:14:35Z,2023-05-15T07:16:05Z,KerenRozen,
RE_kwDOIq5jdc4GIhFo,annotation_project,v1.0.0,2023-05-12T14:09:12Z,2023-05-14T09:25:23Z,KerenRozen,
