Organization,Repository,Is_Fork,Parent_Repo,Parent_Archived,Stars,Forks,Forks_History,Open_Issues,Closed_Issues,Avg_Response_Time (sec),Has_README,Has_Wiki,Commit_Count,Release_Count,Contributors_Count,Contributors
genxnetwork,grape,False,,,28,6,"[{'user': 'merihkepek', 'forked_at': '2024-02-21T16:14:50Z'}, {'user': 'bahlolab-user', 'forked_at': '2023-12-13T03:47:43Z'}, {'user': 'jemunro', 'forked_at': '2023-12-13T03:45:55Z'}, {'user': 'lordkev', 'forked_at': '2023-11-17T00:51:15Z'}, {'user': 'workflow-development-interest-group', 'forked_at': '2023-05-28T21:22:35Z'}, {'user': 'Jahysama', 'forked_at': '2021-11-30T20:48:17Z'}]",0,30,652301.5,True,False,780,8,9,"[{'user': 'aleksandr-medvedev-msc', 'contributions': 209, 'location': None}, {'user': 'Jahysama', 'contributions': 188, 'location': None}, {'user': 'josephkott', 'contributions': 68, 'location': None}, {'user': 'alex-medvedev-msc', 'contributions': 53, 'location': None}, {'user': 'TechWriter81', 'contributions': 31, 'location': None}, {'user': 'sashaaero', 'contributions': 25, 'location': None}, {'user': 'pavelnikonorov', 'contributions': 17, 'location': 'Hinxton, Cambridgeshire'}, {'user': 'ruslanvakhitov', 'contributions': 9, 'location': None}, {'user': 'superbsky', 'contributions': 7, 'location': None}]"
genxnetwork,crypt4gh-scone-example,False,,,0,0,[],0,0,,True,True,4,0,2,"[{'user': 'b3b', 'contributions': 3, 'location': None}, {'user': 'superbsky', 'contributions': 1, 'location': None}]"
genxnetwork,fl-genomics,False,,,3,1,"[{'user': 'karyowgene', 'forked_at': '2025-02-09T14:15:49Z'}]",2,30,,True,True,637,0,5,"[{'user': 'alex-medvedev-msc', 'contributions': 208, 'location': None}, {'user': 'satyarth', 'contributions': 206, 'location': 'Moscow'}, {'user': 'dkolobok', 'contributions': 124, 'location': 'London, UK'}, {'user': 'josephkott', 'contributions': 55, 'location': None}, {'user': 'Jahysama', 'contributions': 43, 'location': None}]"
genxnetwork,genetio,True,williamslab/genetio,False,0,0,[],0,0,,True,True,138,0,3,"[{'user': 'williamslab', 'contributions': 88, 'location': 'Ithaca, NY'}, {'user': 'sashaaero', 'contributions': 3, 'location': None}, {'user': 'amythewilliams', 'contributions': 3, 'location': None}]"
williamslab,genetio,False,,,1,3,"[{'user': 'genxnetwork', 'forked_at': '2022-05-16T17:39:14Z'}, {'user': 'sashaaero', 'forked_at': '2022-01-21T22:02:07Z'}]",1,2,,True,True,145,0,3,"[{'user': 'williamslab', 'contributions': 88, 'location': 'Ithaca, NY'}, {'user': 'sashaaero', 'contributions': 3, 'location': None}, {'user': 'amythewilliams', 'contributions': 3, 'location': None}]"
genxnetwork,ibis,True,williamslab/ibis,False,0,0,[],0,0,,True,True,131,0,3,"[{'user': 'DanielSeidman', 'contributions': 93, 'location': None}, {'user': 'williamslab', 'contributions': 35, 'location': 'Ithaca, NY'}, {'user': 'sashaaero', 'contributions': 3, 'location': None}]"
williamslab,ibis,False,,,20,8,"[{'user': 'mikldk', 'forked_at': '2025-01-28T14:17:25Z'}, {'user': 'genxnetwork', 'forked_at': '2022-05-27T09:22:31Z'}, {'user': 'vinicius-genera', 'forked_at': '2022-05-18T13:07:37Z'}, {'user': 'sashaaero', 'forked_at': '2022-01-21T22:00:54Z'}, {'user': 'YingQ52', 'forked_at': '2020-06-09T04:03:06Z'}, {'user': 'GeneticResources', 'forked_at': '2020-04-11T09:56:11Z'}, {'user': 'jason0x12', 'forked_at': '2020-03-25T04:54:28Z'}]",2,14,2181419.230769231,True,True,136,9,3,"[{'user': 'DanielSeidman', 'contributions': 94, 'location': None}, {'user': 'williamslab', 'contributions': 36, 'location': 'Ithaca, NY'}, {'user': 'sashaaero', 'contributions': 3, 'location': None}]"
genxnetwork,flan,False,,,2,0,[],0,1,,True,True,27,0,2,"[{'user': 'alex-medvedev-msc', 'contributions': 25, 'location': None}, {'user': 'aleksandr-medvedev-msc', 'contributions': 2, 'location': None}]"
genxnetwork,ga4gh-cli,False,,,4,0,[],0,0,,True,True,13,0,1,"[{'user': 'pavelnikonorov', 'contributions': 13, 'location': 'Hinxton, Cambridgeshire'}]"
genxnetwork,tes-demo,False,,,0,0,[],1,0,,True,True,13,0,1,"[{'user': 'ruslanvakhitov', 'contributions': 13, 'location': None}]"
genxnetwork,TESK,True,elixir-cloud-aai/TESK,False,0,0,[],0,0,,True,True,399,0,16,"[{'user': 'erikvdbergh', 'contributions': 191, 'location': 'Wageningen, NL'}, {'user': 'aniewielska', 'contributions': 72, 'location': None}, {'user': 'giannidallatorre', 'contributions': 48, 'location': 'Bologna, Italy'}, {'user': 'psafont', 'contributions': 31, 'location': 'Cambridge, United Kingdom'}, {'user': 'tfga', 'contributions': 19, 'location': None}, {'user': 'lvarin', 'contributions': 14, 'location': 'Helsinki'}, {'user': 'stikos', 'contributions': 5, 'location': None}, {'user': 'susheel', 'contributions': 4, 'location': 'Cambridge'}, {'user': 'viktoriaas', 'contributions': 3, 'location': None}, {'user': 'famaladoss', 'contributions': 2, 'location': None}, {'user': 'navisatebi', 'contributions': 2, 'location': None}, {'user': 'cibinsb', 'contributions': 1, 'location': None}, {'user': 'gmouchakis', 'contributions': 1, 'location': None}, {'user': 'zagganas', 'contributions': 1, 'location': None}, {'user': 'stain', 'contributions': 1, 'location': 'Manchester, UK'}, {'user': 'trispera', 'contributions': 1, 'location': 'Helsinki, FI'}]"
