Organization,Repository,Is_Fork,Parent_Repo,Parent_Archived,Stars,Forks,Forks_History,Open_Issues,Closed_Issues,Avg_Response_Time (sec),Has_README,Has_Wiki,Commit_Count,Release_Count,Contributors_Count,Contributors
PacificBiosciences,pbcore,False,,,40,27,"[{'user': 'vpa1977', 'forked_at': '2025-01-15T19:35:22Z'}, {'user': 'm0mYhudz', 'forked_at': '2024-05-03T05:26:29Z'}, {'user': 'palao', 'forked_at': '2021-09-21T14:48:10Z'}, {'user': 'John-cookcrab', 'forked_at': '2021-04-13T15:18:17Z'}, {'user': 'Global19-atlassian-net', 'forked_at': '2020-12-28T09:58:03Z'}, {'user': 'Global19', 'forked_at': '2020-12-28T09:57:50Z'}, {'user': 'Global-localhost', 'forked_at': '2020-12-28T09:57:37Z'}, {'user': 'dalexander', 'forked_at': '2019-06-08T16:13:11Z'}, {'user': 'llimeht', 'forked_at': '2019-01-09T13:53:52Z'}, {'user': 'uqvirg', 'forked_at': '2017-09-14T01:44:11Z'}, {'user': 'pb-sliang', 'forked_at': '2016-07-22T20:33:33Z'}, {'user': 'vrainish-pacbio', 'forked_at': '2016-04-01T13:21:47Z'}, {'user': 'msimbirsky', 'forked_at': '2016-03-14T22:55:30Z'}, {'user': 'marklakata', 'forked_at': '2016-03-03T18:22:42Z'}, {'user': 'skinner', 'forked_at': '2016-03-01T05:12:52Z'}, {'user': 'EichlerLab', 'forked_at': '2016-02-27T00:17:34Z'}, {'user': 'matthieu-bruneaux', 'forked_at': '2016-02-26T12:42:35Z'}, {'user': 'knyquist', 'forked_at': '2015-11-02T19:43:07Z'}, {'user': 'dyermd', 'forked_at': '2015-09-24T22:03:47Z'}, {'user': 'jrharting', 'forked_at': '2015-08-14T17:50:32Z'}, {'user': 'nlhepler', 'forked_at': '2015-05-18T19:13:13Z'}, {'user': 'extemporaneousb', 'forked_at': '2015-05-08T18:26:58Z'}, {'user': 'adeslatt', 'forked_at': '2015-02-22T00:28:34Z'}, {'user': 'bnbowman', 'forked_at': '2015-01-13T22:46:48Z'}, {'user': 'WenchaoLin', 'forked_at': '2015-01-13T03:02:19Z'}, {'user': 'mpkocher', 'forked_at': '2015-01-09T19:05:07Z'}, {'user': 'lukeping', 'forked_at': '2014-03-14T19:02:21Z'}]",3,30,12789025.294117646,True,False,1229,4,14,"[{'user': 'mdsmith', 'contributions': 322, 'location': 'Menlo Park, CA'}, {'user': 'dalexander', 'contributions': 237, 'location': None}, {'user': 'natechols', 'contributions': 177, 'location': 'SF Bay Area'}, {'user': 'pb-dseifert', 'contributions': 118, 'location': 'Basel, Switzerland'}, {'user': 'derekwbarnett', 'contributions': 35, 'location': None}, {'user': 'nlhepler', 'contributions': 17, 'location': None}, {'user': 'pbjd', 'contributions': 13, 'location': None}, {'user': 'mpkocher', 'contributions': 12, 'location': 'San Francisco'}, {'user': 'ylipacbio', 'contributions': 8, 'location': ""1305 O'Brien Dr, Menlo Park""}, {'user': 'marklakata', 'contributions': 4, 'location': None}, {'user': '0xaf1f', 'contributions': 3, 'location': 'San Diego, CA, USA'}, {'user': 'armintoepfer', 'contributions': 2, 'location': 'Gelsenkirchen'}, {'user': 'bli2023', 'contributions': 1, 'location': None}, {'user': 'llimeht', 'contributions': 1, 'location': None}]"
PacificBiosciences,kineticsTools,False,,,22,22,"[{'user': 'vpa1977', 'forked_at': '2025-01-16T00:03:28Z'}, {'user': 'AukeHaver', 'forked_at': '2024-03-04T20:53:09Z'}, {'user': 'mattoslmp', 'forked_at': '2023-01-07T00:06:18Z'}, {'user': 'palao', 'forked_at': '2021-09-21T14:50:27Z'}, {'user': 'zxgsy520', 'forked_at': '2021-09-06T08:49:06Z'}, {'user': 'chaixr-pku', 'forked_at': '2021-06-11T06:52:17Z'}, {'user': 'EMeyerLab', 'forked_at': '2021-03-18T10:03:46Z'}, {'user': 'Global19-atlassian-net', 'forked_at': '2020-12-28T10:17:12Z'}, {'user': 'Global19', 'forked_at': '2020-12-28T10:16:59Z'}, {'user': 'Global-localhost', 'forked_at': '2020-12-28T10:16:47Z'}, {'user': 'wangpanqiao', 'forked_at': '2020-07-21T03:09:13Z'}, {'user': 'emollier', 'forked_at': '2020-04-20T20:38:29Z'}, {'user': 'smoe', 'forked_at': '2020-03-26T02:13:26Z'}, {'user': 'VRam142', 'forked_at': '2019-10-22T23:44:01Z'}, {'user': 'MingleiYang', 'forked_at': '2019-09-24T16:08:44Z'}, {'user': 'dayedepps', 'forked_at': '2019-07-04T09:49:11Z'}, {'user': 'wangdi2014', 'forked_at': '2019-03-17T19:18:41Z'}, {'user': 'khjia', 'forked_at': '2019-03-15T06:02:20Z'}, {'user': 'litswu', 'forked_at': '2018-07-13T05:48:35Z'}, {'user': 'lhon', 'forked_at': '2015-04-29T22:51:21Z'}, {'user': 'jgurtowski', 'forked_at': '2014-08-16T10:30:09Z'}]",51,30,9485589.0625,True,False,347,0,7,"[{'user': 'natechols', 'contributions': 162, 'location': 'SF Bay Area'}, {'user': 'dalexander', 'contributions': 21, 'location': None}, {'user': 'pb-dseifert', 'contributions': 14, 'location': 'Basel, Switzerland'}, {'user': 'nlhepler', 'contributions': 5, 'location': None}, {'user': 'derekwbarnett', 'contributions': 4, 'location': None}, {'user': 'pbjd', 'contributions': 4, 'location': None}, {'user': 'rhallPB', 'contributions': 1, 'location': None}]"
PacificBiosciences,DevNet,True,ccano/DevNet,False,116,29,"[{'user': 'wenjingli3367', 'forked_at': '2022-03-17T13:41:45Z'}, {'user': 'rreeves56', 'forked_at': '2021-12-26T21:04:53Z'}, {'user': 'dicerna', 'forked_at': '2021-11-15T04:28:05Z'}, {'user': 'cyan0012', 'forked_at': '2021-05-19T04:40:49Z'}, {'user': 'zzsunday', 'forked_at': '2021-03-02T08:56:32Z'}, {'user': 'Global19-atlassian-net', 'forked_at': '2020-12-28T10:20:41Z'}, {'user': 'Global19', 'forked_at': '2020-12-28T10:20:29Z'}, {'user': 'Global-localhost', 'forked_at': '2020-12-28T10:20:16Z'}, {'user': 'leosfan', 'forked_at': '2020-02-11T02:49:11Z'}, {'user': 'terence1023', 'forked_at': '2019-10-28T13:22:46Z'}, {'user': 'leiming8886', 'forked_at': '2019-07-08T07:41:07Z'}, {'user': 'pythseq', 'forked_at': '2019-06-18T09:27:13Z'}, {'user': 'wangpanqiao', 'forked_at': '2019-05-08T02:00:11Z'}, {'user': 'wangdi2014', 'forked_at': '2019-04-25T20:57:31Z'}, {'user': 'wenmm', 'forked_at': '2019-02-28T07:09:01Z'}, {'user': 'icedevil2001', 'forked_at': '2019-02-12T15:21:31Z'}, {'user': 'Lelouchzhu', 'forked_at': '2018-04-24T08:49:26Z'}, {'user': 'Teninq', 'forked_at': '2018-02-13T05:07:07Z'}, {'user': 'yanxueqing621', 'forked_at': '2017-09-08T16:57:14Z'}, {'user': 'splaisan', 'forked_at': '2017-03-27T10:44:20Z'}, {'user': 'yj4310', 'forked_at': '2017-02-20T21:21:20Z'}, {'user': 'dayedepps', 'forked_at': '2017-01-09T03:16:11Z'}, {'user': 'yasfoster', 'forked_at': '2016-12-12T01:34:43Z'}, {'user': 'JinfengChen', 'forked_at': '2016-05-27T01:28:27Z'}, {'user': 'guochangjiang', 'forked_at': '2015-11-04T01:23:15Z'}, {'user': 'renzhonglu', 'forked_at': '2015-03-23T05:22:25Z'}, {'user': 'yimsea', 'forked_at': '2015-01-30T14:21:42Z'}, {'user': 'ochoudhu', 'forked_at': '2015-01-15T20:06:06Z'}, {'user': 'jtchien0925', 'forked_at': '2014-10-03T15:18:59Z'}]",0,0,,True,True,9,0,2,"[{'user': 'mhsieh', 'contributions': 2, 'location': None}, {'user': 'mjhsieh', 'contributions': 1, 'location': None}]"
ccano,DevNet,False,,,1,33,"[{'user': 'hjanime', 'forked_at': '2016-01-06T09:22:04Z'}, {'user': 'Shuhong-Alan-Lin', 'forked_at': '2013-09-26T08:25:54Z'}, {'user': 'jgpb', 'forked_at': '2013-08-30T19:20:02Z'}, {'user': 'PacificBiosciences', 'forked_at': '2012-12-06T21:43:11Z'}]",0,0,,True,True,45,0,0,[]
PacificBiosciences,FALCON,False,,,204,102,"[{'user': 'XREAL1TY', 'forked_at': '2023-04-12T06:19:00Z'}, {'user': 'Crowmane420', 'forked_at': '2022-11-17T08:42:46Z'}, {'user': '19910102', 'forked_at': '2022-01-11T11:56:49Z'}, {'user': 'Alexander-Github-lab', 'forked_at': '2021-10-18T07:57:39Z'}, {'user': 'wangdi2014', 'forked_at': '2021-04-26T04:13:22Z'}, {'user': 'TankMermaid', 'forked_at': '2021-02-02T01:30:18Z'}, {'user': 'Global19-atlassian-net', 'forked_at': '2020-12-28T10:44:43Z'}, {'user': 'Global19', 'forked_at': '2020-12-28T10:44:29Z'}, {'user': 'Global-localhost', 'forked_at': '2020-12-28T10:44:16Z'}, {'user': 'Superboy666', 'forked_at': '2020-08-08T03:26:14Z'}, {'user': 'imrrahul', 'forked_at': '2020-07-24T08:42:07Z'}, {'user': 'WJT0925', 'forked_at': '2020-05-22T02:52:59Z'}, {'user': 'AntonioGPS', 'forked_at': '2019-12-06T07:55:22Z'}, {'user': 'yuzhenpeng', 'forked_at': '2019-09-19T08:18:07Z'}, {'user': 'pythseq', 'forked_at': '2019-07-10T11:40:52Z'}, {'user': 'litswu', 'forked_at': '2019-06-11T16:33:51Z'}, {'user': 'guoweier', 'forked_at': '2019-04-02T20:58:11Z'}, {'user': 'dreamcatcher33', 'forked_at': '2018-10-01T19:04:57Z'}, {'user': 'mp15', 'forked_at': '2018-08-07T17:48:08Z'}, {'user': 'alslonik', 'forked_at': '2018-06-18T05:15:36Z'}, {'user': 'revoer2018', 'forked_at': '2018-06-12T02:51:24Z'}, {'user': 'peterjc', 'forked_at': '2018-05-30T09:37:56Z'}, {'user': 'zhk2017', 'forked_at': '2018-02-03T15:44:31Z'}, {'user': 'mictadlo', 'forked_at': '2018-01-09T02:11:40Z'}, {'user': 'popboy126', 'forked_at': '2018-01-08T08:50:29Z'}, {'user': 'Res2677', 'forked_at': '2017-12-18T05:30:54Z'}, {'user': 'wangzhennan14', 'forked_at': '2017-12-09T07:54:06Z'}, {'user': 'binlu1981', 'forked_at': '2017-11-28T04:10:00Z'}, {'user': '52teth', 'forked_at': '2017-11-20T02:55:45Z'}, {'user': 'nottwy', 'forked_at': '2017-10-27T10:06:19Z'}, {'user': 'MZ-CY-Han1998', 'forked_at': '2017-10-19T12:20:56Z'}, {'user': '0820LL', 'forked_at': '2017-09-27T05:29:20Z'}, {'user': 'xxz19900', 'forked_at': '2017-09-13T01:56:15Z'}, {'user': 'Yangtylertienchi', 'forked_at': '2017-08-21T03:05:31Z'}, {'user': 'pbnjay', 'forked_at': '2017-06-07T14:50:50Z'}, {'user': 'gsc0107', 'forked_at': '2017-04-25T18:17:12Z'}, {'user': 'geoffreyQiu', 'forked_at': '2017-04-07T17:12:15Z'}, {'user': 'QiushiLi', 'forked_at': '2017-04-05T21:49:29Z'}, {'user': 'bostanict', 'forked_at': '2017-03-29T12:51:15Z'}, {'user': 'Paradym97', 'forked_at': '2017-03-21T08:19:50Z'}, {'user': 'swordencao', 'forked_at': '2017-03-16T06:32:54Z'}, {'user': 'Chang-Liu-0520', 'forked_at': '2017-03-15T09:46:29Z'}, {'user': 'kdpuri', 'forked_at': '2016-12-12T20:05:03Z'}, {'user': 'millanek', 'forked_at': '2016-12-06T09:56:05Z'}, {'user': 'malonge', 'forked_at': '2016-12-05T23:13:25Z'}, {'user': 'jasperlinthorst', 'forked_at': '2016-11-24T12:24:37Z'}, {'user': 'skerker', 'forked_at': '2016-11-09T16:39:59Z'}, {'user': 'Mr-Inamn', 'forked_at': '2016-11-08T07:20:10Z'}, {'user': 'gucascau', 'forked_at': '2016-11-03T06:58:52Z'}, {'user': 'gconcepcion', 'forked_at': '2016-11-02T21:56:21Z'}, {'user': 'rockhowse', 'forked_at': '2016-10-25T12:53:42Z'}, {'user': 'flowers9', 'forked_at': '2016-09-09T17:26:13Z'}, {'user': 'pytonylau', 'forked_at': '2016-08-31T17:10:30Z'}, {'user': 'dayedepps', 'forked_at': '2016-06-23T01:30:19Z'}, {'user': 'wglgoodluck', 'forked_at': '2016-05-16T04:43:20Z'}, {'user': 'dgordon562', 'forked_at': '2016-05-06T22:04:24Z'}, {'user': 'abretaud', 'forked_at': '2016-05-02T15:22:49Z'}, {'user': 'Imoteph', 'forked_at': '2016-03-29T08:18:45Z'}, {'user': 'pbjd', 'forked_at': '2016-03-23T01:18:14Z'}, {'user': 'bwlang', 'forked_at': '2016-03-08T00:48:32Z'}, {'user': 'komwit', 'forked_at': '2016-02-09T08:02:13Z'}, {'user': 'liweisdau', 'forked_at': '2016-01-24T12:59:54Z'}, {'user': 'wukai-gd', 'forked_at': '2015-11-05T03:50:37Z'}, {'user': 'morganwang010', 'forked_at': '2015-10-31T03:11:54Z'}, {'user': 'ISUgenomics', 'forked_at': '2015-10-16T17:09:58Z'}, {'user': 'arvin580', 'forked_at': '2015-09-28T05:37:55Z'}, {'user': 'mbourgey', 'forked_at': '2015-09-22T15:03:12Z'}, {'user': 'fxia22', 'forked_at': '2015-09-22T12:07:42Z'}, {'user': 'rlleras', 'forked_at': '2015-08-31T16:36:31Z'}, {'user': 'aleksandarmihajlovic', 'forked_at': '2015-08-11T15:15:45Z'}, {'user': 'shigangwu', 'forked_at': '2015-07-24T08:55:22Z'}, {'user': 'orangeSi', 'forked_at': '2015-07-15T08:53:04Z'}, {'user': 'godotgildor', 'forked_at': '2015-07-06T20:10:33Z'}, {'user': 'evolvedmicrobe', 'forked_at': '2015-07-02T04:55:32Z'}, {'user': 'JanDrouaud', 'forked_at': '2015-06-26T07:59:30Z'}, {'user': 'pb-jchin', 'forked_at': '2015-06-25T04:40:04Z'}, {'user': 'pb-cdunn', 'forked_at': '2015-05-13T18:13:59Z'}, {'user': 'WGLab', 'forked_at': '2015-04-30T16:12:24Z'}, {'user': 'csuliweilong', 'forked_at': '2015-04-24T08:02:07Z'}, {'user': 'xshah', 'forked_at': '2015-04-14T17:44:31Z'}, {'user': 'thongnt2', 'forked_at': '2015-03-23T21:19:03Z'}, {'user': 'gitter-badger', 'forked_at': '2015-03-23T02:08:37Z'}, {'user': 'cooperqin', 'forked_at': '2015-03-11T07:28:51Z'}, {'user': 'genomely', 'forked_at': '2015-01-19T19:27:58Z'}, {'user': 'kislyuk', 'forked_at': '2015-01-14T00:17:49Z'}, {'user': 'acdarby', 'forked_at': '2014-12-10T15:09:34Z'}, {'user': 'lhon', 'forked_at': '2014-12-04T18:15:33Z'}, {'user': 'sophy7074', 'forked_at': '2014-10-10T01:27:05Z'}, {'user': 'sebafaye', 'forked_at': '2014-07-15T14:40:42Z'}, {'user': 'tomoakin', 'forked_at': '2014-04-05T06:33:01Z'}, {'user': 'lukeping', 'forked_at': '2014-03-14T18:43:57Z'}, {'user': 'cschin', 'forked_at': '2014-02-24T18:30:59Z'}]",137,30,744598.7,True,True,1097,0,16,"[{'user': 'pb-jchin', 'contributions': 280, 'location': None}, {'user': 'pb-isovic', 'contributions': 30, 'location': None}, {'user': 'cschin', 'contributions': 17, 'location': None}, {'user': 'pb-dseifert', 'contributions': 11, 'location': 'Basel, Switzerland'}, {'user': 'pbjd', 'contributions': 9, 'location': None}, {'user': 'cdunn2001', 'contributions': 5, 'location': 'Seattle'}, {'user': 'bwlang', 'contributions': 2, 'location': None}, {'user': 'lhon', 'contributions': 2, 'location': None}, {'user': 'rlleras', 'contributions': 2, 'location': None}, {'user': 'isugif', 'contributions': 1, 'location': 'Iowa'}, {'user': 'abretaud', 'contributions': 1, 'location': 'Rennes, France'}, {'user': 'armintoepfer', 'contributions': 1, 'location': 'Gelsenkirchen'}, {'user': 'isovic', 'contributions': 1, 'location': 'Croatia, Singapore'}, {'user': 'mjhsieh', 'contributions': 1, 'location': None}, {'user': 'Imoteph', 'contributions': 1, 'location': 'Göttingen'}, {'user': 'WenchaoLin', 'contributions': 1, 'location': 'TEDA, Tianjin, China'}]"
PacificBiosciences,pypeFLOW,False,,,11,22,"[{'user': 'bennyyu79', 'forked_at': '2023-04-14T02:40:57Z'}, {'user': 'pb-cdunn', 'forked_at': '2022-04-04T18:40:09Z'}, {'user': 'Global19-atlassian-net', 'forked_at': '2020-12-28T10:36:03Z'}, {'user': 'Global19', 'forked_at': '2020-12-28T10:35:51Z'}, {'user': 'Global-localhost', 'forked_at': '2020-12-28T10:35:39Z'}, {'user': 'huangl07', 'forked_at': '2019-02-14T10:38:59Z'}, {'user': 'liqb', 'forked_at': '2019-01-21T12:06:55Z'}, {'user': 'afcarl', 'forked_at': '2018-08-03T16:25:46Z'}, {'user': 'revoer2018', 'forked_at': '2018-06-12T02:48:44Z'}, {'user': 'wxb263stu', 'forked_at': '2018-01-23T01:44:28Z'}, {'user': 'popboy126', 'forked_at': '2018-01-08T06:33:56Z'}, {'user': 'dayedepps', 'forked_at': '2017-05-25T02:27:01Z'}, {'user': 'nagyistge', 'forked_at': '2017-01-29T15:43:05Z'}, {'user': 'pb-jchin', 'forked_at': '2016-11-27T20:25:37Z'}, {'user': 'bredelings', 'forked_at': '2016-11-23T18:13:36Z'}, {'user': 'flowers9', 'forked_at': '2016-09-09T16:21:54Z'}, {'user': 'yfu', 'forked_at': '2016-06-03T18:51:50Z'}, {'user': 'lindechun', 'forked_at': '2016-05-21T06:39:36Z'}, {'user': 'raj76', 'forked_at': '2016-05-19T05:01:29Z'}, {'user': 'pombredanne', 'forked_at': '2015-12-13T14:49:20Z'}, {'user': 'sophy7074', 'forked_at': '2015-11-10T05:11:46Z'}, {'user': 'cschin', 'forked_at': '2015-06-06T21:27:30Z'}]",10,30,1166567.0,True,True,506,8,8,"[{'user': 'cschin', 'contributions': 64, 'location': None}, {'user': 'pb-jchin', 'contributions': 38, 'location': None}, {'user': 'pb-dseifert', 'contributions': 4, 'location': 'Basel, Switzerland'}, {'user': 'cdunn2001', 'contributions': 3, 'location': 'Seattle'}, {'user': 'bli2023', 'contributions': 2, 'location': None}, {'user': 'pb-isovic', 'contributions': 2, 'location': None}, {'user': 'bredelings', 'contributions': 1, 'location': 'Durham, NC'}, {'user': 'raj76', 'contributions': 1, 'location': None}]"
PacificBiosciences,ANGEL,False,,,16,14,"[{'user': 'bioinfonerd-forks', 'forked_at': '2021-08-04T10:57:56Z'}, {'user': 'Global19-atlassian-net', 'forked_at': '2020-12-28T10:25:43Z'}, {'user': 'Global19', 'forked_at': '2020-12-28T10:25:31Z'}, {'user': 'Global-localhost', 'forked_at': '2020-12-28T10:25:18Z'}, {'user': 'biogeeker', 'forked_at': '2020-09-18T12:28:09Z'}, {'user': 'pythseq', 'forked_at': '2020-09-07T15:20:54Z'}, {'user': 'leosfan', 'forked_at': '2020-02-10T08:57:23Z'}, {'user': 'wangdi2014', 'forked_at': '2019-08-01T21:30:22Z'}, {'user': 'tw7649116', 'forked_at': '2019-05-30T07:17:08Z'}, {'user': 'litswu', 'forked_at': '2017-07-02T07:34:37Z'}, {'user': 'mugabi0978', 'forked_at': '2016-09-19T14:11:06Z'}, {'user': 'fw1121', 'forked_at': '2015-03-29T13:57:16Z'}, {'user': 'lamz138138', 'forked_at': '2015-02-02T08:02:08Z'}, {'user': 'fripp', 'forked_at': '2014-06-09T19:15:21Z'}]",2,30,5504998.676470588,True,True,60,0,3,"[{'user': 'Magdoll', 'contributions': 50, 'location': 'California'}, {'user': 'fripp', 'contributions': 8, 'location': None}, {'user': 'dawsbot', 'contributions': 1, 'location': 'Colorado'}]"
PacificBiosciences,FALCON_unzip,False,,,30,18,"[{'user': 'TankMermaid', 'forked_at': '2021-02-02T01:31:58Z'}, {'user': 'Global19-atlassian-net', 'forked_at': '2020-12-28T10:58:25Z'}, {'user': 'Global19', 'forked_at': '2020-12-28T10:58:12Z'}, {'user': 'Global-localhost', 'forked_at': '2020-12-28T10:58:00Z'}, {'user': 'altingia', 'forked_at': '2019-03-29T02:49:42Z'}, {'user': 'atongsa', 'forked_at': '2019-02-28T13:59:02Z'}, {'user': 'hangch123', 'forked_at': '2019-01-01T06:46:28Z'}, {'user': 'IEkAdN', 'forked_at': '2018-10-29T13:12:18Z'}, {'user': 'mp15', 'forked_at': '2018-08-07T17:47:45Z'}, {'user': 'east301', 'forked_at': '2018-05-13T04:22:35Z'}, {'user': 'nottwy', 'forked_at': '2017-10-24T02:44:38Z'}, {'user': 'cschin', 'forked_at': '2017-08-08T01:49:19Z'}, {'user': 'jiabeiphy', 'forked_at': '2017-08-04T08:06:56Z'}, {'user': 'dayedepps', 'forked_at': '2017-05-09T08:09:17Z'}, {'user': 'mahulchak', 'forked_at': '2017-02-02T21:09:10Z'}, {'user': 'kevlim83', 'forked_at': '2017-01-20T12:33:52Z'}, {'user': 'lijingjing1', 'forked_at': '2016-12-01T11:19:26Z'}, {'user': 'lpp1985', 'forked_at': '2016-11-19T17:07:32Z'}]",36,30,1130116.4130434783,True,True,177,1,4,"[{'user': 'pb-jchin', 'contributions': 130, 'location': None}, {'user': 'cdunn2001', 'contributions': 2, 'location': 'Seattle'}, {'user': 'mhsieh', 'contributions': 2, 'location': None}, {'user': 'rhallPB', 'contributions': 1, 'location': None}]"
PacificBiosciences,FALCON-integrate,False,,,31,28,"[{'user': 'shenli-js', 'forked_at': '2023-02-15T08:38:50Z'}, {'user': 'Global19-atlassian-net', 'forked_at': '2020-12-28T10:52:08Z'}, {'user': 'Global19', 'forked_at': '2020-12-28T10:51:56Z'}, {'user': 'Global-localhost', 'forked_at': '2020-12-28T10:51:37Z'}, {'user': 'yuzhenpeng', 'forked_at': '2019-09-19T08:16:52Z'}, {'user': 'zjwang6', 'forked_at': '2019-08-30T01:42:04Z'}, {'user': 'Nickerson-Cool', 'forked_at': '2019-04-02T13:21:08Z'}, {'user': 'revoer2018', 'forked_at': '2018-06-12T02:34:40Z'}, {'user': 'zhk2017', 'forked_at': '2018-02-02T07:55:26Z'}, {'user': 'yangjie4546', 'forked_at': '2017-06-24T12:31:23Z'}, {'user': 'gsc0107', 'forked_at': '2017-04-25T18:17:53Z'}, {'user': 'itmandy', 'forked_at': '2017-03-29T07:52:57Z'}, {'user': 'ishengtsai', 'forked_at': '2017-01-03T05:02:21Z'}, {'user': 'millanek', 'forked_at': '2016-12-06T09:34:15Z'}, {'user': 'dayedepps', 'forked_at': '2016-11-28T06:13:57Z'}, {'user': 'lpp1985', 'forked_at': '2016-11-19T17:06:01Z'}, {'user': 'raj76', 'forked_at': '2016-05-19T04:10:12Z'}, {'user': 'wglgoodluck', 'forked_at': '2016-05-16T04:42:03Z'}, {'user': 'WenchaoLin', 'forked_at': '2016-03-28T08:02:07Z'}, {'user': 'aliceb5', 'forked_at': '2015-11-05T09:28:41Z'}, {'user': 'cooperqin', 'forked_at': '2015-11-02T02:53:57Z'}, {'user': 'yunfeiguo', 'forked_at': '2015-07-31T22:31:21Z'}, {'user': 'morganwang010', 'forked_at': '2015-07-14T02:17:56Z'}, {'user': 'gleveq1', 'forked_at': '2015-07-08T14:49:36Z'}, {'user': 'godotgildor', 'forked_at': '2015-07-06T18:44:20Z'}, {'user': 'pb-cdunn', 'forked_at': '2015-06-20T16:01:58Z'}, {'user': 'pb-jchin', 'forked_at': '2015-06-18T21:05:11Z'}]",19,30,2907819.782608696,True,True,170,30,3,"[{'user': 'cdunn2001', 'contributions': 4, 'location': 'Seattle'}, {'user': 'pb-jchin', 'contributions': 3, 'location': None}, {'user': 'pb-dseifert', 'contributions': 1, 'location': 'Basel, Switzerland'}]"
PacificBiosciences,DALIGNER,True,thegenemyers/DALIGNER,False,5,17,"[{'user': 'Global19-atlassian-net', 'forked_at': '2020-12-28T10:30:11Z'}, {'user': 'Global19', 'forked_at': '2020-12-28T10:30:02Z'}, {'user': 'Global-localhost', 'forked_at': '2020-12-28T10:29:44Z'}, {'user': 'ibebio', 'forked_at': '2019-06-27T18:18:00Z'}, {'user': 'revoer2018', 'forked_at': '2018-06-12T02:47:53Z'}, {'user': 'milkcookie', 'forked_at': '2017-10-25T07:19:35Z'}, {'user': 'EichlerLab', 'forked_at': '2017-06-10T01:00:57Z'}, {'user': 'dayedepps', 'forked_at': '2017-06-06T01:57:40Z'}, {'user': 'bio-nim', 'forked_at': '2017-05-25T21:45:20Z'}, {'user': 'lijingjing1', 'forked_at': '2016-12-01T11:18:50Z'}, {'user': 'pbjd', 'forked_at': '2016-09-07T01:18:41Z'}, {'user': 'dgordon562', 'forked_at': '2016-07-15T17:47:43Z'}, {'user': 'Fyphia', 'forked_at': '2016-01-06T03:43:15Z'}, {'user': 'flowers9', 'forked_at': '2015-10-29T22:08:58Z'}, {'user': 'fxia22', 'forked_at': '2015-09-22T16:54:32Z'}, {'user': 'pb-jchin', 'forked_at': '2015-08-20T22:13:37Z'}, {'user': 'pb-cdunn', 'forked_at': '2015-06-20T05:02:16Z'}]",4,25,756727.1666666666,True,True,245,1,8,"[{'user': 'thegenemyers', 'contributions': 103, 'location': 'Dresden, Germany'}, {'user': 'pb-jchin', 'contributions': 10, 'location': None}, {'user': 'pb-isovic', 'contributions': 7, 'location': None}, {'user': 'pb-dseifert', 'contributions': 5, 'location': 'Basel, Switzerland'}, {'user': 'cdunn2001', 'contributions': 2, 'location': 'Seattle'}, {'user': 'pbjd', 'contributions': 2, 'location': None}, {'user': 'ylipacbio', 'contributions': 2, 'location': ""1305 O'Brien Dr, Menlo Park""}, {'user': 'dgordon562', 'contributions': 1, 'location': None}]"
