Organization,Repository,Is_Fork,Parent_Repo,Parent_Archived,Stars,Forks,Forks_History,Open_Issues,Closed_Issues,Avg_Response_Time (sec),Has_README,Has_Wiki,Commit_Count,Release_Count,Contributors_Count,Contributors
seqone,kraf,False,,,5,0,[],0,0,,True,True,16,0,1,"[{'user': 'jaudoux', 'contributions': 14, 'location': None}]"
seqone,mosdepth,True,brentp/mosdepth,False,0,0,[],0,0,,True,True,160,0,9,"[{'user': 'brentp', 'contributions': 150, 'location': 'Oregon, USA'}, {'user': 'dwinter', 'contributions': 2, 'location': 'Wellington, New Zealand'}, {'user': 'wdecoster', 'contributions': 2, 'location': 'Antwerp, Belgium'}, {'user': 'arq5x', 'contributions': 1, 'location': 'Salt Lake City, Utah'}, {'user': 'alok123t', 'contributions': 1, 'location': None}, {'user': 'hyphaltip', 'contributions': 1, 'location': 'Riverside, CA'}, {'user': 'ryanlayer', 'contributions': 1, 'location': 'Boulder, CO'}, {'user': 'skanwal', 'contributions': 1, 'location': 'Melbourne, Australia'}, {'user': 'jaudoux', 'contributions': 1, 'location': None}]"
brentp,mosdepth,False,,,724,101,"[{'user': 'cademirch', 'forked_at': '2024-11-24T19:00:46Z'}, {'user': 'madelonst', 'forked_at': '2024-09-13T15:24:11Z'}, {'user': 'martin-g', 'forked_at': '2024-04-10T07:32:50Z'}, {'user': 'jlpitta', 'forked_at': '2024-03-07T22:53:25Z'}, {'user': 'wxb263stu', 'forked_at': '2023-11-06T01:42:59Z'}, {'user': 'LudvigOlsen', 'forked_at': '2023-11-01T17:35:27Z'}, {'user': 'applib-sg-1009', 'forked_at': '2023-10-09T06:53:16Z'}, {'user': 'applib-sg', 'forked_at': '2023-09-21T02:43:53Z'}, {'user': 'kojix2', 'forked_at': '2023-09-12T06:35:15Z'}, {'user': 'ztsin', 'forked_at': '2023-08-12T10:17:39Z'}, {'user': 'beverlyfujiali', 'forked_at': '2023-07-07T00:46:56Z'}, {'user': 'jethror1', 'forked_at': '2023-03-08T14:47:14Z'}, {'user': 'Shrishtee-kandoi', 'forked_at': '2023-01-30T19:03:39Z'}, {'user': 'animesh', 'forked_at': '2023-01-24T12:45:55Z'}, {'user': 'angeltgc521', 'forked_at': '2023-01-18T09:19:11Z'}, {'user': 'tzhang-nmdp', 'forked_at': '2023-01-10T19:05:54Z'}, {'user': 'wangjie07070910', 'forked_at': '2022-12-26T16:34:26Z'}, {'user': 'sachinkavindaa', 'forked_at': '2022-12-19T11:22:24Z'}, {'user': 'Leornardzhou', 'forked_at': '2022-12-12T06:33:34Z'}, {'user': 'shulp2211', 'forked_at': '2022-11-12T09:56:25Z'}, {'user': 'yongjiam', 'forked_at': '2022-10-28T09:17:57Z'}, {'user': 'fork16', 'forked_at': '2022-08-03T08:36:24Z'}, {'user': 'HealthVivo', 'forked_at': '2022-07-18T09:44:05Z'}, {'user': 'Schaudge', 'forked_at': '2022-07-01T10:27:14Z'}, {'user': 'ElineWeyenbergh', 'forked_at': '2022-05-18T13:30:13Z'}, {'user': 'carmelinacharalambous', 'forked_at': '2022-03-17T19:27:37Z'}, {'user': 'areebapatel', 'forked_at': '2022-02-03T17:52:37Z'}, {'user': 'steinbrl', 'forked_at': '2021-11-11T10:26:54Z'}, {'user': 'yemilawal', 'forked_at': '2021-10-27T19:20:26Z'}, {'user': 'wook2014', 'forked_at': '2021-09-23T12:20:34Z'}, {'user': 'elenimaniati', 'forked_at': '2021-09-16T18:56:31Z'}, {'user': 'lborcard', 'forked_at': '2021-09-07T12:52:06Z'}, {'user': 'linhxxx', 'forked_at': '2021-06-29T01:40:07Z'}, {'user': 'MedicalGenomics', 'forked_at': '2021-06-16T23:35:14Z'}, {'user': 'JING-XINXING', 'forked_at': '2021-05-25T02:10:49Z'}, {'user': 'xavier-j', 'forked_at': '2021-05-12T00:00:15Z'}, {'user': 'telatin', 'forked_at': '2021-04-29T16:14:42Z'}, {'user': 'KaiqiangLiu', 'forked_at': '2021-04-26T04:26:29Z'}, {'user': 'NElight', 'forked_at': '2021-04-23T02:38:02Z'}, {'user': 'RandyHarr', 'forked_at': '2020-11-27T18:13:31Z'}, {'user': 'tw7649116', 'forked_at': '2020-11-20T08:32:18Z'}, {'user': 'dru93', 'forked_at': '2020-11-13T10:52:56Z'}, {'user': 'NagaComBio', 'forked_at': '2020-11-03T10:16:52Z'}, {'user': 'ChristopherWilks', 'forked_at': '2020-11-02T15:18:43Z'}, {'user': 'brendanofallon', 'forked_at': '2020-10-16T21:19:42Z'}, {'user': 'Ashastry2', 'forked_at': '2020-09-11T17:51:07Z'}, {'user': 'wangpanqiao', 'forked_at': '2020-09-10T08:15:41Z'}, {'user': 'MarcSaric', 'forked_at': '2020-08-02T09:17:10Z'}, {'user': 'nuin', 'forked_at': '2020-07-14T21:36:06Z'}, {'user': 'JunBoTian17', 'forked_at': '2020-06-29T11:22:54Z'}, {'user': 'limbus-medtec', 'forked_at': '2020-06-22T10:52:36Z'}, {'user': 'adrisede', 'forked_at': '2020-06-04T01:15:56Z'}, {'user': 'zorrodong', 'forked_at': '2020-05-03T14:42:27Z'}, {'user': 'linzhi2013', 'forked_at': '2020-04-08T01:28:05Z'}, {'user': 'skyclub3', 'forked_at': '2020-03-25T07:12:08Z'}, {'user': 'bwlang', 'forked_at': '2020-02-19T23:43:08Z'}, {'user': 'quanrd', 'forked_at': '2020-01-09T00:29:41Z'}, {'user': 'lidd77', 'forked_at': '2019-12-12T12:55:31Z'}, {'user': 'leiyp', 'forked_at': '2019-10-22T03:35:17Z'}, {'user': 'cassimons', 'forked_at': '2019-10-16T03:02:03Z'}, {'user': 'rick-heig', 'forked_at': '2019-10-14T12:35:28Z'}, {'user': 'jh2663', 'forked_at': '2019-08-06T20:41:58Z'}, {'user': 'hugang123', 'forked_at': '2019-08-06T08:28:02Z'}, {'user': 'jchenpku', 'forked_at': '2019-05-19T08:09:24Z'}, {'user': 'duartemolha', 'forked_at': '2019-04-26T08:47:56Z'}, {'user': 'danielecook', 'forked_at': '2019-03-19T22:18:29Z'}, {'user': 'fernanda-rodrigues', 'forked_at': '2019-02-04T16:37:48Z'}, {'user': 'SeqOne', 'forked_at': '2019-01-31T08:36:55Z'}, {'user': 'skanwal', 'forked_at': '2019-01-23T23:58:49Z'}, {'user': 'noahpieta', 'forked_at': '2018-12-19T08:07:51Z'}, {'user': 'pythseq', 'forked_at': '2018-11-22T09:00:12Z'}, {'user': 'aoumess', 'forked_at': '2018-11-07T11:51:23Z'}, {'user': 'sridhar0605', 'forked_at': '2018-10-02T15:27:11Z'}, {'user': 'preetida', 'forked_at': '2018-09-12T18:57:12Z'}, {'user': 'chenatf', 'forked_at': '2018-08-08T05:38:48Z'}, {'user': 'AntonioGPS', 'forked_at': '2018-06-26T13:42:58Z'}, {'user': 'kanekalla', 'forked_at': '2018-06-25T19:38:58Z'}, {'user': 'wangguangya60', 'forked_at': '2018-06-22T06:22:35Z'}, {'user': 'smangul1', 'forked_at': '2018-06-07T05:35:51Z'}, {'user': 'jessieuehling', 'forked_at': '2018-05-14T21:36:35Z'}, {'user': 'kkapuria3', 'forked_at': '2018-05-04T12:36:18Z'}, {'user': 'frameshiftgenomics', 'forked_at': '2018-05-03T15:18:25Z'}, {'user': 'biofuture', 'forked_at': '2018-04-25T03:16:52Z'}, {'user': 'jianzuoyi', 'forked_at': '2018-04-14T11:36:54Z'}, {'user': 'icedevil2001', 'forked_at': '2018-03-15T16:53:34Z'}, {'user': 'altingia', 'forked_at': '2018-03-05T01:35:10Z'}, {'user': 'teslaa22', 'forked_at': '2018-02-07T09:01:15Z'}, {'user': 'xtmgah', 'forked_at': '2018-01-26T20:53:37Z'}, {'user': 'ryanlayer', 'forked_at': '2018-01-24T22:46:32Z'}, {'user': 'hyphaltip', 'forked_at': '2018-01-11T07:47:34Z'}, {'user': 'xiongxu', 'forked_at': '2017-12-22T12:34:41Z'}, {'user': 'torfinnnome', 'forked_at': '2017-12-18T13:58:55Z'}, {'user': 'monkollek', 'forked_at': '2017-12-03T04:02:29Z'}, {'user': 'wenbinmei', 'forked_at': '2017-11-22T08:06:15Z'}, {'user': 'northwestwitch', 'forked_at': '2017-11-14T10:52:02Z'}, {'user': 'genomicsITER', 'forked_at': '2017-11-02T09:18:45Z'}, {'user': 'cauyrd', 'forked_at': '2017-11-01T19:51:53Z'}, {'user': 'kdm9', 'forked_at': '2017-10-18T09:45:01Z'}, {'user': 'dwinter', 'forked_at': '2017-09-18T00:18:13Z'}, {'user': 'fw1121', 'forked_at': '2017-09-08T00:54:59Z'}]",43,30,500600.4864864865,True,True,239,30,17,"[{'user': 'brentp', 'contributions': 219, 'location': 'Oregon, USA'}, {'user': 'dwinter', 'contributions': 2, 'location': 'Wellington, New Zealand'}, {'user': 'hyphaltip', 'contributions': 2, 'location': 'Riverside, CA'}, {'user': 'LudvigOlsen', 'contributions': 2, 'location': 'Aarhus, Denmark'}, {'user': 'wdecoster', 'contributions': 2, 'location': 'Antwerp, Belgium'}, {'user': 'arq5x', 'contributions': 1, 'location': 'Salt Lake City, Utah'}, {'user': 'alok123t', 'contributions': 1, 'location': None}, {'user': 'bwlang', 'contributions': 1, 'location': None}, {'user': 'danielecook', 'contributions': 1, 'location': 'US Pacific'}, {'user': 'jethror1', 'contributions': 1, 'location': 'Cambridge, UK'}, {'user': 'martin-g', 'contributions': 1, 'location': 'Veliko Tarnovo, Bulgaria'}, {'user': 'NagaComBio', 'contributions': 1, 'location': 'Heidelberg, Germany'}, {'user': 'rick-heig', 'contributions': 1, 'location': None}, {'user': 'rollf', 'contributions': 1, 'location': None}, {'user': 'ryanlayer', 'contributions': 1, 'location': 'Boulder, CO'}, {'user': 'skanwal', 'contributions': 1, 'location': 'Melbourne, Australia'}, {'user': 'jaudoux', 'contributions': 1, 'location': None}]"
seqone,hts-nim,True,brentp/hts-nim,False,0,0,[],0,0,,True,True,217,0,9,"[{'user': 'brentp', 'contributions': 204, 'location': 'Oregon, USA'}, {'user': 'jaudoux', 'contributions': 4, 'location': None}, {'user': 'ernfrid', 'contributions': 3, 'location': 'Saint Louis, MO'}, {'user': 'andreas-wilm', 'contributions': 1, 'location': 'Singapore'}, {'user': 'mflevine', 'contributions': 1, 'location': None}, {'user': 'Sbeaum', 'contributions': 1, 'location': 'Montpellier'}, {'user': 'xbello', 'contributions': 1, 'location': None}, {'user': 'nellore', 'contributions': 1, 'location': 'Portland, Oregon'}, {'user': 'dmckean', 'contributions': 1, 'location': 'Baltimore, MD'}]"
brentp,hts-nim,False,,,155,26,"[{'user': 'rulixxx', 'forked_at': '2023-08-31T23:14:04Z'}, {'user': 'runsascoded', 'forked_at': '2023-06-27T19:43:37Z'}, {'user': 'foxoman', 'forked_at': '2023-04-05T06:11:39Z'}, {'user': 'ayman-albaz', 'forked_at': '2022-07-05T00:28:27Z'}, {'user': 'ringabout', 'forked_at': '2022-04-13T05:31:11Z'}, {'user': 'NatPRoach', 'forked_at': '2021-11-04T05:07:10Z'}, {'user': 'kojix2', 'forked_at': '2021-07-04T15:04:20Z'}, {'user': 'edg1983', 'forked_at': '2021-06-17T15:38:45Z'}, {'user': 'xbello', 'forked_at': '2020-03-18T17:44:00Z'}, {'user': 'dbeinder', 'forked_at': '2019-11-23T20:11:57Z'}, {'user': 'Clyybber', 'forked_at': '2019-10-01T21:56:07Z'}, {'user': 'danielecook', 'forked_at': '2019-05-30T22:12:33Z'}, {'user': 'smoe', 'forked_at': '2019-05-02T16:11:37Z'}, {'user': 'SeqOne', 'forked_at': '2019-02-19T13:59:00Z'}, {'user': 'Sbeaum', 'forked_at': '2019-02-08T09:37:39Z'}, {'user': 'mflevine', 'forked_at': '2019-01-31T17:26:32Z'}, {'user': 'jimhavrilla', 'forked_at': '2018-10-25T00:17:50Z'}, {'user': 'andreas-wilm', 'forked_at': '2018-08-24T08:30:53Z'}, {'user': 'supernifty', 'forked_at': '2018-05-26T04:35:31Z'}, {'user': 'bio-nim', 'forked_at': '2018-05-01T15:52:44Z'}, {'user': 'nellore', 'forked_at': '2018-04-22T19:16:22Z'}, {'user': 'raonyguimaraes', 'forked_at': '2018-04-02T22:10:16Z'}, {'user': 'ernfrid', 'forked_at': '2018-02-13T15:24:56Z'}, {'user': 'woook', 'forked_at': '2018-02-11T11:25:41Z'}, {'user': 'xtmgah', 'forked_at': '2018-02-09T01:54:38Z'}, {'user': 'dmckean', 'forked_at': '2017-11-07T22:34:45Z'}]",6,30,3504301.588235294,True,True,383,1,16,"[{'user': 'brentp', 'contributions': 359, 'location': 'Oregon, USA'}, {'user': 'xbello', 'contributions': 4, 'location': None}, {'user': 'ernfrid', 'contributions': 3, 'location': 'Saint Louis, MO'}, {'user': 'ringabout', 'contributions': 2, 'location': None}, {'user': 'andreas-wilm', 'contributions': 1, 'location': 'Singapore'}, {'user': 'Clyybber', 'contributions': 1, 'location': None}, {'user': 'dbeinder', 'contributions': 1, 'location': 'Europe'}, {'user': 'mflevine', 'contributions': 1, 'location': None}, {'user': 'rulixxx', 'contributions': 1, 'location': None}, {'user': 'Sbeaum', 'contributions': 1, 'location': 'Montpellier'}, {'user': 'nellore', 'contributions': 1, 'location': 'Portland, Oregon'}, {'user': 'ayman-albaz', 'contributions': 1, 'location': None}, {'user': 'dmckean', 'contributions': 1, 'location': 'Baltimore, MD'}, {'user': 'jaudoux', 'contributions': 1, 'location': None}, {'user': 'kojix2', 'contributions': 1, 'location': 'Japan'}, {'user': 'narimiran', 'contributions': 1, 'location': 'Rijeka, Croatia'}]"
seqone,cello,True,andreaferretti/cello,False,0,0,[],0,0,,True,True,123,0,1,"[{'user': 'andreaferretti', 'contributions': 123, 'location': 'Milano'}]"
andreaferretti,cello,False,,,78,10,"[{'user': 'seanpm2001', 'forked_at': '2023-09-22T00:56:45Z'}, {'user': 'nim-lang', 'forked_at': '2022-09-21T15:50:49Z'}, {'user': 'ringabout', 'forked_at': '2022-08-31T06:19:19Z'}, {'user': 'sheerluck', 'forked_at': '2020-07-21T14:45:07Z'}, {'user': 'jaudoux', 'forked_at': '2020-01-13T13:33:43Z'}, {'user': 'Nim-NLP', 'forked_at': '2019-12-14T07:40:36Z'}, {'user': 'ryanbekabe', 'forked_at': '2019-12-08T14:07:37Z'}, {'user': 'pombredanne', 'forked_at': '2019-05-03T11:28:01Z'}, {'user': 'SeqOne', 'forked_at': '2019-02-20T08:27:20Z'}, {'user': 'bio-nim', 'forked_at': '2017-04-06T00:26:29Z'}]",3,1,696.5,True,True,141,0,1,"[{'user': 'andreaferretti', 'contributions': 138, 'location': 'Milano'}]"
seqone,hmmer,True,EddyRivasLab/hmmer,False,0,0,[],0,0,,True,True,1569,0,7,"[{'user': 'cryptogenomicon', 'contributions': 973, 'location': 'Cambridge MA'}, {'user': 'traviswheeler', 'contributions': 51, 'location': 'Tucson, AZ'}, {'user': 'nawrockie', 'contributions': 34, 'location': 'Bethesda, MD'}, {'user': 'wshands', 'contributions': 13, 'location': 'United States'}, {'user': 'Larofeticus', 'contributions': 10, 'location': 'Berkeley, CA'}, {'user': 'sjaenick', 'contributions': 6, 'location': 'Dortmund, Germany'}, {'user': 'npcarter', 'contributions': 5, 'location': None}]"
EddyRivasLab,hmmer,False,,,335,73,"[{'user': 'Kumaresh-Krishnan', 'forked_at': '2025-02-21T20:49:25Z'}, {'user': 'me-Keyser', 'forked_at': '2025-02-06T17:23:03Z'}, {'user': 'HHongSeungWoo', 'forked_at': '2025-01-04T07:20:36Z'}, {'user': 'mudassirshiekh', 'forked_at': '2024-10-25T18:03:09Z'}, {'user': 'TravisWheelerLab', 'forked_at': '2024-03-14T19:15:05Z'}, {'user': 'amkilar', 'forked_at': '2023-12-18T13:07:56Z'}, {'user': '154262', 'forked_at': '2023-10-19T01:58:42Z'}, {'user': 'darrengao628', 'forked_at': '2023-08-04T08:59:46Z'}, {'user': 'phyletica', 'forked_at': '2023-07-12T20:06:59Z'}, {'user': 'IntelLabs', 'forked_at': '2023-07-11T15:21:35Z'}, {'user': 'winstonewert', 'forked_at': '2023-06-30T15:58:06Z'}, {'user': 'sunyj28', 'forked_at': '2023-05-29T11:40:19Z'}, {'user': 'aaronkollasch', 'forked_at': '2023-05-15T23:11:50Z'}, {'user': 'aih-proj', 'forked_at': '2023-04-28T05:47:40Z'}, {'user': 'gwarmstrong', 'forked_at': '2023-03-30T22:49:11Z'}, {'user': 'rilango', 'forked_at': '2023-02-13T04:47:32Z'}, {'user': 'LeandroJorquera', 'forked_at': '2022-11-09T14:32:42Z'}, {'user': 'julien-faye', 'forked_at': '2022-10-07T09:44:23Z'}, {'user': 'rnaimehaom', 'forked_at': '2022-09-26T19:20:39Z'}, {'user': 'horta', 'forked_at': '2022-06-06T14:17:24Z'}, {'user': 'Schaudge', 'forked_at': '2022-06-02T09:29:08Z'}, {'user': 'DanielOlson', 'forked_at': '2022-05-06T21:55:50Z'}, {'user': 'wook2014', 'forked_at': '2022-04-20T14:04:24Z'}, {'user': 'UMT-Computer-Vision-Spring-2019', 'forked_at': '2022-04-19T16:48:30Z'}, {'user': 'EBI-Metagenomics', 'forked_at': '2022-04-04T14:22:57Z'}, {'user': 'jalview', 'forked_at': '2022-03-22T18:19:55Z'}, {'user': 'amadeusine', 'forked_at': '2022-02-10T02:43:51Z'}, {'user': 'mabsilico', 'forked_at': '2021-11-17T16:12:06Z'}, {'user': 'jones-gareth', 'forked_at': '2021-10-27T21:35:32Z'}, {'user': '25280841', 'forked_at': '2021-10-17T12:26:13Z'}, {'user': 'mustafa-guler', 'forked_at': '2021-09-09T15:59:57Z'}, {'user': 'shunsunsun', 'forked_at': '2021-09-01T11:27:01Z'}, {'user': 'Karenvn', 'forked_at': '2021-08-05T09:14:49Z'}, {'user': 'jedlickap', 'forked_at': '2021-03-19T08:20:09Z'}, {'user': '13006666128', 'forked_at': '2021-01-15T10:46:38Z'}, {'user': 'mr-c', 'forked_at': '2020-12-31T09:36:14Z'}, {'user': 'dataronio', 'forked_at': '2020-12-06T04:37:33Z'}, {'user': 'Stephenda', 'forked_at': '2020-11-24T11:31:26Z'}, {'user': 'Shen-Jing', 'forked_at': '2020-11-13T07:17:32Z'}, {'user': 'jefdaj', 'forked_at': '2020-10-22T17:58:40Z'}, {'user': 'spetti', 'forked_at': '2020-07-07T15:47:47Z'}, {'user': 'siweili1990', 'forked_at': '2020-05-21T22:27:16Z'}, {'user': 'TaoDFang', 'forked_at': '2020-05-05T13:27:44Z'}, {'user': 'gwwilburn', 'forked_at': '2020-04-22T21:38:55Z'}, {'user': 'gavieira', 'forked_at': '2020-03-28T14:46:00Z'}, {'user': 'JakeVanderGriend', 'forked_at': '2020-03-19T20:17:59Z'}, {'user': 'minghao2016', 'forked_at': '2020-02-15T12:42:13Z'}, {'user': 'smsaladi', 'forked_at': '2019-11-12T08:15:19Z'}, {'user': 'traviswheeler', 'forked_at': '2019-10-24T21:57:59Z'}, {'user': 'kmsouthard', 'forked_at': '2019-09-03T22:39:40Z'}, {'user': 'SeqOne', 'forked_at': '2019-06-03T13:28:53Z'}, {'user': 'Sawwave', 'forked_at': '2019-04-25T22:51:36Z'}, {'user': 'jjexpat00', 'forked_at': '2019-04-14T22:29:03Z'}, {'user': 'rossellamestizia', 'forked_at': '2019-03-28T14:11:35Z'}, {'user': 'alexber19999', 'forked_at': '2019-02-27T23:25:36Z'}, {'user': 'thetimeofblack', 'forked_at': '2019-01-29T12:40:14Z'}, {'user': 'ch127', 'forked_at': '2018-12-13T07:17:56Z'}, {'user': 'ii0', 'forked_at': '2018-09-20T03:22:06Z'}, {'user': 'rtvt123', 'forked_at': '2018-08-08T19:33:08Z'}, {'user': 'DmitrySigaev', 'forked_at': '2018-07-25T16:52:31Z'}, {'user': 'blaiseli', 'forked_at': '2018-07-03T12:14:11Z'}, {'user': 'nataliarosa9', 'forked_at': '2018-04-05T12:43:04Z'}, {'user': 'MichiganTech', 'forked_at': '2018-04-03T15:16:25Z'}, {'user': 'schrodinger', 'forked_at': '2018-03-02T18:35:05Z'}, {'user': 'mikeraiko', 'forked_at': '2018-01-05T06:32:27Z'}, {'user': 'nissmogt', 'forked_at': '2017-10-19T04:35:09Z'}, {'user': 'TravisWheelerLab', 'forked_at': '2017-05-31T15:53:52Z'}, {'user': 'muslih14', 'forked_at': '2017-03-08T04:02:19Z'}, {'user': 'dnbaker', 'forked_at': '2016-10-04T00:06:08Z'}, {'user': 'felipegb94', 'forked_at': '2016-07-05T15:47:29Z'}, {'user': 'stationarysalesman', 'forked_at': '2016-06-07T21:27:46Z'}]",14,30,372641.6590909091,True,True,1868,1,11,"[{'user': 'cryptogenomicon', 'contributions': 1129, 'location': 'Cambridge MA'}, {'user': 'traviswheeler', 'contributions': 93, 'location': 'Tucson, AZ'}, {'user': 'npcarter', 'contributions': 88, 'location': None}, {'user': 'nawrockie', 'contributions': 38, 'location': 'Bethesda, MD'}, {'user': 'wshands', 'contributions': 13, 'location': 'United States'}, {'user': 'Larofeticus', 'contributions': 10, 'location': 'Berkeley, CA'}, {'user': 'sjaenick', 'contributions': 8, 'location': 'Dortmund, Germany'}, {'user': 'althonos', 'contributions': 5, 'location': 'The Hague, Netherlands'}, {'user': 'horta', 'contributions': 4, 'location': 'London, UK'}, {'user': 'mr-c', 'contributions': 2, 'location': 'Berlin, Germany'}, {'user': 'spetti', 'contributions': 1, 'location': None}]"
seqone,vt,True,pkrusche/vt,False,0,0,[],0,2,,True,True,1328,2,5,"[{'user': 'atks', 'contributions': 1311, 'location': None}, {'user': 'MelanieBroutin', 'contributions': 3, 'location': None}, {'user': 'holtgrewe', 'contributions': 2, 'location': 'Berlin'}, {'user': 'sambrightman', 'contributions': 2, 'location': 'London'}, {'user': 'plaeremans', 'contributions': 1, 'location': 'Leuven'}]"
