id,tag_name,name,created_at,published_at,author_login,author_name
MDc6UmVsZWFzZTIxNTU0NzEw,v0.26.1,,2019-11-18T14:12:27Z,2019-11-18T14:13:09Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTIxNDY5Nzcw,v0.26,,2019-11-14T10:59:04Z,2019-11-14T10:59:22Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTE5ODg1ODcw,v0.25.3,,2019-09-10T15:39:18Z,2019-09-10T15:39:58Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTE5MTY5MDMy,v0.25.2,v0.25.2,2019-08-08T15:31:55Z,2019-08-08T15:34:33Z,lukbut,Luke Paul Buttigieg
MDc6UmVsZWFzZTE4NTIwMTUy,v0.25.1,,2019-07-10T09:43:37Z,2019-07-10T10:48:21Z,mwhamgenomics,Murray Wham
MDc6UmVsZWFzZTE4MDAxNTcy,v0.25,,2019-06-14T14:47:04Z,2019-06-14T14:48:11Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTE2MjMwNTI5,v0.24.1,,2019-03-20T12:22:17Z,2019-03-20T12:23:08Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTE2MDM2NjM1,v0.24,,2019-03-11T15:01:17Z,2019-03-11T15:02:10Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTE0MTU1MTQ1,v0.23.1,,2018-11-23T11:54:41Z,2018-11-23T11:58:05Z,mwhamgenomics,Murray Wham
MDc6UmVsZWFzZTE0MTU1MTMw,v0.23,,2018-11-09T17:16:57Z,2018-11-23T11:57:25Z,mwhamgenomics,Murray Wham
MDc6UmVsZWFzZTExNDYxMDgz,v0.22.1,,2018-06-13T13:45:39Z,2018-06-13T13:46:11Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTExMzA2OTg4,v0.22,,2018-06-04T11:31:07Z,2018-06-04T11:31:45Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTEwMTAwNTkx,v0.21,,2018-03-15T11:02:20Z,2018-03-15T11:05:08Z,mwhamgenomics,Murray Wham
MDc6UmVsZWFzZTk0ODY2Mjc=,v0.20.1,,2018-02-01T12:40:35Z,2018-02-01T12:42:12Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTk0NDg3MzE=,v0.20,,2018-01-30T14:05:56Z,2018-01-30T14:15:06Z,katieemelianova,
MDc6UmVsZWFzZTg2NjU3Nzc=,v0.19.2,,2017-11-27T11:49:03Z,2017-11-27T11:50:19Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTg2MTkwMDg=,v0.19.1,,2017-11-22T12:37:45Z,2017-11-22T12:38:48Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTgzNzcwMTE=,v0.19,,2017-11-16T16:38:24Z,2017-11-03T16:02:03Z,katieemelianova,
MDc6UmVsZWFzZTgwNzg4Nzg=,v0.18,,2017-10-11T13:26:16Z,2017-10-11T13:27:49Z,katieemelianova,
MDc6UmVsZWFzZTc4NTI3MTc=,v0.17,,2017-09-22T10:11:55Z,2017-09-22T10:14:44Z,katieemelianova,
MDc6UmVsZWFzZTY3OTk3OTQ=,v0.16,,2017-06-22T11:19:49Z,2017-06-22T11:21:03Z,mwhamgenomics,Murray Wham
MDc6UmVsZWFzZTY0OTEwODc=,v0.15.1,,2017-05-24T14:15:48Z,2017-05-24T14:16:27Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTY0MzYzMTY=,v0.15,,2017-05-18T22:53:34Z,2017-05-18T22:54:17Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTYyMTk3OTM=,v0.14.3,,2017-04-28T08:55:33Z,2017-04-28T08:56:53Z,katieemelianova,
MDc6UmVsZWFzZTYxNDU1ODk=,v0.14.2,,2017-04-21T08:20:38Z,2017-04-21T08:22:19Z,katieemelianova,
MDc6UmVsZWFzZTYxMjQyNTc=,v0.14.1,,2017-04-19T15:31:33Z,2017-04-19T15:33:08Z,katieemelianova,
MDc6UmVsZWFzZTYxMDg5MzY=,v0.14,,2017-04-18T13:12:29Z,2017-04-18T13:18:26Z,katieemelianova,
MDc6UmVsZWFzZTU2NjYzMjA=,v0.13,,2017-03-07T15:57:48Z,2017-03-07T16:46:24Z,mwhamgenomics,Murray Wham
MDc6UmVsZWFzZTUyMDc4MzY=,v0.12,v0.12,2017-01-19T15:19:43Z,2017-01-19T15:55:22Z,mwhamgenomics,Murray Wham
MDc6UmVsZWFzZTQ5MTcyODU=,v0.11.3,,2016-12-14T12:06:44Z,2016-12-14T12:10:08Z,katieemelianova,
MDc6UmVsZWFzZTQ4MzE4OTU=,v0.11.1,,2016-12-05T10:57:28Z,2016-12-05T11:03:27Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTQ0ODkzNzE=,v0.11,,2016-10-26T13:44:07Z,2016-10-26T13:53:50Z,mwhamgenomics,Murray Wham
MDc6UmVsZWFzZTQyODc1Mzg=,v0.10.1,,2016-10-03T10:41:35Z,2016-10-03T10:45:55Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTQ0ODkzMzc=,0.11,v0.11,2015-07-02T15:25:23Z,2016-10-26T13:51:35Z,mwhamgenomics,Murray Wham
