id,tag_name,name,created_at,published_at,author_login,author_name
RE_kwDOFlUBMc4HyRjW,v0.18.1,v0.18.1,2023-11-21T08:37:33Z,2023-11-21T08:42:35Z,johausmann,Jo Hausmann
RE_kwDOFlUBMc4HODSt,v0.18.0,v0.18.0,2023-09-10T09:08:08Z,2023-09-14T11:44:24Z,johausmann,Jo Hausmann
RE_kwDOFlUBMc4FPTqY,v0.17.0,v0.17.0,2023-01-04T14:33:01Z,2023-01-04T14:42:56Z,priesgo,Pablo Riesgo-Ferreiro
RE_kwDOFlUBMc4FDFZu,v0.16.0,v0.16.0,2022-12-01T12:25:02Z,2022-12-01T12:26:24Z,priesgo,Pablo Riesgo-Ferreiro
RE_kwDOFlUBMc4E_zJj,v0.15.0,v0.15.0,2022-11-22T06:41:34Z,2022-11-22T07:12:50Z,priesgo,Pablo Riesgo-Ferreiro
RE_kwDOFlUBMc4E3qBb,v0.14.0,v0.14.0,2022-11-01T18:45:05Z,2022-11-01T18:46:07Z,priesgo,Pablo Riesgo-Ferreiro
RE_kwDOFlUBMc4ElxaR,v0.13.0,Release v0.13.0,2022-09-13T13:58:52Z,2022-09-13T13:59:35Z,priesgo,Pablo Riesgo-Ferreiro
RE_kwDOFlUBMc4ElfFA,v0.12.0,Release v0.12.0,2022-09-12T20:14:56Z,2022-09-12T20:15:57Z,priesgo,Pablo Riesgo-Ferreiro
RE_kwDOFlUBMc4EEKNm,v0.11.0,Release v0.11.0,2022-05-31T03:48:06Z,2022-05-31T03:49:26Z,priesgo,Pablo Riesgo-Ferreiro
RE_kwDOFlUBMc4DxxJG,v0.10.0,Release v0.10.0,2022-04-01T13:08:30Z,2022-04-01T13:10:12Z,priesgo,Pablo Riesgo-Ferreiro
RE_kwDOFlUBMc4DtMyB,v0.9.3,Release 0.9.3,2022-03-18T11:22:57Z,2022-03-18T11:24:40Z,priesgo,Pablo Riesgo-Ferreiro
RE_kwDOFlUBMc4DsyIM,v0.9.2,Release v0.9.2,2022-03-17T06:04:10Z,2022-03-17T06:04:56Z,priesgo,Pablo Riesgo-Ferreiro
RE_kwDOFlUBMc4DsrMh,v0.9.1,Release v0.9.1,2022-03-16T20:47:39Z,2022-03-16T21:12:28Z,priesgo,Pablo Riesgo-Ferreiro
RE_kwDOFlUBMc4DsHTH,v0.9.0,Release v0.9.0,2022-03-15T15:08:28Z,2022-03-15T15:12:43Z,priesgo,Pablo Riesgo-Ferreiro
RE_kwDOFlUBMc4Dgh-d,v0.8.0,Release v0.8.0,2022-02-07T06:19:19Z,2022-02-07T06:35:25Z,priesgo,Pablo Riesgo-Ferreiro
RE_kwDOFlUBMc4DDnm4,v0.7.0,Release v0.7.0,2021-10-13T10:30:52Z,2021-10-13T12:24:42Z,priesgo,Pablo Riesgo-Ferreiro
RE_kwDOFlUBMc4DAdqe,v0.6.0,Release v0.6.0,2021-09-29T08:30:31Z,2021-09-29T08:33:49Z,priesgo,Pablo Riesgo-Ferreiro
MDc6UmVsZWFzZTQ1OTA0Nzgy,v0.5.0,Release v0.5.0,2021-07-02T12:34:20Z,2021-07-08T13:14:55Z,priesgo,Pablo Riesgo-Ferreiro
MDc6UmVsZWFzZTQ1MDU0NzQ4,v0.4.0,Release Covigator NGS pipeline v0.4.0,2021-06-22T19:10:19Z,2021-06-22T20:07:18Z,priesgo,Pablo Riesgo-Ferreiro
MDc6UmVsZWFzZTQ0NzIwMDU0,v0.3.1,Release Covigator NGS pipeline v0.3.1,2021-06-16T09:58:59Z,2021-06-16T11:33:18Z,priesgo,Pablo Riesgo-Ferreiro
MDc6UmVsZWFzZTQ0NjczOTAx,v0.3.0,Release Covigator NGS pipeline v0.3.0,2021-06-15T20:18:52Z,2021-06-15T20:30:58Z,tronbfxdev,
MDc6UmVsZWFzZTQ0MjA2Njc0,v0.2.0,Covigator NGS pipeline v0.2.0 BETA,2021-06-07T13:05:20Z,2021-06-07T13:31:33Z,priesgo,Pablo Riesgo-Ferreiro
