id,tag_name,name,created_at,published_at,author_login,author_name
MDc6UmVsZWFzZTIxMDQ4NjU4,v0.23,,2019-10-29T10:36:04Z,2019-10-29T10:37:36Z,mwhamgenomics,Murray Wham
MDc6UmVsZWFzZTE4NTIwMTc2,v0.22,,2019-07-09T15:33:51Z,2019-07-10T10:49:27Z,mwhamgenomics,Murray Wham
MDc6UmVsZWFzZTE3OTQxNTEy,v0.21.1,,2019-06-12T12:47:42Z,2019-06-12T12:48:53Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTE3MDM0Mzk1,v0.21,,2019-04-29T08:39:00Z,2019-04-29T08:40:17Z,mwhamgenomics,Murray Wham
MDc6UmVsZWFzZTE1NjcyMTE5,0.20.2,,2019-02-20T16:14:27Z,2019-02-20T16:21:19Z,lukbut,Luke Paul Buttigieg
MDc6UmVsZWFzZTE0Mjg1MTQw,v0.20.1,,2018-11-30T16:22:33Z,2018-11-30T16:23:25Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTE0MjgyODIz,v0.20,,2018-11-30T14:46:49Z,2018-11-30T14:47:41Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTEyOTU4OTEw,v0.19.1,,2018-09-18T14:02:03Z,2018-09-18T14:04:28Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTEyOTMyNDc5,v0.19,,2018-09-17T10:47:01Z,2018-09-17T11:09:34Z,mwhamgenomics,Murray Wham
MDc6UmVsZWFzZTExMjc4NDEz,v0.18.2,,2018-06-01T11:19:48Z,2018-06-01T11:20:39Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTEwNzgxNDM3,v0.18.1,,2018-04-30T12:45:20Z,2018-04-30T12:46:22Z,katieemelianova,
MDc6UmVsZWFzZTEwNzU2MzAx,v0.18,,2018-04-27T14:50:57Z,2018-04-27T14:52:04Z,katieemelianova,
MDc6UmVsZWFzZTk3OTA5Njk=,v0.17.1,,2018-02-22T15:21:28Z,2018-02-22T15:28:34Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTkyNzMyMTk=,v0.17,,2018-01-17T16:24:17Z,2018-01-17T16:50:05Z,katieemelianova,
MDc6UmVsZWFzZTg2NjU4NTA=,v0.16,,2017-11-27T11:55:12Z,2017-11-27T11:56:09Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTg0MzU4MDU=,v0.15.2,,2017-11-08T16:27:38Z,2017-11-08T16:28:21Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTg0MzUxMzY=,v0.15.1,,2017-11-08T15:50:02Z,2017-11-08T15:51:44Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTc2NTM5MDc=,v0.15,,2017-09-06T14:10:31Z,2017-09-06T14:11:30Z,mwhamgenomics,Murray Wham
MDc6UmVsZWFzZTY4NjI1OTY=,v0.14.3,,2017-06-28T11:22:18Z,2017-06-28T11:26:44Z,mwhamgenomics,Murray Wham
MDc6UmVsZWFzZTY0OTA0NTE=,v0.14.2,,2017-05-24T13:35:45Z,2017-05-24T13:36:25Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTY0MDI5NDQ=,v0.14.1,,2017-05-16T14:48:22Z,2017-05-16T14:49:11Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTY0MDI0OTU=,v0.14,,2017-05-16T14:17:28Z,2017-05-16T14:18:19Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTYyNTI1NTE=,v0.13.2,,2017-05-02T14:28:24Z,2017-05-02T14:28:50Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTYxMDg5MDE=,v0.13.1,,2017-04-18T13:02:33Z,2017-04-18T13:14:18Z,katieemelianova,
MDc6UmVsZWFzZTYxMDg1MDc=,v0.13,,2017-04-18T12:35:16Z,2017-04-18T12:40:55Z,katieemelianova,
MDc6UmVsZWFzZTU2NzYwOTc=,v0.12,,2017-02-28T13:35:36Z,2017-03-08T12:46:38Z,mwhamgenomics,Murray Wham
MDc6UmVsZWFzZTUyNzQ3NjY=,v0.11.1,,2017-01-26T14:06:44Z,2017-01-26T14:13:58Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTUyMDc1Njk=,v0.11,,2017-01-19T11:47:34Z,2017-01-19T15:36:45Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTQyMTc3NjM=,v0.9.2,v0.9.2,2016-09-23T20:03:09Z,2016-09-23T20:15:47Z,tcezard,Timothee Cezard
MDc6UmVsZWFzZTQxMzMxMjk=,v0.9.1,,2016-09-14T16:56:15Z,2016-09-14T17:01:45Z,mwhamgenomics,Murray Wham
MDc6UmVsZWFzZTM5NjI4NTM=,v0.9,v0.9,2016-08-24T14:22:09Z,2016-08-24T14:24:43Z,mwhamgenomics,Murray Wham
