id,tag_name,name,created_at,published_at,author_login,author_name
RE_kwDOFoolGM4Eb12s,v0.1.4s,Version 0.1.4 stable ,2022-07-25T15:41:11Z,2022-08-15T08:14:08Z,HeshamElAbd,Hesham ElAbd
MDc6UmVsZWFzZTQ3NzAzNDA1,0.1.4beta_mp,,2021-08-11T21:06:20Z,2021-08-11T21:09:45Z,HeshamElAbd,Hesham ElAbd
MDc6UmVsZWFzZTQ3NjgzMDU0,0.1.4,0.1.4-beta,2021-08-11T14:59:35Z,2021-08-11T15:30:18Z,HeshamElAbd,Hesham ElAbd
MDc6UmVsZWFzZTQ3MzA5MDE0,0.1.2,Thunder Rays,2021-08-04T16:50:32Z,2021-08-04T16:57:17Z,HeshamElAbd,Hesham ElAbd
MDc6UmVsZWFzZTQ3MjQ0Njkz,0.1.1.beta,Version 0.1. beta release,2021-08-03T17:56:19Z,2021-08-03T18:00:59Z,HeshamElAbd,Hesham ElAbd
MDc6UmVsZWFzZTQ2NzU1ODU1,0.1.2-gpu_alpha,Minor bugs corrected and adding support for automation scripts,2021-07-26T09:26:31Z,2021-07-26T09:28:30Z,HeshamElAbd,Hesham ElAbd
MDc6UmVsZWFzZTQ1OTU3ODYw,0.1.1-gpu_alpha,"PPGG, GPU accelerated version ",2021-07-09T09:55:54Z,2021-07-09T10:01:13Z,HeshamElAbd,Hesham ElAbd
MDc6UmVsZWFzZTQ1NzkwNDg1,0.1.2-alpha,,2021-07-06T15:31:22Z,2021-07-06T18:28:11Z,HeshamElAbd,Hesham ElAbd
MDc6UmVsZWFzZTQ1NzYyMzQ0,0.1.1-alpha,,2021-07-06T10:43:05Z,2021-07-06T10:48:09Z,HeshamElAbd,Hesham ElAbd
MDc6UmVsZWFzZTQ1MjMzMTgy,0.1-alpha,,2021-06-25T12:43:40Z,2021-06-25T12:49:31Z,HeshamElAbd,Hesham ElAbd
MDc6UmVsZWFzZTQ0ODY3MDcw,0.1-pre-alpha,,2021-06-18T13:42:12Z,2021-06-18T13:49:23Z,HeshamElAbd,Hesham ElAbd
