id,tag_name,name,created_at,published_at,author_login,author_name
RE_kwDODU6H4c4ITSzp,v1.2.0,v1.2.0,2024-01-30T10:19:36Z,2024-01-31T08:45:40Z,cokelaer,Thomas Cokelaer
RE_kwDODU6H4c4IJZ3F,v1.1.2,v1.1.2,2024-01-11T12:56:10Z,2024-01-11T15:11:07Z,cokelaer,Thomas Cokelaer
RE_kwDODU6H4c4H6Ckx,v1.1.1,v1.1.1,2023-12-05T12:04:15Z,2023-12-05T12:13:11Z,cokelaer,Thomas Cokelaer
RE_kwDODU6H4c4H58um,v1.1.0,v1.1.0,2023-12-05T09:24:52Z,2023-12-05T09:25:20Z,cokelaer,Thomas Cokelaer
RE_kwDODU6H4c4HafqK,v1.02,v1.0.2,2023-07-26T13:00:52Z,2023-10-10T08:55:54Z,cokelaer,Thomas Cokelaer
RE_kwDODU6H4c4Go9J6,v1.0.1,v1.0.1,2023-07-07T09:49:20Z,2023-07-07T11:40:55Z,cokelaer,Thomas Cokelaer
RE_kwDODU6H4c4GM-C3,v1.0.0,v1.0.0,2023-05-24T07:43:06Z,2023-05-24T07:43:29Z,cokelaer,Thomas Cokelaer
RE_kwDODU6H4c4FA8hF,v0.12.0,v0.12.0,2022-11-22T12:51:21Z,2022-11-24T21:10:02Z,cokelaer,Thomas Cokelaer
RE_kwDODU6H4c4EhXKF,v0.11.0,v0.11.0,2022-08-30T13:34:45Z,2022-08-31T06:28:15Z,cokelaer,Thomas Cokelaer
RE_kwDODU6H4c4DrCxi,v0.10.0,v0.10.0,2022-03-11T16:06:12Z,2022-03-11T16:09:19Z,cokelaer,Thomas Cokelaer
