id,tag_name,name,created_at,published_at,author_login,author_name
RE_kwDOCvwIC84LWTKo,3.5.0,3.5.0 - Áhkájiegna,2024-12-12T10:18:15Z,2024-12-12T10:19:14Z,FriederikeHanssen,Friederike Hanssen
RE_kwDOCvwIC84KUtJH,3.4.4,Sarek 3.4.4 - Ruopsokjåkhå,2024-09-03T12:04:38Z,2024-09-03T12:06:04Z,FriederikeHanssen,Friederike Hanssen
RE_kwDOCvwIC84KFGJN,3.4.3,Sarek 3.4.3 - Loametjåhkkå,2024-08-07T13:32:15Z,2024-08-07T13:44:10Z,FriederikeHanssen,Friederike Hanssen
RE_kwDOCvwIC84JNnyj,3.4.2,Sarek 3.4.2 - Sájtáristjåhkkå,2024-05-07T11:47:52Z,2024-05-07T11:49:33Z,maxulysse,Maxime U Garcia
RE_kwDOCvwIC84JEfzz,3.4.1,Sarek 3.4.1 - Balgattjåhkkå,2024-04-22T10:42:30Z,2024-04-22T10:44:06Z,maxulysse,Maxime U Garcia
RE_kwDOCvwIC84HuVS-,3.4.0,Sarek 3.4.0 - Pårtetjåkko,2023-11-15T16:45:07Z,2023-11-15T17:02:23Z,FriederikeHanssen,Friederike Hanssen
RE_kwDOCvwIC84HXnHf,3.3.2,Sarek 3.3.2 - Ráhpajávvre,2023-10-04T08:20:13Z,2023-10-04T08:21:38Z,maxulysse,Maxime U Garcia
RE_kwDOCvwIC84HPxiA,3.3.1,Sarek 3.3.1 - Biellorippjávrre,2023-09-18T17:44:24Z,2023-09-18T17:46:45Z,FriederikeHanssen,Friederike Hanssen
RE_kwDOCvwIC84HNr-h,3.3.0,Sarek 3.3.0 - Rapaselet,2023-09-13T19:00:46Z,2023-09-13T20:35:40Z,asp8200,Anders Sune Pedersen
RE_kwDOCvwIC84Gh2cb,3.2.3,Sarek 3.2.3 - Gällivare,2023-06-22T12:00:10Z,2023-06-22T12:09:53Z,asp8200,Anders Sune Pedersen
RE_kwDOCvwIC84Gez_x,3.2.2,Sarek 3.2.2 - Vuoinesluobbalah,2023-06-15T14:19:48Z,2023-06-15T14:24:30Z,asp8200,Anders Sune Pedersen
RE_kwDOCvwIC84GbVnE,3.2.1,Sarek 3.2.1 - Pierikjaure,2023-06-08T12:52:17Z,2023-06-08T12:53:16Z,maxulysse,Maxime U Garcia
RE_kwDOCvwIC84GZc4n,3.2.0,Sarek 3.2.0 - Bierikjávrre,2023-06-05T11:29:45Z,2023-06-05T11:31:25Z,maxulysse,Maxime U Garcia
RE_kwDOCvwIC84FP2Gi,3.1.2,Sarek 3.1.2 - Lesser Lule River,2023-01-05T18:05:18Z,2023-01-05T18:06:40Z,maxulysse,Maxime U Garcia
RE_kwDOCvwIC84E_e70,3.1.1,Sarek 3.1.1 - Lilla Luleälven,2022-11-21T13:30:35Z,2022-11-21T13:32:22Z,maxulysse,Maxime U Garcia
RE_kwDOCvwIC84E9l54,3.1,Sarek 3.1 - Rapaätno,2022-11-16T13:23:24Z,2022-11-16T13:30:46Z,FriederikeHanssen,Friederike Hanssen
RE_kwDOCvwIC84EqOmS,3.0.2,Sarek 3.0.2 - Lájtávrre,2022-09-26T18:36:50Z,2022-09-26T19:07:10Z,FriederikeHanssen,Friederike Hanssen
RE_kwDOCvwIC84EdBL_,3.0.1,Sarek 3.0.1 - Saiva,2022-08-18T11:44:40Z,2022-08-18T11:48:05Z,FriederikeHanssen,Friederike Hanssen
RE_kwDOCvwIC84EUoTI,3.0,Sarek 3.0 - Skierfe,2022-07-21T11:28:34Z,2022-07-21T11:34:21Z,FriederikeHanssen,Friederike Hanssen
RE_kwDOCvwIC84EHvvn,2.7.2,Sarek 2.7.2 - Áhkká,2022-06-10T09:41:39Z,2022-06-10T09:45:49Z,FriederikeHanssen,Friederike Hanssen
MDc6UmVsZWFzZTQ0NTcwMTAw,2.7.1,Sarek 2.7.1 - Pårtejekna,2021-06-14T12:41:14Z,2021-06-14T12:50:00Z,maxulysse,Maxime U Garcia
MDc6UmVsZWFzZTM2OTE3Nzkz,2.7,Sarek 2.7 - Pårte,2021-01-26T13:40:10Z,2021-01-26T14:46:44Z,maxulysse,Maxime U Garcia
MDc6UmVsZWFzZTI3ODE5Nzc3,2.6.1,Sarek 2.6.1 - Gådokgaskatjåhkkå,2020-06-23T09:09:37Z,2020-06-23T09:15:28Z,maxulysse,Maxime U Garcia
MDc6UmVsZWFzZTI2ODM3MDYw,2.6,Sarek 2.6 - Piellorieppe,2020-05-24T09:37:48Z,2020-05-24T09:40:37Z,maxulysse,Maxime U Garcia
MDc6UmVsZWFzZTIyMjU4MTM0,2.5.2,Sarek 2.5.2 - Jåkkåtjkaskajekna,2019-12-16T08:45:53Z,2019-12-16T14:48:20Z,maxulysse,Maxime U Garcia
MDc6UmVsZWFzZTIwODgyNjUx,2.5.1,Sarek 2.5.1 - Årjep-Ålkatjjekna,2019-10-22T13:26:47Z,2019-10-22T13:29:47Z,maxulysse,Maxime U Garcia
MDc6UmVsZWFzZTIwNTQ3NTc4,2.5,Sarek 2.5 - Ålkatj,2019-10-08T13:12:07Z,2019-10-08T13:26:37Z,maxulysse,Maxime U Garcia
