id,tag_name,name,created_at,published_at,author_login,author_name
RE_kwDOA3SFWc4HnB7y,4.2.2,4.2.2,2023-11-02T08:18:57Z,2023-11-02T11:00:30Z,RoanKanninga,
RE_kwDOA3SFWc4HHaSk,4.2.1,4.2.1,2023-08-31T07:05:35Z,2023-08-31T07:10:00Z,RoanKanninga,
RE_kwDOA3SFWc4DxwK5,3.7.0,NGS_DNA 3.7.0 (Zebra) ,2022-03-18T13:08:00Z,2022-04-01T12:21:24Z,RoanKanninga,
RE_kwDOA3SFWc4DpUi2,4.1.0,NGS_DNA 4.1.0 (Winged-Helix),2022-03-07T11:13:03Z,2022-03-07T15:44:27Z,RoanKanninga,
RE_kwDOA3SFWc4Df6KJ,4.0.5,4.0.5 (updated version for Winged Helix),2022-02-04T14:59:50Z,2022-02-04T15:01:19Z,RoanKanninga,
RE_kwDOA3SFWc4DbpVO,4.0.4,4.0.4,2022-01-20T14:07:31Z,2022-01-20T14:10:18Z,RoanKanninga,
MDc6UmVsZWFzZTQxMTI2MTgx,3.6.0,NGS_DNA 3.6.0 (X-Ray tetra) ,2021-04-08T09:40:54Z,2021-04-08T14:08:21Z,RoanKanninga,
MDc6UmVsZWFzZTI2MDgyMDY0,4.0.3,NGS_DNA 4.0.3  (GATK4 pipeline),2020-03-24T06:46:38Z,2020-05-01T13:14:45Z,Gerbenvandervries,
MDc6UmVsZWFzZTIzNjM5MjE4,3.5.6,NGS_DNA 3.5.6 (Wildebeest),2020-02-13T11:19:09Z,2020-02-13T11:25:30Z,RoanKanninga,
MDc6UmVsZWFzZTIxMTIzNzQ2,4.0.1,4.0.1 Pilot,2019-10-31T15:24:50Z,2019-10-31T15:25:26Z,RoanKanninga,
MDc6UmVsZWFzZTIxNzMwNzMw,4.0.2,4.0.2 (GATK4 pipeline),2019-09-23T12:44:26Z,2019-11-25T12:21:27Z,RoanKanninga,
MDc6UmVsZWFzZTIwMTc4OTM2,3.5.5,3.5.5 (Uakari),2019-09-23T12:44:26Z,2019-09-23T12:46:18Z,RoanKanninga,
MDc6UmVsZWFzZTE2NjY1ODIz,3.5.4,3.5.4 (Tiger),2019-04-10T06:08:57Z,2019-04-10T06:40:59Z,RoanKanninga,
MDc6UmVsZWFzZTE1MjM0NTI1,3.5.3,3.5.3 (Scorpion),2019-01-29T08:10:19Z,2019-01-29T09:20:19Z,RoanKanninga,
MDc6UmVsZWFzZTE0NjE1MDEz,3.5.2,3.5.2 (Rhino),2018-12-19T13:11:38Z,2018-12-19T13:18:11Z,RoanKanninga,
MDc6UmVsZWFzZTE0MTU2MDM0,3.5.1,3.5.1 (Quetzal),2018-11-23T12:55:04Z,2018-11-23T12:55:53Z,RoanKanninga,
MDc6UmVsZWFzZTEwMjU2NjAy,3.4.4,3.4.4 (Pelican),2018-03-26T10:20:43Z,2018-03-26T10:39:27Z,RoanKanninga,
MDc6UmVsZWFzZTg5NjMwNDc=,3.4.3,3.4.3 (Okapi),2017-12-19T12:45:09Z,2017-12-19T14:00:50Z,RoanKanninga,
MDc6UmVsZWFzZTc2ODM4MzM=,3.4.2,3.4.2 (Nightingale),2017-09-08T11:59:27Z,2017-09-08T12:02:58Z,RoanKanninga,
MDc6UmVsZWFzZTcxODkxMDY=,3.4.1,NGS_DNA 3.4.1 (Mandrill),2017-07-25T12:43:56Z,2017-07-27T11:05:55Z,RoanKanninga,
MDc6UmVsZWFzZTY2NzcwMjY=,3.4.0,3.4.0 (Lion),2017-06-09T10:34:05Z,2017-06-12T05:59:19Z,RoanKanninga,
MDc6UmVsZWFzZTU5MjM3MzU=,3.3.3,3.3.3 Koala,2017-03-30T14:27:47Z,2017-03-30T14:30:58Z,RoanKanninga,
MDc6UmVsZWFzZTU2MjkwNDk=,3.3.2,3.3.2 (Jackal),2017-02-24T13:13:13Z,2017-03-03T08:59:48Z,RoanKanninga,
MDc6UmVsZWFzZTU1NjE1MTU=,3.3.1,3.3.1 (Iguana),2017-02-24T11:34:24Z,2017-02-24T11:35:01Z,RoanKanninga,
MDc6UmVsZWFzZTUxNDA1MzU=,3.3.0,3.3.0 (Hummingbird),2017-01-12T13:21:24Z,2017-01-12T13:25:25Z,RoanKanninga,
MDc6UmVsZWFzZTQ1Mzc0NTA=,3.2.6,3.2.6 (Gibbon) (minor update),2016-11-01T14:42:03Z,2016-11-01T14:46:35Z,RoanKanninga,
MDc6UmVsZWFzZTQyOTAwMjI=,3.2.5,3.2.5 (Flamengo),2016-10-03T15:05:36Z,2016-10-03T15:06:50Z,RoanKanninga,
MDc6UmVsZWFzZTM4MTEyNTY=,3.2.4,3.2.4 (Emu),2016-08-04T09:12:53Z,2016-08-04T10:42:13Z,RoanKanninga,
MDc6UmVsZWFzZTM1NTY4NjE=,3.2.3,3.2.3 (Dingo),2016-06-30T07:25:29Z,2016-06-30T07:26:40Z,RoanKanninga,
MDc6UmVsZWFzZTMxNDc3Njk=,3.2.2,3.2.2 (Caribou),2016-05-03T12:54:14Z,2016-05-03T12:55:05Z,RoanKanninga,
