pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0NTgwNzg5NTUw,Kmer types,MERGED,2021-02-26T11:15:39Z,2021-02-26T11:19:25Z,2021-02-26T11:19:25Z,2021-02-26T11:19:25Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/2
MDExOlB1bGxSZXF1ZXN0NTgxMzMxMjY4,Kmer types,MERGED,2021-02-27T13:42:51Z,2021-02-27T13:56:47Z,2021-02-27T13:56:40Z,2021-02-27T13:56:40Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/3
MDExOlB1bGxSZXF1ZXN0NTgzOTU2NDM2,Tests,MERGED,2021-03-03T13:26:31Z,2021-03-03T14:05:40Z,2021-03-03T14:05:31Z,2021-03-03T14:05:31Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/5
MDExOlB1bGxSZXF1ZXN0NTkyNjk4NDMx,v1.0.4-alpha,MERGED,2021-03-15T03:16:23Z,2021-03-15T06:41:57Z,2021-03-15T06:41:57Z,2021-03-15T06:41:57Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/9
MDExOlB1bGxSZXF1ZXN0NTkyODAyNTky,Fixed bug to avoid division by 0,MERGED,2021-03-15T07:00:33Z,2021-03-15T07:06:57Z,2021-03-15T07:06:57Z,2021-03-15T07:06:57Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/11
MDExOlB1bGxSZXF1ZXN0NTkyODE4MTgz,Moving from Alpha to Beta version,MERGED,2021-03-15T07:24:25Z,2021-03-15T07:41:03Z,2021-03-15T07:28:20Z,2021-03-15T07:28:20Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/12
MDExOlB1bGxSZXF1ZXN0NjEwNjMyMzQw,V1.0.5 beta,MERGED,2021-04-07T12:41:11Z,2021-04-07T18:52:03Z,2021-04-07T18:43:08Z,2021-04-07T18:43:08Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/16
MDExOlB1bGxSZXF1ZXN0NjExMDIxNDg4,Some major bug fixes,MERGED,2021-04-07T21:26:19Z,2021-05-09T16:36:45Z,2021-04-08T15:53:42Z,2021-04-08T15:53:42Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/17
MDExOlB1bGxSZXF1ZXN0NjI3NTIzNTU0,V1.0.7,MERGED,2021-04-30T14:43:10Z,2021-05-01T08:00:36Z,2021-05-01T08:00:36Z,2021-05-01T08:00:36Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/19
MDExOlB1bGxSZXF1ZXN0NjI4Mzg1ODA3,Added html documentation,MERGED,2021-05-01T08:34:28Z,2021-05-09T16:36:44Z,2021-05-01T10:22:48Z,2021-05-01T10:22:48Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/20
MDExOlB1bGxSZXF1ZXN0NjM1Njk4ODY2,Name changed from Hunana to Dima.,MERGED,2021-05-09T10:44:20Z,2021-05-09T16:41:05Z,2021-05-09T16:41:05Z,2021-05-09T16:41:05Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/21
MDExOlB1bGxSZXF1ZXN0NjM2MDYzNzkz,Fixed multiple author and email issue,MERGED,2021-05-09T16:48:05Z,2021-05-09T16:49:31Z,2021-05-09T16:49:31Z,2021-05-09T16:49:31Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/22
MDExOlB1bGxSZXF1ZXN0NjM2MDcyNzM5,Name change,MERGED,2021-05-09T16:57:02Z,2021-08-29T20:09:38Z,2021-05-09T16:57:10Z,2021-05-09T16:57:10Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/23
MDExOlB1bGxSZXF1ZXN0NzA2MDYyMTM1,V2alpha,MERGED,2021-08-08T15:28:30Z,2021-09-01T10:27:42Z,2021-08-29T18:47:50Z,2021-08-29T18:47:50Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/29
MDExOlB1bGxSZXF1ZXN0NzIxOTkwNzYy,V2.0.0,MERGED,2021-08-29T17:33:30Z,2021-09-01T10:28:24Z,2021-08-29T18:47:49Z,2021-08-29T18:47:48Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/30
MDExOlB1bGxSZXF1ZXN0NzIyMDAzOTQz,Fixed release issue,MERGED,2021-08-29T19:09:15Z,2021-08-29T19:19:48Z,2021-08-29T19:19:48Z,2021-08-29T19:19:48Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/31
MDExOlB1bGxSZXF1ZXN0NzIyMDA1OTM4,Fixed release issue,MERGED,2021-08-29T19:23:59Z,2021-08-29T19:24:04Z,2021-08-29T19:24:04Z,2021-08-29T19:24:04Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/32
MDExOlB1bGxSZXF1ZXN0NzIyMDA2MTgx,Fixed release issue,MERGED,2021-08-29T19:25:42Z,2021-08-29T20:09:35Z,2021-08-29T19:25:47Z,2021-08-29T19:25:47Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/33
MDExOlB1bGxSZXF1ZXN0NzIyMTEzMzM2,V2.0.1,MERGED,2021-08-30T03:13:50Z,2021-09-01T10:27:06Z,2021-08-30T04:25:57Z,2021-08-30T04:25:57Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/34
MDExOlB1bGxSZXF1ZXN0NzI1NDk3ODQ5,v2.0.2,MERGED,2021-09-02T07:15:44Z,2021-09-02T12:52:13Z,2021-09-02T12:52:07Z,2021-09-02T12:52:06Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/38
MDExOlB1bGxSZXF1ZXN0NzI1ODgxNjMw,V2.0.3,MERGED,2021-09-02T13:06:26Z,2021-09-02T13:06:37Z,2021-09-02T13:06:34Z,2021-09-02T13:06:34Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/39
PR_kwDOFCQ2g84s5RV9,v2.0.4,MERGED,2021-10-07T13:53:48Z,2021-10-07T15:40:15Z,2021-10-07T15:17:02Z,2021-10-07T15:17:01Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/43
PR_kwDOFCQ2g84s5rNo,V2.0.5,MERGED,2021-10-07T15:47:34Z,2021-10-07T15:47:58Z,2021-10-07T15:47:55Z,2021-10-07T15:47:55Z,ShanWeera,https://github.com/BVU-BILSAB/DiMA/pull/44
