pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0OTkxMTAwMDE=,add CMAKE_CXX_FLAGS,MERGED,2016-12-22T14:09:01Z,2016-12-22T15:45:40Z,2016-12-22T14:10:00Z,2016-12-22T14:10:00Z,wge11,https://github.com/soedinglab/PEnG-motif/pull/1
MDExOlB1bGxSZXF1ZXN0OTkxMjU0MzU=,fix the problem with url in .gitmodule,MERGED,2016-12-22T15:48:53Z,2016-12-22T15:49:55Z,2016-12-22T15:49:35Z,2016-12-22T15:49:35Z,wge11,https://github.com/soedinglab/PEnG-motif/pull/2
MDExOlB1bGxSZXF1ZXN0MTMwMTY5MjE0,mnt: added more clang tests by travis,MERGED,2017-07-12T15:31:18Z,2017-07-12T15:51:25Z,2017-07-12T15:51:03Z,2017-07-12T15:51:03Z,croth1,https://github.com/soedinglab/PEnG-motif/pull/8
MDExOlB1bGxSZXF1ZXN0MTMwMTc2NzAy,More verbose pattern optimization,MERGED,2017-07-12T16:02:18Z,2017-09-29T15:30:18Z,2017-07-26T13:42:19Z,2017-07-26T13:42:19Z,croth1,https://github.com/soedinglab/PEnG-motif/pull/9
MDExOlB1bGxSZXF1ZXN0MTMyNTIxNjc2,bug: changed bonferroni correction/prior back to the theory,MERGED,2017-07-26T13:55:58Z,2017-09-29T15:30:17Z,2017-08-10T11:29:18Z,2017-08-10T11:29:18Z,croth1,https://github.com/soedinglab/PEnG-motif/pull/10
MDExOlB1bGxSZXF1ZXN0MTM1MTAxNjI3,feature: add enrich-pseudocount-factor commandline argument,MERGED,2017-08-10T11:27:30Z,2017-09-29T15:30:17Z,2017-08-17T08:28:26Z,2017-08-17T08:28:26Z,croth1,https://github.com/soedinglab/PEnG-motif/pull/11
MDExOlB1bGxSZXF1ZXN0MTM2MjQ0OTYw,Feature: add option to optimize mutual information,MERGED,2017-08-17T12:30:28Z,2017-09-29T15:30:14Z,2017-08-22T08:43:29Z,2017-08-22T08:43:29Z,croth1,https://github.com/soedinglab/PEnG-motif/pull/12
MDExOlB1bGxSZXF1ZXN0MTM2NzA3NTI4,feature: add --silent flag to suppress all output on stdout,MERGED,2017-08-21T08:43:11Z,2017-09-29T15:30:14Z,2017-08-22T20:27:12Z,2017-08-22T20:27:12Z,croth1,https://github.com/soedinglab/PEnG-motif/pull/13
MDExOlB1bGxSZXF1ZXN0MTM3MDAzMzc0,bug: --no-em will now output patterns,MERGED,2017-08-22T15:00:20Z,2017-09-29T15:29:48Z,2017-08-22T21:24:35Z,2017-08-22T21:24:35Z,croth1,https://github.com/soedinglab/PEnG-motif/pull/14
MDExOlB1bGxSZXF1ZXN0MTM3MDY5NjA3,ci: run peng on test data set,MERGED,2017-08-22T20:15:47Z,2017-09-29T15:29:44Z,2017-08-22T20:26:52Z,2017-08-22T20:26:52Z,croth1,https://github.com/soedinglab/PEnG-motif/pull/15
MDExOlB1bGxSZXF1ZXN0MTM3MTk3ODg4,feature: check if all executables are available before shooting up peng,MERGED,2017-08-23T11:50:23Z,2017-09-29T15:29:41Z,2017-09-05T09:27:50Z,2017-09-05T09:27:50Z,croth1,https://github.com/soedinglab/PEnG-motif/pull/16
MDExOlB1bGxSZXF1ZXN0MTM5MzI2MTM1,mnt: install scripts with cmake,MERGED,2017-09-05T13:39:35Z,2017-09-29T15:29:39Z,2017-09-05T13:40:38Z,2017-09-05T13:40:38Z,croth1,https://github.com/soedinglab/PEnG-motif/pull/17
MDExOlB1bGxSZXF1ZXN0MTQzNTkwMzY0,fixed bugs in counting and evaluating the expectation and more.,MERGED,2017-09-28T08:54:46Z,2017-11-23T20:31:53Z,2017-11-23T20:31:53Z,2017-11-23T20:31:53Z,croth1,https://github.com/soedinglab/PEnG-motif/pull/18
MDExOlB1bGxSZXF1ZXN0MTQ1OTg2NjM4,adjust the paths in shoot_peng ,MERGED,2017-10-11T15:36:57Z,2017-10-11T15:47:02Z,2017-10-11T15:46:46Z,2017-10-11T15:46:46Z,wge11,https://github.com/soedinglab/PEnG-motif/pull/19
