pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0OTUxNzc0Mzk=,Create empty,MERGED,2016-11-24T13:20:57Z,2016-11-24T13:30:40Z,2016-11-24T13:30:40Z,2016-11-24T13:30:40Z,Aazyla,https://github.com/mmagnus/rna-tools/pull/5
MDExOlB1bGxSZXF1ZXN0OTUzMTUzNjk=,fixed link to rmsd tool,MERGED,2016-11-25T14:52:22Z,2016-11-25T14:53:07Z,2016-11-25T14:53:07Z,2016-11-25T14:53:07Z,Astha08,https://github.com/mmagnus/rna-tools/pull/6
MDExOlB1bGxSZXF1ZXN0OTY5MDI5MTQ=,Update git.rst,MERGED,2016-12-07T11:09:30Z,2016-12-07T11:09:37Z,2016-12-07T11:09:37Z,2016-12-07T11:09:37Z,mmagnus,https://github.com/mmagnus/rna-tools/pull/12
MDExOlB1bGxSZXF1ZXN0OTY5MDQzOTI=,Update git.rst,MERGED,2016-12-07T11:19:18Z,2016-12-07T11:19:24Z,2016-12-07T11:19:24Z,2016-12-07T11:19:24Z,mmagnus,https://github.com/mmagnus/rna-tools/pull/13
MDExOlB1bGxSZXF1ZXN0OTg3Nzk4MDI=,add my tool,MERGED,2016-12-20T16:21:57Z,2016-12-20T16:23:23Z,2016-12-20T16:23:23Z,2016-12-20T16:23:23Z,calmeidaa,https://github.com/mmagnus/rna-tools/pull/22
MDExOlB1bGxSZXF1ZXN0OTg3ODMyNjA=,usage_updated,MERGED,2016-12-20T16:40:28Z,2016-12-20T16:50:06Z,2016-12-20T16:50:06Z,2016-12-20T16:50:06Z,calmeidaa,https://github.com/mmagnus/rna-tools/pull/23
MDExOlB1bGxSZXF1ZXN0MTIxNjM2MDcy,PR test to myself,MERGED,2017-05-20T20:02:44Z,2017-05-20T20:03:15Z,2017-05-20T20:02:50Z,2017-05-20T20:02:50Z,mmagnus,https://github.com/mmagnus/rna-tools/pull/46
MDExOlB1bGxSZXF1ZXN0MTIxNjM2MTM4,Work on files,MERGED,2017-05-20T20:05:08Z,2017-05-20T20:05:58Z,2017-05-20T20:05:42Z,2017-05-20T20:05:42Z,mmagnus,https://github.com/mmagnus/rna-tools/pull/47
MDExOlB1bGxSZXF1ZXN0MTM1NTkwMjY2,Rnanarchix,MERGED,2017-08-14T12:50:45Z,2017-08-19T14:43:22Z,2017-08-14T16:42:53Z,2017-08-14T16:42:53Z,mmagnus,https://github.com/mmagnus/rna-tools/pull/54
MDExOlB1bGxSZXF1ZXN0MTM2NjE1NTkx,"rna pdb toolsx (py3, fix imports)",MERGED,2017-08-19T17:52:40Z,2020-07-03T09:08:32Z,2017-08-19T21:04:35Z,2017-08-19T21:04:35Z,mmagnus,https://github.com/mmagnus/rna-tools/pull/55
MDExOlB1bGxSZXF1ZXN0MjY4MDI2MTk3,Pre release,MERGED,2019-04-06T10:03:55Z,2019-04-06T10:07:16Z,2019-04-06T10:07:15Z,2019-04-06T10:07:15Z,mmagnus,https://github.com/mmagnus/rna-tools/pull/75
MDExOlB1bGxSZXF1ZXN0MjY4MDM4NDk4,Pre release,MERGED,2019-04-06T14:19:32Z,2019-04-06T14:19:40Z,2019-04-06T14:19:40Z,2019-04-06T14:19:40Z,mmagnus,https://github.com/mmagnus/rna-tools/pull/76
MDExOlB1bGxSZXF1ZXN0MjcxMTk2MzE3,Pre release,MERGED,2019-04-17T07:58:34Z,2019-04-17T07:58:41Z,2019-04-17T07:58:41Z,2019-04-17T07:58:41Z,mmagnus,https://github.com/mmagnus/rna-tools/pull/79
MDExOlB1bGxSZXF1ZXN0MjcxMjE2ODM1,Add --rename-chain,MERGED,2019-04-17T09:01:43Z,2019-04-17T09:01:51Z,2019-04-17T09:01:51Z,2019-04-17T09:01:51Z,mmagnus,https://github.com/mmagnus/rna-tools/pull/80
MDExOlB1bGxSZXF1ZXN0MjcyMjA5MDM2,Pre release,MERGED,2019-04-21T11:11:34Z,2019-04-21T11:11:41Z,2019-04-21T11:11:41Z,2019-04-21T11:11:41Z,mmagnus,https://github.com/mmagnus/rna-tools/pull/82
MDExOlB1bGxSZXF1ZXN0MjcyMjQxNTEx,Pre release,MERGED,2019-04-21T21:10:40Z,2021-08-10T12:15:36Z,2019-04-21T21:10:46Z,2019-04-21T21:10:45Z,mmagnus,https://github.com/mmagnus/rna-tools/pull/83
MDExOlB1bGxSZXF1ZXN0MjgyMzg5MzIw,Update README.md,CLOSED,2019-05-27T06:56:51Z,2019-06-01T21:20:47Z,2019-06-01T21:20:47Z,,m54x49,https://github.com/mmagnus/rna-tools/pull/89
MDExOlB1bGxSZXF1ZXN0MjgyNDg0Mjc2,Update rna_clanstix.py,CLOSED,2019-05-27T11:55:27Z,2019-06-05T07:52:00Z,2019-06-05T07:52:00Z,,iswaryapj,https://github.com/mmagnus/rna-tools/pull/90
MDExOlB1bGxSZXF1ZXN0MzIyNzgzMjAx,Py3,MERGED,2019-09-30T13:29:43Z,2020-03-31T20:34:42Z,2019-09-30T13:29:54Z,2019-09-30T13:29:54Z,mmagnus,https://github.com/mmagnus/rna-tools/pull/99
