pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0NjYyOTc4NDk2,Switch to Nuxt,MERGED,2021-06-06T15:17:17Z,2021-06-06T15:17:38Z,2021-06-06T15:17:31Z,2021-06-06T15:17:31Z,Benjamin-Lee,https://github.com/Benjamin-Lee/viroiddb/pull/4
MDExOlB1bGxSZXF1ZXN0NjYyOTc4Njk4,chore(deps-dev): bump @nuxtjs/tailwindcss from 4.1.2 to 4.1.3,CLOSED,2021-06-06T15:18:12Z,2021-06-14T10:32:15Z,2021-06-14T10:32:14Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/5
MDExOlB1bGxSZXF1ZXN0NjYyOTc4NzY4,chore(deps-dev): bump eslint-plugin-vue from 7.9.0 to 7.10.0,CLOSED,2021-06-06T15:18:27Z,2021-06-13T13:51:26Z,2021-06-13T13:51:25Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/6
MDExOlB1bGxSZXF1ZXN0NjYyOTc4ODMx,fix(deps): bump core-js from 3.13.0 to 3.14.0,CLOSED,2021-06-06T15:18:42Z,2021-06-13T13:50:44Z,2021-06-13T13:50:42Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/7
MDExOlB1bGxSZXF1ZXN0NjYyOTc4OTAy,chore(deps-dev): bump camelcase from 5.3.1 to 6.2.0,MERGED,2021-06-06T15:18:58Z,2021-06-14T14:53:32Z,2021-06-14T14:53:23Z,2021-06-14T14:53:23Z,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/8
MDExOlB1bGxSZXF1ZXN0NjYyOTc4OTg1,chore(deps-dev): bump eslint from 7.27.0 to 7.28.0,CLOSED,2021-06-06T15:19:16Z,2021-06-13T13:49:54Z,2021-06-13T13:49:53Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/9
MDExOlB1bGxSZXF1ZXN0NjYyOTc5MDQ0,chore(deps-dev): bump prettier from 2.3.0 to 2.3.1,CLOSED,2021-06-06T15:19:31Z,2021-06-18T11:19:50Z,2021-06-18T11:19:49Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/10
MDExOlB1bGxSZXF1ZXN0NjY2Mzk2NjUw,chore(deps-dev): bump postcss from 8.3.0 to 8.3.1,CLOSED,2021-06-10T00:13:01Z,2021-06-13T13:49:52Z,2021-06-13T13:49:51Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/11
MDExOlB1bGxSZXF1ZXN0NjY2Mzk2ODA5,chore(deps-dev): bump bio-parsers from 8.3.11 to 8.3.12,CLOSED,2021-06-10T00:13:21Z,2021-06-11T00:12:35Z,2021-06-11T00:12:34Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/12
MDExOlB1bGxSZXF1ZXN0NjY3NTQyMjgx,chore(deps-dev): bump bio-parsers from 8.3.11 to 8.3.13,CLOSED,2021-06-11T00:12:31Z,2021-06-14T10:32:26Z,2021-06-14T10:32:25Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/13
MDExOlB1bGxSZXF1ZXN0NjY5MDU2ODI4,chore(deps-dev): bump eslint-plugin-vue from 7.11.0 to 7.11.1,CLOSED,2021-06-13T13:51:23Z,2021-06-27T07:01:14Z,2021-06-27T07:01:13Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/14
MDExOlB1bGxSZXF1ZXN0NjY5OTcwMzQy,fix(deps): bump nuxt from 2.15.6 to 2.15.7,CLOSED,2021-06-15T00:52:37Z,2021-08-12T00:25:36Z,2021-08-12T00:25:35Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/16
MDExOlB1bGxSZXF1ZXN0NjY5OTcwNjY1,chore(deps-dev): bump postcss from 8.3.2 to 8.3.4,CLOSED,2021-06-15T00:53:17Z,2021-06-18T00:42:01Z,2021-06-18T00:42:00Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/17
MDExOlB1bGxSZXF1ZXN0NjY5OTcwOTI4,chore(deps-dev): bump @nuxt/types from 2.15.6 to 2.15.7,CLOSED,2021-06-15T00:53:48Z,2021-08-12T00:22:24Z,2021-08-12T00:22:23Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/18
MDExOlB1bGxSZXF1ZXN0NjcxMzIwODA5,Nuxt/http fetch,MERGED,2021-06-16T10:40:17Z,2021-06-16T11:49:51Z,2021-06-16T11:49:48Z,2021-06-16T11:49:48Z,Benjamin-Lee,https://github.com/Benjamin-Lee/viroiddb/pull/19
MDExOlB1bGxSZXF1ZXN0NjcxNDY1NjQw,Initial fornac prototype,MERGED,2021-06-16T13:26:05Z,2021-06-18T10:57:59Z,2021-06-18T10:57:56Z,2021-06-18T10:57:56Z,Benjamin-Lee,https://github.com/Benjamin-Lee/viroiddb/pull/20
MDExOlB1bGxSZXF1ZXN0NjczMDgzNDU2,chore(deps-dev): bump postcss from 8.3.2 to 8.3.5,MERGED,2021-06-18T00:41:57Z,2021-06-18T11:19:01Z,2021-06-18T11:18:55Z,2021-06-18T11:18:55Z,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/22
MDExOlB1bGxSZXF1ZXN0NjczODc5MjU4,firebase,MERGED,2021-06-19T13:18:04Z,2021-06-20T11:02:18Z,2021-06-20T11:02:15Z,2021-06-20T11:02:15Z,Benjamin-Lee,https://github.com/Benjamin-Lee/viroiddb/pull/23
MDExOlB1bGxSZXF1ZXN0Njc0MDIxNzgx,Use nuxt/content again for loading markdown,MERGED,2021-06-20T11:53:08Z,2021-06-20T12:00:51Z,2021-06-20T12:00:51Z,2021-06-20T12:00:51Z,Benjamin-Lee,https://github.com/Benjamin-Lee/viroiddb/pull/24
MDExOlB1bGxSZXF1ZXN0Njc0MTM3NDk3,chore(deps-dev): bump eslint from 7.28.0 to 7.29.0,CLOSED,2021-06-21T01:05:09Z,2021-07-05T01:07:35Z,2021-07-05T01:07:34Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/25
MDExOlB1bGxSZXF1ZXN0Njc0MTM3ODE1,fix(deps): bump core-js from 3.14.0 to 3.15.0,CLOSED,2021-06-21T01:05:45Z,2021-06-23T00:42:32Z,2021-06-23T00:42:31Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/26
MDExOlB1bGxSZXF1ZXN0Njc1ODU1MzMx,chore(deps-dev): bump @nuxtjs/tailwindcss from 4.1.3 to 4.2.0,MERGED,2021-06-23T00:41:52Z,2021-06-27T13:16:09Z,2021-06-27T13:16:07Z,2021-06-27T13:16:07Z,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/28
MDExOlB1bGxSZXF1ZXN0Njc1ODU1OTA1,fix(deps): bump core-js from 3.14.0 to 3.15.1,CLOSED,2021-06-23T00:42:28Z,2021-06-30T00:33:04Z,2021-06-30T00:33:03Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/29
MDExOlB1bGxSZXF1ZXN0Njc2MTk4NjE0,Add grouping attempt,MERGED,2021-06-23T11:28:13Z,2021-06-26T11:35:03Z,2021-06-26T11:35:00Z,2021-06-26T11:35:00Z,Benjamin-Lee,https://github.com/Benjamin-Lee/viroiddb/pull/30
MDExOlB1bGxSZXF1ZXN0Njc3NTM0MTkz,chore(deps-dev): bump firebase-admin from 9.9.0 to 9.10.0,MERGED,2021-06-25T00:43:15Z,2021-06-27T06:44:21Z,2021-06-27T06:44:18Z,2021-06-27T06:44:18Z,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/32
MDExOlB1bGxSZXF1ZXN0Njc4NDY2ODkw,chore(deps-dev): bump eslint-plugin-vue from 7.11.0 to 7.12.1,CLOSED,2021-06-27T07:01:10Z,2021-07-07T00:54:04Z,2021-07-07T00:54:03Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/33
MDExOlB1bGxSZXF1ZXN0Njc4NjE4Mjg1,chore(deps-dev): bump commander from 7.2.0 to 8.0.0,CLOSED,2021-06-28T01:02:35Z,2021-07-28T00:34:43Z,2021-07-28T00:34:42Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/35
MDExOlB1bGxSZXF1ZXN0Njc4NjE4NDcw,chore(deps-dev): bump prettier from 2.3.1 to 2.3.2,CLOSED,2021-06-28T01:03:04Z,2021-09-10T00:40:22Z,2021-09-10T00:40:20Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/36
MDExOlB1bGxSZXF1ZXN0Njc4NjM1ODg0,Algolia,MERGED,2021-06-28T01:58:15Z,2021-06-28T02:09:34Z,2021-06-28T02:09:30Z,2021-06-28T02:09:30Z,CalebOh01,https://github.com/Benjamin-Lee/viroiddb/pull/38
MDExOlB1bGxSZXF1ZXN0Njc5MDI0NDYy,First pass as SS embedding,MERGED,2021-06-28T13:00:10Z,2021-06-29T14:44:07Z,2021-06-29T14:44:04Z,2021-06-29T14:44:04Z,Benjamin-Lee,https://github.com/Benjamin-Lee/viroiddb/pull/40
MDExOlB1bGxSZXF1ZXN0NjgwMDEwMTU2,Clusters,MERGED,2021-06-29T13:46:43Z,2021-06-30T10:15:27Z,2021-06-30T10:15:27Z,2021-06-30T10:15:27Z,Benjamin-Lee,https://github.com/Benjamin-Lee/viroiddb/pull/45
MDExOlB1bGxSZXF1ZXN0NjgwNDQ4MzA4,fix(deps): bump core-js from 3.14.0 to 3.15.2,CLOSED,2021-06-30T00:33:00Z,2021-08-02T01:06:00Z,2021-08-02T01:05:59Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/46
MDExOlB1bGxSZXF1ZXN0NjgwNTM1MjM4,Caleb edits,MERGED,2021-06-30T05:04:41Z,2021-06-30T06:55:49Z,2021-06-30T06:55:49Z,2021-06-30T06:55:49Z,CalebOh01,https://github.com/Benjamin-Lee/viroiddb/pull/47
MDExOlB1bGxSZXF1ZXN0NjgwOTcxMzEw,Changed margins for sequence page mobile,MERGED,2021-06-30T15:16:24Z,2021-06-30T15:18:03Z,2021-06-30T15:18:02Z,2021-06-30T15:18:02Z,CalebOh01,https://github.com/Benjamin-Lee/viroiddb/pull/50
MDExOlB1bGxSZXF1ZXN0NjgxNDA0ODE5,Revisions,OPEN,2021-07-01T03:17:05Z,2022-01-25T18:39:57Z,,,SoumilSinghNZ,https://github.com/Benjamin-Lee/viroiddb/pull/51
MDExOlB1bGxSZXF1ZXN0NjgxNDg1NDQ3,Msa,MERGED,2021-07-01T05:33:09Z,2021-07-01T06:43:11Z,2021-07-01T06:43:05Z,2021-07-01T06:43:05Z,CalebOh01,https://github.com/Benjamin-Lee/viroiddb/pull/52
MDExOlB1bGxSZXF1ZXN0NjgyMjUyODIx,fix(deps): bump firebase from 8.6.8 to 8.7.0,CLOSED,2021-07-02T00:36:44Z,2021-07-09T00:37:12Z,2021-07-09T00:37:11Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/56
MDExOlB1bGxSZXF1ZXN0NjgzMjc3NzA3,chore(deps-dev): bump eslint from 7.28.0 to 7.30.0,CLOSED,2021-07-05T01:07:31Z,2021-07-19T01:53:19Z,2021-07-19T01:53:17Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/57
MDExOlB1bGxSZXF1ZXN0NjgzMjc4MjM3,fix(deps): bump @types/xml2js from 0.4.8 to 0.4.9,CLOSED,2021-07-05T01:08:44Z,2022-04-18T01:01:27Z,2022-04-18T01:01:26Z,,dependabot,https://github.com/Benjamin-Lee/viroiddb/pull/58
