pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0NDA1MTYyMjE4,Adding a source package to project root,MERGED,2020-04-17T14:21:38Z,2020-04-20T09:00:48Z,2020-04-17T14:21:54Z,2020-04-17T14:21:54Z,Danis102,https://github.com/Danis102/seqpac/pull/1
MDExOlB1bGxSZXF1ZXN0NDEyODU4MjA5,Signe branch,MERGED,2020-05-04T10:10:58Z,2020-05-04T10:11:26Z,2020-05-04T10:11:25Z,2020-05-04T10:11:25Z,Danis102,https://github.com/Danis102/seqpac/pull/3
MDExOlB1bGxSZXF1ZXN0NDc3NjA0NTIw,Update seqpac_guide_for_srna_analysis.Rmd,MERGED,2020-09-02T06:30:54Z,2020-09-15T10:12:46Z,2020-09-15T10:09:53Z,2020-09-15T10:09:53Z,signeisacson,https://github.com/Danis102/seqpac/pull/4
MDExOlB1bGxSZXF1ZXN0NDk0ODYwODk5,Update seqpac_guide_for_srna_analysis.Rmd,MERGED,2020-09-29T14:09:45Z,2020-09-29T14:10:09Z,2020-09-29T14:10:08Z,2020-09-29T14:10:08Z,signeisacson,https://github.com/Danis102/seqpac/pull/5
MDExOlB1bGxSZXF1ZXN0NDk2Nzc3NTE0,Update PAC_norm.R,MERGED,2020-10-02T08:57:57Z,2020-10-02T09:01:46Z,2020-10-02T09:01:45Z,2020-10-02T09:01:45Z,lovisaor,https://github.com/Danis102/seqpac/pull/7
MDExOlB1bGxSZXF1ZXN0NTExNDQxMjU5,Signe branch,MERGED,2020-10-28T10:29:44Z,2020-10-28T13:48:37Z,2020-10-28T13:48:37Z,2020-10-28T13:48:37Z,signeisacson,https://github.com/Danis102/seqpac/pull/13
MDExOlB1bGxSZXF1ZXN0NTk5NDkwMTQw,Branch examplesfix,CLOSED,2021-03-24T08:33:01Z,2021-03-24T08:37:53Z,2021-03-24T08:36:55Z,,Danis102,https://github.com/Danis102/seqpac/pull/21
MDExOlB1bGxSZXF1ZXN0NjExMzI2NzM0,Daniel 1,MERGED,2021-04-08T08:12:12Z,2021-04-08T08:17:13Z,2021-04-08T08:12:38Z,2021-04-08T08:12:38Z,Danis102,https://github.com/Danis102/seqpac/pull/25
MDExOlB1bGxSZXF1ZXN0NjExMzQ0ODk5,Daniel 1,MERGED,2021-04-08T08:35:26Z,2021-04-08T08:37:16Z,2021-04-08T08:37:15Z,2021-04-08T08:37:15Z,Danis102,https://github.com/Danis102/seqpac/pull/26
MDExOlB1bGxSZXF1ZXN0NjExMzU0NzY0,Signe branch,MERGED,2021-04-08T08:48:40Z,2021-04-08T09:02:07Z,2021-04-08T09:02:07Z,2021-04-08T09:02:07Z,Danis102,https://github.com/Danis102/seqpac/pull/27
MDExOlB1bGxSZXF1ZXN0NjY2NzA2ODgx,"""Added dependancies and partial update for convert_seqnames""",MERGED,2021-06-10T09:35:17Z,2021-06-10T09:35:34Z,2021-06-10T09:35:33Z,2021-06-10T09:35:33Z,Danis102,https://github.com/Danis102/seqpac/pull/32
PR_kwDODSuZLs5Tn5dw,Ss codefixes,MERGED,2023-06-22T06:59:53Z,2023-06-22T07:00:23Z,2023-06-22T07:00:22Z,2023-06-22T07:00:22Z,signeisacson,https://github.com/Danis102/seqpac/pull/40
