fork_id,fork_name,fork_full_name,fork_owner,fork_url,fork_created_at,fork_updated_at
MDEwOlJlcG9zaXRvcnk3NTEyODg4OQ==,isovar,Al3n70rn/isovar,Al3n70rn,https://github.com/Al3n70rn/isovar,2016-11-29T22:41:09Z,2016-11-29T22:41:10Z
MDEwOlJlcG9zaXRvcnkxMzEyNDQ5NTA=,isovar,wangdi2014/isovar,wangdi2014,https://github.com/wangdi2014/isovar,2018-04-27T04:20:44Z,2018-04-27T04:20:46Z
MDEwOlJlcG9zaXRvcnkxMzY0NTc3ODA=,isovar,Biocodings/isovar,Biocodings,https://github.com/Biocodings/isovar,2018-06-07T09:57:32Z,2023-06-26T15:37:02Z
MDEwOlJlcG9zaXRvcnkxNDEyNDk2NjY=,isovar,adamtongji/isovar,adamtongji,https://github.com/adamtongji/isovar,2018-07-17T07:32:47Z,2018-07-17T07:32:50Z
MDEwOlJlcG9zaXRvcnkxNDk3MjUyNTI=,isovar,drna/isovar,drna,https://github.com/drna/isovar,2018-09-21T07:17:15Z,2018-09-21T07:17:18Z
MDEwOlJlcG9zaXRvcnkxNzQwMTU1MDI=,isovar,gnetsanet/isovar,gnetsanet,https://github.com/gnetsanet/isovar,2019-03-05T20:24:48Z,2019-03-05T20:24:51Z
MDEwOlJlcG9zaXRvcnkyMTcyMTAwMzk=,isovar,BacemDataScience/isovar,BacemDataScience,https://github.com/BacemDataScience/isovar,2019-10-24T04:18:24Z,2019-10-24T04:18:26Z
MDEwOlJlcG9zaXRvcnkyNjA5Njk1NDA=,isovar,Saintyven/isovar,Saintyven,https://github.com/Saintyven/isovar,2020-05-03T16:13:07Z,2020-05-03T16:13:09Z
MDEwOlJlcG9zaXRvcnkzMzc4MDYwMTM=,isovar,standardgalactic/isovar,standardgalactic,https://github.com/standardgalactic/isovar,2021-02-10T17:51:21Z,2021-02-10T17:51:23Z
MDEwOlJlcG9zaXRvcnkzNDYwNzM2MTk=,isovar,tavinathanson/isovar,tavinathanson,https://github.com/tavinathanson/isovar,2021-03-09T16:37:16Z,2021-03-09T16:37:18Z
MDEwOlJlcG9zaXRvcnkzNzI2OTI4OTk=,isovar,shanzhong/isovar,shanzhong,https://github.com/shanzhong/isovar,2021-06-01T03:42:04Z,2021-06-01T03:42:05Z
R_kgDOH97Jjg,isovar,raerose01/isovar,raerose01,https://github.com/raerose01/isovar,2022-09-09T15:14:37Z,2022-07-19T23:23:26Z
R_kgDOIRrXXg,isovar,tinyheero/isovar,tinyheero,https://github.com/tinyheero/isovar,2022-10-21T14:14:29Z,2022-07-19T23:23:26Z
