pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0NTg2MTk4MjU=,Updates to fix the setup,CLOSED,2016-02-08T14:59:48Z,2016-03-14T11:35:42Z,2016-03-14T11:32:44Z,,Jorisvansteenbrugge,https://github.com/vanheeringen-lab/gimmemotifs/pull/27
MDExOlB1bGxSZXF1ZXN0NjI3MjIxOTE=,Quick fix in background.py,CLOSED,2016-03-14T09:54:29Z,2016-03-14T11:12:24Z,2016-03-14T11:12:15Z,,PanosFirmpas,https://github.com/vanheeringen-lab/gimmemotifs/pull/29
MDExOlB1bGxSZXF1ZXN0NzMyNTQwOTQ=,Jinja,MERGED,2016-06-09T17:30:18Z,2018-07-11T14:05:01Z,2016-06-09T19:04:07Z,2016-06-09T19:04:07Z,simonvh,https://github.com/vanheeringen-lab/gimmemotifs/pull/37
MDExOlB1bGxSZXF1ZXN0NzMyNjgxODg=,additions to gimme scan,MERGED,2016-06-09T19:04:32Z,2018-07-11T14:05:03Z,2016-06-09T19:43:50Z,2016-06-09T19:43:50Z,simonvh,https://github.com/vanheeringen-lab/gimmemotifs/pull/38
MDExOlB1bGxSZXF1ZXN0ODgyMTg5Nzc=,Conda setup,MERGED,2016-10-06T08:36:03Z,2016-10-06T08:57:37Z,2016-10-06T08:57:20Z,2016-10-06T08:57:20Z,simonvh,https://github.com/vanheeringen-lab/gimmemotifs/pull/39
MDExOlB1bGxSZXF1ZXN0ODgyNTkwOTc=,Maelstrom updates,MERGED,2016-10-06T13:13:14Z,2019-10-22T06:29:32Z,2016-10-06T13:31:56Z,2016-10-06T13:31:56Z,simonvh,https://github.com/vanheeringen-lab/gimmemotifs/pull/40
MDExOlB1bGxSZXF1ZXN0MzMwODg3NTU1,Fixed #83,MERGED,2019-10-22T09:19:45Z,2019-10-22T09:57:46Z,2019-10-22T09:51:53Z,2019-10-22T09:51:53Z,siebrenf,https://github.com/vanheeringen-lab/gimmemotifs/pull/84
MDExOlB1bGxSZXF1ZXN0MzMyNjM4NTg4,Fixed capitalization typo,CLOSED,2019-10-25T18:58:47Z,2019-10-28T07:10:42Z,2019-10-28T07:10:42Z,,littleblackfish,https://github.com/vanheeringen-lab/gimmemotifs/pull/90
MDExOlB1bGxSZXF1ZXN0MzU1ODExODcz,Add code coverage & test coverage,MERGED,2019-12-20T16:51:09Z,2020-01-06T10:48:57Z,2020-01-06T10:48:57Z,2020-01-06T10:48:57Z,siebrenf,https://github.com/vanheeringen-lab/gimmemotifs/pull/100
MDExOlB1bGxSZXF1ZXN0MzY5MTI1NTcw,update scripts.combine_peaks (pandas bug),CLOSED,2020-01-30T15:06:35Z,2020-01-31T08:34:32Z,2020-01-30T20:03:50Z,,Maarten-vd-Sande,https://github.com/vanheeringen-lab/gimmemotifs/pull/104
