pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MTk3MDg0Mzg0,Init,MERGED,2018-06-25T11:37:12Z,2018-06-25T14:09:05Z,2018-06-25T14:09:02Z,2018-06-25T14:09:02Z,ffinfo,https://github.com/biowdl/ChIP-seq/pull/1
MDExOlB1bGxSZXF1ZXN0MTk4MDY3MjQ0,Macs2,CLOSED,2018-06-28T15:24:39Z,2018-06-28T15:34:54Z,2018-06-28T15:34:32Z,,johnmous,https://github.com/biowdl/ChIP-seq/pull/2
MDExOlB1bGxSZXF1ZXN0MTk4NzEzMzEx,Macs2,MERGED,2018-07-02T15:23:54Z,2018-09-10T08:59:28Z,2018-09-10T08:59:25Z,2018-09-10T08:59:25Z,johnmous,https://github.com/biowdl/ChIP-seq/pull/3
MDExOlB1bGxSZXF1ZXN0MjA1Mzg4MTM1,update README,MERGED,2018-08-01T11:03:53Z,2018-08-01T11:33:36Z,2018-08-01T11:33:32Z,2018-08-01T11:33:31Z,DavyCats,https://github.com/biowdl/ChIP-seq/pull/4
MDExOlB1bGxSZXF1ZXN0MjA1NjcwMTM1,Update to version 1.0,MERGED,2018-08-02T09:22:33Z,2018-08-21T11:55:24Z,2018-08-21T11:55:21Z,2018-08-21T11:55:21Z,johnmous,https://github.com/biowdl/ChIP-seq/pull/5
MDExOlB1bGxSZXF1ZXN0MjEyOTQ0NzQw, Switch to QC of complete pipeline ,MERGED,2018-09-04T11:33:42Z,2018-09-04T13:14:49Z,2018-09-04T13:14:46Z,2018-09-04T13:14:46Z,ffinfo,https://github.com/biowdl/ChIP-seq/pull/6
MDExOlB1bGxSZXF1ZXN0MjE0MjQ5MTc5,Adding BamMetrics to pipeline,MERGED,2018-09-10T09:23:43Z,2018-09-10T13:31:07Z,2018-09-10T13:31:05Z,2018-09-10T13:31:05Z,ffinfo,https://github.com/biowdl/ChIP-seq/pull/7
MDExOlB1bGxSZXF1ZXN0MjE0OTc5MTc0,Switch to structs,MERGED,2018-09-12T14:19:19Z,2018-09-19T08:29:41Z,2018-09-19T08:29:37Z,2018-09-19T08:29:37Z,ffinfo,https://github.com/biowdl/ChIP-seq/pull/8
MDExOlB1bGxSZXF1ZXN0MjE4NjY3MTAy,Case Control implementation,CLOSED,2018-09-27T14:09:16Z,2018-12-06T11:47:47Z,2018-12-06T11:47:38Z,,johnmous,https://github.com/biowdl/ChIP-seq/pull/9
MDExOlB1bGxSZXF1ZXN0MjM2NDk1NzUz,Control tr,MERGED,2018-12-06T11:25:54Z,2018-12-06T13:03:58Z,2018-12-06T13:03:55Z,2018-12-06T13:03:55Z,johnmous,https://github.com/biowdl/ChIP-seq/pull/10
MDExOlB1bGxSZXF1ZXN0MjM2NTk0NzE5,Filter bam,MERGED,2018-12-06T16:36:59Z,2018-12-07T09:39:36Z,2018-12-07T09:39:30Z,2018-12-07T09:39:30Z,johnmous,https://github.com/biowdl/ChIP-seq/pull/11
MDExOlB1bGxSZXF1ZXN0Mjk2OTU4MjY2,remove Jenkinsfile,MERGED,2019-07-12T07:56:26Z,2022-01-26T11:35:38Z,2019-07-15T06:21:21Z,2019-07-15T06:21:21Z,DavyCats,https://github.com/biowdl/ChIP-seq/pull/12
PR_kwDOCCKm384vw488,Update pipeline to modern BioWDL standards.,MERGED,2021-12-13T14:45:30Z,2022-01-10T11:51:35Z,2022-01-10T11:51:32Z,2022-01-10T11:51:32Z,rhpvorderman,https://github.com/biowdl/ChIP-seq/pull/13
PR_kwDOCCKm385Hdcaj,Biowdl 602,MERGED,2023-01-16T12:02:23Z,2023-01-16T14:03:42Z,2023-01-16T14:03:42Z,2023-01-16T14:03:42Z,rhpvorderman,https://github.com/biowdl/ChIP-seq/pull/14
PR_kwDOCCKm385Iaxju,Also perform peak calling when sample does not have a control.,MERGED,2023-01-24T11:51:04Z,2023-01-24T12:19:45Z,2023-01-24T12:19:42Z,2023-01-24T12:19:42Z,rhpvorderman,https://github.com/biowdl/ChIP-seq/pull/15
PR_kwDOCCKm385IlaZ9,Update tasks,MERGED,2023-01-26T11:46:41Z,2023-01-26T12:29:55Z,2023-01-26T12:29:55Z,2023-01-26T12:29:55Z,johnmous,https://github.com/biowdl/ChIP-seq/pull/16
PR_kwDOCCKm385IqJkL,Update tasks,MERGED,2023-01-27T09:15:08Z,2023-01-27T09:22:45Z,2023-01-27T09:22:38Z,2023-01-27T09:22:38Z,johnmous,https://github.com/biowdl/ChIP-seq/pull/17
