pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MTYzNzE2NTEx,Test,CLOSED,2018-01-18T13:49:59Z,2018-01-18T15:04:35Z,2018-01-18T15:00:21Z,,frenkiboy,https://github.com/BIMSBbioinfo/pigx_chipseq/pull/12
MDExOlB1bGxSZXF1ZXN0MTY2NTgwMDAw,allocates cluster resources on max2,MERGED,2018-02-01T16:07:27Z,2018-03-16T16:06:28Z,2018-02-02T16:04:51Z,2018-02-02T16:04:51Z,Blosberg,https://github.com/BIMSBbioinfo/pigx_chipseq/pull/34
MDExOlB1bGxSZXF1ZXN0MTY5MzA2NTAx,Parser,CLOSED,2018-02-15T08:09:28Z,2018-02-20T16:20:14Z,2018-02-20T16:20:14Z,,alexg9010,https://github.com/BIMSBbioinfo/pigx_chipseq/pull/39
MDExOlB1bGxSZXF1ZXN0MTcwMjQ4MzA1,Describe sample sheet,MERGED,2018-02-20T16:49:28Z,2018-03-16T09:40:12Z,2018-02-22T09:51:14Z,2018-02-22T09:51:14Z,alexg9010,https://github.com/BIMSBbioinfo/pigx_chipseq/pull/41
MDExOlB1bGxSZXF1ZXN0MTczNDMxNzA0,Csv sample sheet,MERGED,2018-03-07T12:02:25Z,2018-03-16T09:40:11Z,2018-03-12T14:39:30Z,2018-03-12T14:39:30Z,alexg9010,https://github.com/BIMSBbioinfo/pigx_chipseq/pull/45
MDExOlB1bGxSZXF1ZXN0MTc1NTAwNDA3,Add trimming,MERGED,2018-03-16T10:58:39Z,2018-03-16T14:47:10Z,2018-03-16T14:47:03Z,2018-03-16T14:47:03Z,alexg9010,https://github.com/BIMSBbioinfo/pigx_chipseq/pull/51
MDExOlB1bGxSZXF1ZXN0MTc1NTUwNzM4,Silence the most verbose functions,MERGED,2018-03-16T14:35:02Z,2018-03-16T16:29:47Z,2018-03-16T16:29:32Z,2018-03-16T16:29:31Z,Blosberg,https://github.com/BIMSBbioinfo/pigx_chipseq/pull/53
MDExOlB1bGxSZXF1ZXN0MTc1NTY2MDgx,Sample sheet,MERGED,2018-03-16T15:26:52Z,2018-03-16T16:05:25Z,2018-03-16T15:27:07Z,2018-03-16T15:27:07Z,alexg9010,https://github.com/BIMSBbioinfo/pigx_chipseq/pull/54
MDExOlB1bGxSZXF1ZXN0MTc1NTczNjQ0,Gzip,MERGED,2018-03-16T15:52:50Z,2018-03-16T15:59:53Z,2018-03-16T15:59:34Z,2018-03-16T15:59:34Z,alexg9010,https://github.com/BIMSBbioinfo/pigx_chipseq/pull/55
MDExOlB1bGxSZXF1ZXN0MTc3OTc5ODA2,Update cluster conf,MERGED,2018-03-28T09:32:24Z,2018-03-28T15:13:27Z,2018-03-28T09:32:35Z,2018-03-28T09:32:35Z,alexg9010,https://github.com/BIMSBbioinfo/pigx_chipseq/pull/62
MDExOlB1bGxSZXF1ZXN0MTgzNzQxOTgz,Add optional step of deduplication,MERGED,2018-04-24T13:46:13Z,2019-04-02T12:48:24Z,2018-06-26T11:49:22Z,2018-06-26T11:49:22Z,alexg9010,https://github.com/BIMSBbioinfo/pigx_chipseq/pull/73
MDExOlB1bGxSZXF1ZXN0MTkwNTc1NzU3,Merge tecreps,MERGED,2018-05-25T12:38:19Z,2018-06-12T08:48:27Z,2018-05-25T13:32:16Z,2018-05-25T13:32:16Z,alexg9010,https://github.com/BIMSBbioinfo/pigx_chipseq/pull/78
MDExOlB1bGxSZXF1ZXN0MTk2MTE2MTAy,Capture R_LIBS_SITE and PYTHONPATH at configure time.,MERGED,2018-06-20T12:08:19Z,2019-04-02T12:48:23Z,2018-06-21T13:45:51Z,2018-06-21T13:45:51Z,rekado,https://github.com/BIMSBbioinfo/pigx_chipseq/pull/92
