pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MTc1Mzg2ODgy,Develop test jenkins,MERGED,2018-03-15T21:42:43Z,2018-03-15T23:41:32Z,2018-03-15T22:02:46Z,2018-03-15T22:02:46Z,leepc12,https://github.com/ENCODE-DCC/chip-seq-pipeline2/pull/1
MDExOlB1bGxSZXF1ZXN0MTc4NjAzMDQw,Develop v1 fix error when reading dup qc,MERGED,2018-03-30T17:43:17Z,2018-04-02T17:18:41Z,2018-04-02T17:18:33Z,2018-04-02T17:18:33Z,leepc12,https://github.com/ENCODE-DCC/chip-seq-pipeline2/pull/2
MDExOlB1bGxSZXF1ZXN0MTg1Mjg3MTE0,Develop v1 pip 299,MERGED,2018-05-01T21:57:31Z,2018-06-01T23:31:56Z,2018-05-08T19:07:12Z,2018-05-08T19:07:12Z,leepc12,https://github.com/ENCODE-DCC/chip-seq-pipeline2/pull/3
MDExOlB1bGxSZXF1ZXN0MTkwMjk2MzU4,Develop v1 pip 309 ataqc,MERGED,2018-05-24T13:48:21Z,2018-06-01T17:46:22Z,2018-05-30T00:35:03Z,2018-05-30T00:35:03Z,leepc12,https://github.com/ENCODE-DCC/chip-seq-pipeline2/pull/4
MDExOlB1bGxSZXF1ZXN0MTkwODA0NzQz,Develop v1 pip 316 bug fix random source,MERGED,2018-05-27T20:10:03Z,2018-06-01T17:46:20Z,2018-05-30T00:35:16Z,2018-05-30T00:35:16Z,leepc12,https://github.com/ENCODE-DCC/chip-seq-pipeline2/pull/5
MDExOlB1bGxSZXF1ZXN0MTkyMTE4NTYw,Develop v1 pip 313 dx wdl 0.66,MERGED,2018-06-01T19:09:34Z,2018-06-01T23:31:54Z,2018-06-01T23:31:27Z,2018-06-01T23:31:27Z,leepc12,https://github.com/ENCODE-DCC/chip-seq-pipeline2/pull/6
MDExOlB1bGxSZXF1ZXN0MTkyMTY0NTAw,Develop v1,MERGED,2018-06-01T23:34:59Z,2018-06-04T19:14:06Z,2018-06-04T19:14:06Z,2018-06-04T19:14:06Z,leepc12,https://github.com/ENCODE-DCC/chip-seq-pipeline2/pull/7
MDExOlB1bGxSZXF1ZXN0MTkyNTg2ODg1,"1) added test_task level test for fingerprint, 2) removed randomness …",MERGED,2018-06-05T04:16:57Z,2018-06-05T18:14:08Z,2018-06-05T17:50:12Z,2018-06-05T17:50:12Z,leepc12,https://github.com/ENCODE-DCC/chip-seq-pipeline2/pull/8
MDExOlB1bGxSZXF1ZXN0MTkyNzkzNjk5,Develop v1,MERGED,2018-06-05T18:15:34Z,2018-06-05T18:52:11Z,2018-06-05T18:52:11Z,2018-06-05T18:52:11Z,leepc12,https://github.com/ENCODE-DCC/chip-seq-pipeline2/pull/9
MDExOlB1bGxSZXF1ZXN0MTkzNDI2NjAz,Hotfix v1 pip 333 dx se fastq def and reproducibility idr opt arr err,MERGED,2018-06-07T19:39:37Z,2018-09-06T03:33:32Z,2018-06-08T23:02:22Z,2018-06-08T23:02:22Z,leepc12,https://github.com/ENCODE-DCC/chip-seq-pipeline2/pull/10
MDExOlB1bGxSZXF1ZXN0MTkzNzQwOTQ5,Hotfix v1 pip 333 dx se fastq def and reproducibility idr opt arr err,MERGED,2018-06-08T23:03:30Z,2018-09-06T03:33:32Z,2018-06-08T23:03:36Z,2018-06-08T23:03:36Z,leepc12,https://github.com/ENCODE-DCC/chip-seq-pipeline2/pull/11
MDExOlB1bGxSZXF1ZXN0MTk1OTUwODM3,hot fix for conda/genome-database installers: 1) wrong path for picar…,MERGED,2018-06-19T20:38:14Z,2018-09-06T03:33:35Z,2018-06-22T00:45:38Z,2018-06-22T00:45:38Z,leepc12,https://github.com/ENCODE-DCC/chip-seq-pipeline2/pull/12
MDExOlB1bGxSZXF1ZXN0MTk2NjEyMTc0,hot fix for conda/genome-database installers: 1) wrong path for picar…,MERGED,2018-06-22T00:47:20Z,2018-09-06T03:33:35Z,2018-06-22T00:47:31Z,2018-06-22T00:47:31Z,leepc12,https://github.com/ENCODE-DCC/chip-seq-pipeline2/pull/13
