pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MjAyMDQ3MTQw,Added all main scripts,MERGED,2018-07-17T19:37:44Z,2018-07-17T19:37:50Z,2018-07-17T19:37:50Z,2018-07-17T19:37:50Z,Diwadkar,https://github.com/HimesGroup/brocade/pull/1
MDExOlB1bGxSZXF1ZXN0MjAyMjY3ODQ0,Introduction for README file,MERGED,2018-07-18T14:14:02Z,2018-07-18T14:14:09Z,2018-07-18T14:14:09Z,2018-07-18T14:14:09Z,Diwadkar,https://github.com/HimesGroup/brocade/pull/2
MDExOlB1bGxSZXF1ZXN0MjAyMjY4NTkw,Typo fix,MERGED,2018-07-18T14:16:28Z,2018-07-18T14:16:36Z,2018-07-18T14:16:36Z,2018-07-18T14:16:36Z,Diwadkar,https://github.com/HimesGroup/brocade/pull/3
MDExOlB1bGxSZXF1ZXN0MjAyMjY5NzEw,Typo fixed,MERGED,2018-07-18T14:20:03Z,2018-07-18T14:20:09Z,2018-07-18T14:20:09Z,2018-07-18T14:20:09Z,Diwadkar,https://github.com/HimesGroup/brocade/pull/4
MDExOlB1bGxSZXF1ZXN0MjAyNjczMDk3,Added ChIPSeeker annotation pipeline script,MERGED,2018-07-19T20:22:18Z,2018-07-19T20:22:26Z,2018-07-19T20:22:26Z,2018-07-19T20:22:26Z,Diwadkar,https://github.com/HimesGroup/brocade/pull/5
MDExOlB1bGxSZXF1ZXN0MjAyNjc0MTE1,Added Diff Binding html eg,MERGED,2018-07-19T20:26:31Z,2018-07-19T20:26:37Z,2018-07-19T20:26:37Z,2018-07-19T20:26:37Z,Diwadkar,https://github.com/HimesGroup/brocade/pull/6
MDExOlB1bGxSZXF1ZXN0MjAyODczNzQ2,Save diff binding site results in text files,MERGED,2018-07-20T14:55:17Z,2018-07-20T14:55:23Z,2018-07-20T14:55:23Z,2018-07-20T14:55:23Z,Diwadkar,https://github.com/HimesGroup/brocade/pull/7
MDExOlB1bGxSZXF1ZXN0MjA0MTU3ODE1,Added python script to make bigwig files and ucsc track file,MERGED,2018-07-26T14:17:47Z,2018-07-26T14:17:54Z,2018-07-26T14:17:53Z,2018-07-26T14:17:53Z,Diwadkar,https://github.com/HimesGroup/brocade/pull/8
MDExOlB1bGxSZXF1ZXN0MjA0MjYwODg1,Edited Annotation pipeline to add more figures and other updates,MERGED,2018-07-26T20:41:15Z,2018-07-26T20:41:21Z,2018-07-26T20:41:21Z,2018-07-26T20:41:21Z,Diwadkar,https://github.com/HimesGroup/brocade/pull/9
MDExOlB1bGxSZXF1ZXN0MjA0MjYzMTc2,Updated file,MERGED,2018-07-26T20:50:52Z,2018-07-26T20:50:57Z,2018-07-26T20:50:57Z,2018-07-26T20:50:57Z,Diwadkar,https://github.com/HimesGroup/brocade/pull/10
MDExOlB1bGxSZXF1ZXN0MjA0NDg4NDg1,Updated annotation pipeline,MERGED,2018-07-27T17:05:41Z,2018-07-27T17:05:47Z,2018-07-27T17:05:46Z,2018-07-27T17:05:46Z,Diwadkar,https://github.com/HimesGroup/brocade/pull/11
MDExOlB1bGxSZXF1ZXN0MjA0NTM2NDA2,Added script for making lsf files,MERGED,2018-07-27T20:48:04Z,2018-07-27T20:48:10Z,2018-07-27T20:48:10Z,2018-07-27T20:48:10Z,Diwadkar,https://github.com/HimesGroup/brocade/pull/12
MDExOlB1bGxSZXF1ZXN0MjA0ODMyNTM4,Changed autoscale option to off,MERGED,2018-07-30T14:57:02Z,2018-07-30T14:57:15Z,2018-07-30T14:57:15Z,2018-07-30T14:57:15Z,Diwadkar,https://github.com/HimesGroup/brocade/pull/13
MDExOlB1bGxSZXF1ZXN0MjA0ODc4Njc2,Fixed annotation bug with overlap=all option,MERGED,2018-07-30T17:42:00Z,2018-07-30T17:42:06Z,2018-07-30T17:42:06Z,2018-07-30T17:42:06Z,Diwadkar,https://github.com/HimesGroup/brocade/pull/14
MDExOlB1bGxSZXF1ZXN0MjA4ODc0NTQ2,Added Bioinformatics Tools description in README file,MERGED,2018-08-16T14:15:39Z,2018-08-16T14:15:46Z,2018-08-16T14:15:46Z,2018-08-16T14:15:46Z,Diwadkar,https://github.com/HimesGroup/brocade/pull/15
MDExOlB1bGxSZXF1ZXN0MjE4NzA2MTg2,Changed organization and renamed files,MERGED,2018-09-27T15:58:35Z,2018-09-27T15:58:45Z,2018-09-27T15:58:45Z,2018-09-27T15:58:45Z,Diwadkar,https://github.com/HimesGroup/brocade/pull/16
