pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
PR_kwDOJx9SaM5WC4HG,"DiffBind, ngsqc, and ppqt scripts updates",MERGED,2023-07-20T20:55:06Z,2023-07-20T20:56:10Z,2023-07-20T20:56:09Z,2023-07-20T20:56:09Z,tovahmarkowitz,https://github.com/OpenOmics/chrom-seek/pull/1
PR_kwDOJx9SaM5daXy4,"trim, bwa, and deduplication rules updated to work with single-end data",MERGED,2023-10-20T18:40:40Z,2023-10-24T16:50:59Z,2023-10-23T22:39:12Z,2023-10-23T22:39:12Z,asyakhl,https://github.com/OpenOmics/chrom-seek/pull/22
PR_kwDOJx9SaM5dqstd,Ppqt and bam2bw rules for paired- and single-end data,MERGED,2023-10-24T17:38:16Z,2024-06-27T16:55:46Z,2023-10-25T14:06:09Z,2023-10-25T14:06:09Z,asyakhl,https://github.com/OpenOmics/chrom-seek/pull/23
PR_kwDOJx9SaM5ez4Pe,Kraken and Peakcallers for single-end data,MERGED,2023-11-07T13:58:54Z,2023-11-07T15:39:54Z,2023-11-07T15:39:54Z,2023-11-07T15:39:54Z,asyakhl,https://github.com/OpenOmics/chrom-seek/pull/24
PR_kwDOJx9SaM5fDKj9,adding no input control functionality,MERGED,2023-11-09T15:40:32Z,2024-02-05T14:53:08Z,2023-11-10T15:33:44Z,2023-11-10T15:33:44Z,asyakhl,https://github.com/OpenOmics/chrom-seek/pull/25
PR_kwDOJx9SaM5fquy3,"adding chip motif analysis tool, MEME rule",MERGED,2023-11-16T19:06:01Z,2024-02-05T14:53:07Z,2023-11-16T23:54:51Z,2023-11-16T23:54:51Z,asyakhl,https://github.com/OpenOmics/chrom-seek/pull/26
PR_kwDOJx9SaM5hzXF4,adding DiffBind with blocking functionality,MERGED,2023-12-12T14:53:23Z,2024-02-05T14:53:05Z,2023-12-12T18:29:06Z,2023-12-12T18:29:06Z,asyakhl,https://github.com/OpenOmics/chrom-seek/pull/27
PR_kwDOJx9SaM5oFqvv,Update Snakefile,MERGED,2024-02-27T18:58:12Z,2024-02-27T18:58:20Z,2024-02-27T18:58:20Z,2024-02-27T18:58:20Z,tovahmarkowitz,https://github.com/OpenOmics/chrom-seek/pull/30
PR_kwDOJx9SaM5popsG,add blocking to the diffbind csv prep,MERGED,2024-03-14T13:50:09Z,2024-03-14T13:51:11Z,2024-03-14T13:51:11Z,2024-03-14T13:51:11Z,tovahmarkowitz,https://github.com/OpenOmics/chrom-seek/pull/35
PR_kwDOJx9SaM5qRZDf,Adding new DiffBind QC Rmd for cfChIP and a few other DiffBind updates,MERGED,2024-03-20T20:06:35Z,2024-03-20T20:07:53Z,2024-03-20T20:07:53Z,2024-03-20T20:07:53Z,tovahmarkowitz,https://github.com/OpenOmics/chrom-seek/pull/36
PR_kwDOJx9SaM5qhWHZ,Adding new DiffBindQC for cfChIP,MERGED,2024-03-22T18:46:52Z,2024-03-22T18:49:48Z,2024-03-22T18:49:48Z,2024-03-22T18:49:48Z,tovahmarkowitz,https://github.com/OpenOmics/chrom-seek/pull/37
PR_kwDOJx9SaM5rVEYj,Adding memory for diffbind jobs,MERGED,2024-04-01T15:22:37Z,2024-04-01T15:23:33Z,2024-04-01T15:23:33Z,2024-04-01T15:23:33Z,tovahmarkowitz,https://github.com/OpenOmics/chrom-seek/pull/38
PR_kwDOJx9SaM51HMo9,Refactor codebase,MERGED,2024-07-11T15:28:20Z,2024-08-07T17:48:55Z,2024-08-07T16:17:50Z,2024-08-07T16:17:50Z,rroutsong,https://github.com/OpenOmics/chrom-seek/pull/41
PR_kwDOJx9SaM53dR9K,fix: add time stamp to slurm out and err logs,MERGED,2024-08-05T14:51:08Z,2024-08-07T17:49:02Z,2024-08-07T16:18:10Z,2024-08-07T16:18:10Z,rroutsong,https://github.com/OpenOmics/chrom-seek/pull/42
PR_kwDOJx9SaM54wxLq,Expand dba rules,MERGED,2024-08-19T17:26:44Z,2024-08-27T19:42:23Z,2024-08-27T19:42:23Z,2024-08-27T19:42:23Z,rroutsong,https://github.com/OpenOmics/chrom-seek/pull/44
PR_kwDOJx9SaM56TQ4q,Diff bind reorg,CLOSED,2024-09-03T19:03:35Z,2024-10-24T20:49:39Z,2024-10-24T20:49:39Z,,rroutsong,https://github.com/OpenOmics/chrom-seek/pull/45
PR_kwDOJx9SaM5_0sNN,Diff bind reorg,MERGED,2024-10-24T20:50:55Z,2024-10-28T18:02:23Z,2024-10-28T18:02:23Z,2024-10-28T18:02:23Z,rroutsong,https://github.com/OpenOmics/chrom-seek/pull/49
PR_kwDOJx9SaM6AI7qW,Adding back important QC metrics,MERGED,2024-10-28T18:18:23Z,2024-10-30T19:21:17Z,2024-10-30T19:21:17Z,2024-10-30T19:21:17Z,tovahmarkowitz,https://github.com/OpenOmics/chrom-seek/pull/50
PR_kwDOJx9SaM6A08P4,"fix: handle tmpdir to frip rules, enforce tmpdir for pybedtools, mult…",MERGED,2024-11-04T17:02:23Z,2024-11-04T22:54:16Z,2024-11-04T22:54:16Z,2024-11-04T22:54:16Z,rroutsong,https://github.com/OpenOmics/chrom-seek/pull/51
PR_kwDOJx9SaM6BFoaS,"fix: add gather back to frip rule, using different wild card",MERGED,2024-11-06T17:29:50Z,2024-11-06T20:47:44Z,2024-11-06T20:47:44Z,2024-11-06T20:47:44Z,rroutsong,https://github.com/OpenOmics/chrom-seek/pull/52
PR_kwDOJx9SaM6B-IK5,Run macbroad only for chip,MERGED,2024-11-14T20:33:49Z,2024-11-15T16:21:46Z,2024-11-15T16:21:45Z,2024-11-15T16:21:45Z,rroutsong,https://github.com/OpenOmics/chrom-seek/pull/53
PR_kwDOJx9SaM6Cs9Qa,Bug fixes and updated annotations,MERGED,2024-11-21T17:22:20Z,2024-11-22T22:21:42Z,2024-11-22T22:21:42Z,2024-11-22T22:21:42Z,tovahmarkowitz,https://github.com/OpenOmics/chrom-seek/pull/54
PR_kwDOJx9SaM6Ew164,Seperate ends,OPEN,2024-12-10T20:57:06Z,2024-12-11T20:47:05Z,,,rroutsong,https://github.com/OpenOmics/chrom-seek/pull/57
