Organization,Repository,Is_Fork,Parent_Repo,Parent_Archived,Stars,Forks,Forks_History,Open_Issues,Closed_Issues,Avg_Response_Time (sec),Has_README,Has_Wiki,Commit_Count,Release_Count,Contributors_Count,Contributors
oSoc13,Media,False,,,0,0,[],0,0,,False,True,5,0,1,"[{'user': 'jenssegers', 'contributions': 1, 'location': 'Ghent, Belgium'}]"
oSoc13,TheWookies,False,,,0,0,[],2,0,,True,True,16,0,4,"[{'user': 'ahluntang', 'contributions': 12, 'location': None}, {'user': 'c3c', 'contributions': 2, 'location': None}, {'user': 'dive-michiel', 'contributions': 1, 'location': None}, {'user': 'amthesis', 'contributions': 1, 'location': None}]"
oSoc13,oSoctocat,False,,,2,0,[],0,1,,True,True,23,0,3,"[{'user': 'nicoverbruggen', 'contributions': 13, 'location': 'Belgium'}, {'user': 'stefchri', 'contributions': 8, 'location': 'Ghent'}, {'user': 'dive-michiel', 'contributions': 2, 'location': None}]"
oSoc13,gentsefeesten,True,swentel/gentsefeesten,False,0,0,[],0,0,,True,True,129,0,4,"[{'user': 'swentel', 'contributions': 120, 'location': 'Gent, Belgium'}, {'user': 'JeppeKnockaert', 'contributions': 4, 'location': 'Gent'}, {'user': 'nicolasdierck', 'contributions': 4, 'location': None}, {'user': 'benjaminmestdagh', 'contributions': 1, 'location': None}]"
swentel,gentsefeesten,False,,,9,6,"[{'user': 'arvdrpoo', 'forked_at': '2019-07-23T13:16:24Z'}, {'user': 'AlyssonNeto', 'forked_at': '2013-08-20T20:03:57Z'}, {'user': 'HansF', 'forked_at': '2013-07-21T17:54:12Z'}, {'user': 'axd1967', 'forked_at': '2013-07-10T07:28:03Z'}, {'user': 'oSoc13', 'forked_at': '2013-07-02T08:20:37Z'}]",16,30,6662259.45,True,False,285,0,3,"[{'user': 'swentel', 'contributions': 282, 'location': 'Gent, Belgium'}, {'user': 'axd1967', 'contributions': 2, 'location': None}, {'user': 'ladc', 'contributions': 1, 'location': 'Belgium'}]"
oSoc13,BarberShop,False,,,0,0,[],0,0,,True,True,35,0,3,"[{'user': 'woutervddn', 'contributions': 24, 'location': 'Belgium'}, {'user': 'Mezz1as', 'contributions': 9, 'location': None}, {'user': 'dive-michiel', 'contributions': 2, 'location': None}]"
oSoc13,FoursquareBot,False,,,1,0,[],0,0,,True,True,4,0,2,"[{'user': 'dive-michiel', 'contributions': 2, 'location': None}, {'user': 'niktorfs', 'contributions': 2, 'location': None}]"
oSoc13,MyTurtle,True,mcardinaels/MyTurtle,False,0,1,"[{'user': 'westtoer', 'forked_at': '2013-07-05T09:16:52Z'}]",2,2,25947.0,True,True,476,0,4,"[{'user': 'jenssegers', 'contributions': 139, 'location': 'Ghent, Belgium'}, {'user': 'dive-michiel', 'contributions': 23, 'location': None}, {'user': 'Tuinslak', 'contributions': 6, 'location': 'Belgium / Singapore'}, {'user': 'pietercolpaert', 'contributions': 4, 'location': 'Gent, Belgium'}]"
mcardinaels,MyTurtle,False,,,0,12,"[{'user': 'karthikindia', 'forked_at': '2022-09-04T09:42:32Z'}, {'user': 'DanielGomeX', 'forked_at': '2020-02-28T19:25:48Z'}, {'user': 'wanggn', 'forked_at': '2018-09-28T14:35:12Z'}, {'user': 'kalon33', 'forked_at': '2018-06-27T10:36:06Z'}, {'user': 'vishalishere', 'forked_at': '2017-11-03T06:30:00Z'}, {'user': 'pietercolpaert', 'forked_at': '2017-10-07T12:08:34Z'}, {'user': '14CORE', 'forked_at': '2017-02-08T13:49:36Z'}, {'user': 'josejamilena-lda', 'forked_at': '2015-05-04T06:38:09Z'}, {'user': 'Tinbit', 'forked_at': '2014-06-18T10:03:13Z'}, {'user': 'keyanmca', 'forked_at': '2014-05-21T11:35:43Z'}, {'user': 'oSoc13', 'forked_at': '2013-07-03T07:27:06Z'}]",0,0,,True,True,312,0,2,"[{'user': 'jenssegers', 'contributions': 133, 'location': 'Ghent, Belgium'}, {'user': 'pietercolpaert', 'contributions': 2, 'location': 'Gent, Belgium'}]"
oSoc13,Cityroute,False,,,2,0,[],0,26,5797.333333333333,True,True,178,0,4,"[{'user': 'Mezz1as', 'contributions': 97, 'location': None}, {'user': 'thomas-stockx', 'contributions': 79, 'location': 'Belgium'}, {'user': 'dive-michiel', 'contributions': 1, 'location': None}, {'user': 'svenlenaerts', 'contributions': 1, 'location': None}]"
oSoc13,CityLifePatterns,False,,,0,0,[],2,0,32250.0,True,True,86,0,2,"[{'user': 'woutervddn', 'contributions': 37, 'location': 'Belgium'}, {'user': 'dive-michiel', 'contributions': 1, 'location': None}]"
oSoc13,Code9000,False,,,3,0,[],7,30,200927.80952380953,True,True,194,0,5,"[{'user': 'stefchri', 'contributions': 89, 'location': 'Ghent'}, {'user': 'nicoverbruggen', 'contributions': 85, 'location': 'Belgium'}, {'user': 'tobmav', 'contributions': 9, 'location': 'Antwerp'}, {'user': 'drobbo', 'contributions': 2, 'location': None}, {'user': 'dive-michiel', 'contributions': 1, 'location': None}]"
oSoc13,Westtoer,False,,,0,1,"[{'user': 'westtoer', 'forked_at': '2013-07-05T09:16:19Z'}]",2,30,148871.8,True,True,96,0,2,"[{'user': 'ahluntang', 'contributions': 95, 'location': None}, {'user': 'dive-michiel', 'contributions': 1, 'location': None}]"
oSoc13,Ontoforce,False,,,0,0,[],0,1,248.0,True,True,2,0,1,"[{'user': 'dive-michiel', 'contributions': 1, 'location': None}]"
oSoc13,Energy-wall,False,,,0,0,[],0,7,56110.0,True,True,21,0,3,"[{'user': 'jenssegers', 'contributions': 1, 'location': 'Ghent, Belgium'}, {'user': 'dive-michiel', 'contributions': 1, 'location': None}, {'user': 'pietercolpaert', 'contributions': 1, 'location': 'Gent, Belgium'}]"
oSoc13,iRail3.0,False,,,2,0,[],7,30,541072.0,True,True,135,0,3,"[{'user': 'niktorfs', 'contributions': 116, 'location': None}, {'user': 'svenlenaerts', 'contributions': 18, 'location': None}, {'user': 'dive-michiel', 'contributions': 1, 'location': None}]"
oSoc13,AppsForX,False,,,3,3,"[{'user': 'andimou', 'forked_at': '2013-07-29T08:30:29Z'}]",5,18,99009.11111111111,True,True,82,0,2,"[{'user': 'c3c', 'contributions': 81, 'location': None}, {'user': 'dive-michiel', 'contributions': 1, 'location': None}]"
oSoc13,tdt-UI,False,,,0,1,"[{'user': 'tdt', 'forked_at': '2013-08-28T16:21:47Z'}]",0,6,25027.0,True,True,171,0,4,"[{'user': 'JeppeKnockaert', 'contributions': 109, 'location': 'Gent'}, {'user': 'LeenDeBaets', 'contributions': 37, 'location': None}, {'user': 'nicolasdierck', 'contributions': 24, 'location': None}, {'user': 'dive-michiel', 'contributions': 1, 'location': None}]"
