Organization,Repository,Is_Fork,Parent_Repo,Parent_Archived,Stars,Forks,Forks_History,Open_Issues,Closed_Issues,Avg_Response_Time (sec),Has_README,Has_Wiki,Commit_Count,Release_Count,Contributors_Count,Contributors
datavisyn,datavisyn-scatterplot,False,,,0,0,[],12,30,1177242.6666666667,True,True,355,5,5,"[{'user': 'sgratzl', 'contributions': 208, 'location': 'Austria'}, {'user': 'dvvanessastoiber', 'contributions': 18, 'location': None}, {'user': 'steiner-anita', 'contributions': 11, 'location': None}, {'user': 'thinkh', 'contributions': 6, 'location': 'Linz, Austria'}, {'user': 'rumersdorfer', 'contributions': 6, 'location': None}]"
datavisyn,datavisyn-scatterplot-react,False,,,2,1,"[{'user': 'rumersdorfer', 'forked_at': '2019-11-15T14:09:48Z'}]",2,9,1669198.0,True,True,140,0,2,"[{'user': 'sgratzl', 'contributions': 130, 'location': 'Austria'}, {'user': 'mstreit', 'contributions': 1, 'location': 'Linz'}]"
datavisyn,datavisyn.github.io_backup,True,y7kim/agency-jekyll-theme,False,0,0,[],0,30,881468.4545454546,True,False,290,0,18,"[{'user': 'dvvanessastoiber', 'contributions': 46, 'location': None}, {'user': 'y7kim', 'contributions': 30, 'location': 'Kitchener / Waterloo'}, {'user': 'mstreit', 'contributions': 27, 'location': 'Linz'}, {'user': 'sgratzl', 'contributions': 11, 'location': 'Austria'}, {'user': 'alexsb', 'contributions': 6, 'location': 'Salt Lake City, UT, USA'}, {'user': 'dg-datavisyn', 'contributions': 4, 'location': 'Linz, Austria'}, {'user': 'ngehlenborg', 'contributions': 4, 'location': 'Boston, MA'}, {'user': 'febs', 'contributions': 4, 'location': None}, {'user': 'gregorydgarcia', 'contributions': 2, 'location': 'Austin, TX'}, {'user': 'gexplorer', 'contributions': 2, 'location': 'Bilbao'}, {'user': 'rodrigograca31', 'contributions': 2, 'location': 'Aveiro, Portugal'}, {'user': 'nilstgmd', 'contributions': 2, 'location': 'Hamburg, Germany'}, {'user': 'joshsamara', 'contributions': 2, 'location': None}, {'user': 'AlexisTM', 'contributions': 2, 'location': 'Brussels, Belgium'}, {'user': 'espinosa', 'contributions': 1, 'location': None}, {'user': 'flyingL123', 'contributions': 1, 'location': None}, {'user': 'rajathkmp', 'contributions': 1, 'location': 'New York City'}, {'user': 'femontanha', 'contributions': 1, 'location': 'Brazil'}]"
y7kim,agency-jekyll-theme,False,,,904,2121,"[{'user': 'ottoman-middle-eastern-dh-lab', 'forked_at': '2025-02-11T03:43:16Z'}, {'user': 'IAMSadraEmami', 'forked_at': '2025-02-09T19:47:43Z'}, {'user': 'insparian', 'forked_at': '2025-02-08T05:24:28Z'}, {'user': 'alexgray103', 'forked_at': '2025-02-08T05:21:25Z'}, {'user': 'fredgibbs', 'forked_at': '2025-02-07T18:14:43Z'}, {'user': 'TheOfficialBug', 'forked_at': '2025-02-06T20:30:14Z'}, {'user': 'Adeli-mb', 'forked_at': '2025-02-05T11:38:40Z'}, {'user': 'BlessedFaithFit', 'forked_at': '2025-02-04T20:55:46Z'}, {'user': 'yerinOneul', 'forked_at': '2025-02-04T06:23:21Z'}, {'user': 'Admin-Judy', 'forked_at': '2025-02-04T06:18:04Z'}, {'user': 'silvestrue', 'forked_at': '2025-02-04T03:42:35Z'}, {'user': 'xandercarlson', 'forked_at': '2025-02-03T13:37:09Z'}, {'user': 'SPECTRE-313', 'forked_at': '2025-02-03T13:33:45Z'}, {'user': 'swa-13', 'forked_at': '2025-02-02T03:59:48Z'}, {'user': 'miriam26ni', 'forked_at': '2025-02-01T04:16:36Z'}, {'user': 'skrat31', 'forked_at': '2025-01-30T02:12:01Z'}, {'user': 'espartners888', 'forked_at': '2025-01-28T00:48:16Z'}, {'user': 'eliesercapillar', 'forked_at': '2025-01-27T20:16:21Z'}, {'user': 'vitorvargas', 'forked_at': '2025-01-27T01:00:21Z'}, {'user': 'nlp-group-ir', 'forked_at': '2025-01-25T18:04:43Z'}, {'user': 'sanchitkhope3', 'forked_at': '2025-01-23T02:47:22Z'}, {'user': 'lavamyad', 'forked_at': '2025-01-21T18:18:28Z'}, {'user': 'ZywelZill', 'forked_at': '2025-01-20T22:31:37Z'}, {'user': 'bountycoa54', 'forked_at': '2025-01-20T04:18:36Z'}, {'user': 'meralsa', 'forked_at': '2025-01-17T17:20:51Z'}, {'user': 'thecouv', 'forked_at': '2025-01-17T15:52:30Z'}, {'user': 'mahardi354', 'forked_at': '2025-01-15T05:30:34Z'}, {'user': 'omaxim', 'forked_at': '2025-01-14T14:39:20Z'}, {'user': 'hongyupetro', 'forked_at': '2025-01-12T02:04:53Z'}, {'user': 'pirateAndTheQueen', 'forked_at': '2025-01-11T19:03:40Z'}, {'user': 'sep30s', 'forked_at': '2025-01-09T22:24:26Z'}, {'user': 'cnfaction', 'forked_at': '2025-01-09T08:24:36Z'}, {'user': 'Sidibaba23', 'forked_at': '2025-01-04T22:17:39Z'}, {'user': 'chpy04', 'forked_at': '2025-01-03T20:33:40Z'}, {'user': 'hasauino', 'forked_at': '2024-12-31T10:11:41Z'}, {'user': 'highlando', 'forked_at': '2024-12-30T16:04:55Z'}, {'user': 'lexuanquynh', 'forked_at': '2024-12-30T06:21:08Z'}, {'user': 'khagolim', 'forked_at': '2024-12-27T09:25:29Z'}, {'user': 'santoshinct', 'forked_at': '2024-12-25T12:58:43Z'}, {'user': 'asantoshka', 'forked_at': '2024-12-25T12:50:35Z'}, {'user': 'hellowahab', 'forked_at': '2024-12-24T18:50:57Z'}, {'user': 'meekalbyte4allinternship', 'forked_at': '2024-12-24T07:35:27Z'}, {'user': 'Mithilesh-94', 'forked_at': '2024-12-22T16:23:40Z'}, {'user': 'amarina123', 'forked_at': '2024-12-21T11:57:08Z'}, {'user': 'XanderRobbins', 'forked_at': '2024-12-20T20:04:18Z'}, {'user': 'namofoo', 'forked_at': '2024-12-16T13:27:00Z'}, {'user': 'nadja1390', 'forked_at': '2024-12-15T22:23:43Z'}, {'user': 'tomwbond', 'forked_at': '2024-12-14T13:14:37Z'}, {'user': 'ysengoku', 'forked_at': '2024-12-13T11:45:24Z'}, {'user': 'NikitaVashisth008', 'forked_at': '2024-12-11T07:13:07Z'}, {'user': 'saahilkhemka', 'forked_at': '2024-12-09T19:39:09Z'}, {'user': 'geommax', 'forked_at': '2024-12-06T08:50:43Z'}, {'user': 'JulianWaksmann', 'forked_at': '2024-12-06T02:16:01Z'}, {'user': 'AbigailRev', 'forked_at': '2024-12-04T10:38:26Z'}, {'user': 'ivanajns', 'forked_at': '2024-12-03T20:14:40Z'}, {'user': 'yqzelkiya', 'forked_at': '2024-12-02T14:18:43Z'}, {'user': 'quantumyear', 'forked_at': '2024-12-01T23:49:33Z'}, {'user': 'shwethav18', 'forked_at': '2024-12-01T01:39:27Z'}, {'user': 'bluszcz', 'forked_at': '2024-11-30T21:05:31Z'}, {'user': 'GRIT214', 'forked_at': '2024-11-27T01:48:11Z'}, {'user': 'Vannexe', 'forked_at': '2024-11-26T07:10:01Z'}, {'user': 'rentastravel', 'forked_at': '2024-11-22T15:03:49Z'}, {'user': 'gianniss12', 'forked_at': '2024-11-22T09:56:19Z'}, {'user': 'AMGCube', 'forked_at': '2024-11-21T13:54:06Z'}, {'user': 'mahmudramim', 'forked_at': '2024-11-19T15:36:36Z'}, {'user': 'BigDRod1', 'forked_at': '2024-11-18T01:15:28Z'}, {'user': 'rundowntown', 'forked_at': '2024-11-17T22:58:01Z'}, {'user': 'AlehVasilyeu', 'forked_at': '2024-11-11T17:08:05Z'}, {'user': 'Bitbill369', 'forked_at': '2024-11-09T01:13:04Z'}, {'user': 'Gabriel0Romano', 'forked_at': '2024-11-07T21:25:07Z'}, {'user': 'ytthby', 'forked_at': '2024-11-01T01:01:38Z'}, {'user': 'ryahc349', 'forked_at': '2024-10-31T17:40:57Z'}, {'user': 'bledeamarius', 'forked_at': '2024-10-28T19:48:04Z'}, {'user': 'AI-LinkUp', 'forked_at': '2024-10-28T07:20:14Z'}, {'user': 'OneSmartTech', 'forked_at': '2024-10-25T07:52:34Z'}, {'user': 'Barto-testing', 'forked_at': '2024-10-20T12:38:07Z'}, {'user': 'thunewscom', 'forked_at': '2024-10-19T01:14:47Z'}, {'user': 'SiyuChen100', 'forked_at': '2024-10-17T19:42:24Z'}, {'user': 'DearTeddyTW', 'forked_at': '2024-10-17T03:35:57Z'}, {'user': 'udexplorer', 'forked_at': '2024-10-12T20:34:30Z'}, {'user': 'kayrrtolkien24', 'forked_at': '2024-10-12T13:49:35Z'}, {'user': 'Lei-Zhong', 'forked_at': '2024-10-09T10:05:22Z'}, {'user': 'vivekp1705', 'forked_at': '2024-10-08T17:32:42Z'}, {'user': 'GasparDavila', 'forked_at': '2024-10-05T15:29:34Z'}, {'user': 'DavidMello01', 'forked_at': '2024-10-04T15:20:02Z'}, {'user': 'joelsolo99', 'forked_at': '2024-10-01T08:40:26Z'}, {'user': 'After-null', 'forked_at': '2024-09-30T17:42:03Z'}, {'user': 'phoebeyueh', 'forked_at': '2024-09-29T14:59:39Z'}, {'user': 'Ummakulsumerina', 'forked_at': '2024-09-27T05:24:11Z'}, {'user': 'ccliao101', 'forked_at': '2024-09-25T04:50:06Z'}, {'user': 'designersuraj', 'forked_at': '2024-09-22T22:27:22Z'}, {'user': 'riteshmehrotra', 'forked_at': '2024-09-22T02:45:03Z'}, {'user': 'KaR3-PX', 'forked_at': '2024-09-19T14:41:26Z'}, {'user': 'willRathier', 'forked_at': '2024-09-18T16:17:58Z'}, {'user': 'WilliamHallPortfolio', 'forked_at': '2024-09-16T19:31:46Z'}, {'user': 'ErayFaSol', 'forked_at': '2024-09-12T21:10:03Z'}, {'user': 'mlieng', 'forked_at': '2024-09-11T17:08:59Z'}, {'user': 'DrishyaaTravels', 'forked_at': '2024-09-08T18:27:41Z'}, {'user': 'thinhqdinh', 'forked_at': '2024-09-05T23:28:14Z'}, {'user': 'data-with-dan', 'forked_at': '2024-09-04T21:22:32Z'}]",33,30,13919883.666666666,True,True,61,0,15,"[{'user': 'y7kim', 'contributions': 33, 'location': 'Kitchener / Waterloo'}, {'user': 'febs', 'contributions': 4, 'location': None}, {'user': 'AlexisTM', 'contributions': 2, 'location': 'Brussels, Belgium'}, {'user': 'joshsamara', 'contributions': 2, 'location': None}, {'user': 'nilstgmd', 'contributions': 2, 'location': 'Hamburg, Germany'}, {'user': 'rodrigograca31', 'contributions': 2, 'location': 'Aveiro, Portugal'}, {'user': 'gexplorer', 'contributions': 2, 'location': 'Bilbao'}, {'user': 'gregorydgarcia', 'contributions': 2, 'location': 'Austin, TX'}, {'user': 'espinosa', 'contributions': 1, 'location': None}, {'user': 'jellysquider', 'contributions': 1, 'location': 'Sunnyvale, CA'}, {'user': 'JonathanWade', 'contributions': 1, 'location': None}, {'user': 'flyingL123', 'contributions': 1, 'location': None}, {'user': 'rajathkmp', 'contributions': 1, 'location': 'New York City'}, {'user': 'femontanha', 'contributions': 1, 'location': 'Brazil'}, {'user': 'TT--', 'contributions': 1, 'location': 'Ottawa, ON'}]"
datavisyn,datavisyn-anatomogram,False,,,0,0,[],0,9,11635.333333333334,True,True,42,0,1,"[{'user': 'sgratzl', 'contributions': 30, 'location': 'Austria'}]"
datavisyn,phovea_vis_scatterplot,False,,,1,0,[],0,1,,True,True,6,0,1,"[{'user': 'sgratzl', 'contributions': 6, 'location': 'Austria'}]"
datavisyn,snp_app,False,,,0,0,[],2,22,519197.76923076925,True,True,94,0,2,"[{'user': 'sgratzl', 'contributions': 75, 'location': 'Austria'}, {'user': 'mstreit', 'contributions': 1, 'location': 'Linz'}]"
datavisyn,scatterplot_htmlwidget,False,,,0,0,[],0,0,,True,True,4,0,1,"[{'user': 'sgratzl', 'contributions': 4, 'location': 'Austria'}]"
datavisyn,datavisyn_ui,False,,,0,0,[],0,0,,True,True,2,0,0,[]
datavisyn,docker_kubectl,False,,,0,0,[],0,0,,True,True,1,0,1,"[{'user': 'sgratzl', 'contributions': 1, 'location': 'Austria'}]"
