pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0ODk2OTMzNDk=,Fix typos in flag specification when running GenomeWarpSerial.,CLOSED,2016-10-17T20:10:49Z,2016-10-17T21:08:59Z,2016-10-17T21:08:59Z,,cmclean,https://github.com/verilylifesciences/genomewarp/pull/1
MDExOlB1bGxSZXF1ZXN0MTYwNzkzNTIy,Process gVCF file format natively.,MERGED,2018-01-02T20:02:52Z,2018-01-08T17:33:40Z,2018-01-08T17:33:40Z,2018-01-08T17:33:40Z,pietropino,https://github.com/verilylifesciences/genomewarp/pull/3
MDExOlB1bGxSZXF1ZXN0MjA5NTkyMDQz,Fragment the confident regions to improve sensitivity,MERGED,2018-08-20T17:34:15Z,2018-09-19T20:22:30Z,2018-09-19T20:22:30Z,2018-09-19T20:22:30Z,starostinak,https://github.com/verilylifesciences/genomewarp/pull/5
MDExOlB1bGxSZXF1ZXN0MjQ1OTQ3Njc2,Add support for chromosome-specific transformation,MERGED,2019-01-18T19:23:55Z,2019-01-22T17:50:28Z,2019-01-22T17:50:28Z,2019-01-22T17:50:28Z,cmclean,https://github.com/verilylifesciences/genomewarp/pull/7
MDExOlB1bGxSZXF1ZXN0MjQ3NTQzNTE1,Verify that input BED contains non-overlapping regions.,MERGED,2019-01-25T02:50:34Z,2019-01-28T18:24:25Z,2019-01-28T18:24:24Z,2019-01-28T18:24:24Z,cmclean,https://github.com/verilylifesciences/genomewarp/pull/8
MDExOlB1bGxSZXF1ZXN0NDQ1MTAwNTY0,Update guava.,MERGED,2020-07-07T02:16:42Z,2020-07-07T16:31:38Z,2020-07-07T16:31:38Z,2020-07-07T16:31:38Z,cmclean,https://github.com/verilylifesciences/genomewarp/pull/9
MDExOlB1bGxSZXF1ZXN0NTAyMDU0NDIx,Bump junit from 4.11 to 4.13.1,MERGED,2020-10-13T07:20:45Z,2020-10-13T16:55:42Z,2020-10-13T16:55:33Z,2020-10-13T16:55:33Z,dependabot,https://github.com/verilylifesciences/genomewarp/pull/10
PR_kwDOA_TuC84wrf5_,Bump protobuf-java from 3.0.0-beta-2 to 3.16.1,MERGED,2022-01-07T22:36:45Z,2022-01-10T16:14:52Z,2022-01-10T16:14:41Z,2022-01-10T16:14:41Z,dependabot,https://github.com/verilylifesciences/genomewarp/pull/11
PR_kwDOA_TuC85AK_rP,Bump protobuf-java from 3.16.1 to 3.16.3,MERGED,2022-10-04T23:43:59Z,2022-10-18T22:49:48Z,2022-10-18T22:49:39Z,2022-10-18T22:49:39Z,dependabot,https://github.com/verilylifesciences/genomewarp/pull/12
PR_kwDOA_TuC85ELWLQ,Bump htsjdk from 2.6.0 to 3.0.1,MERGED,2022-12-02T22:22:05Z,2022-12-07T08:52:11Z,2022-12-07T08:52:02Z,2022-12-07T08:52:02Z,dependabot,https://github.com/verilylifesciences/genomewarp/pull/13
PR_kwDOA_TuC85TCfru,Bump guava from 29.0-jre to 32.0.0-jre,MERGED,2023-06-14T22:28:49Z,2023-06-28T14:27:00Z,2023-06-28T14:26:51Z,2023-06-28T14:26:51Z,dependabot,https://github.com/verilylifesciences/genomewarp/pull/15
PR_kwDOA_TuC85UJod9,Update dependencies,MERGED,2023-06-28T14:43:23Z,2023-06-28T17:00:29Z,2023-06-28T17:00:28Z,2023-06-28T17:00:28Z,cmclean,https://github.com/verilylifesciences/genomewarp/pull/16
