pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0NjI0ODM1MDA=,Website roles,MERGED,2016-03-11T01:09:58Z,2016-03-11T01:15:01Z,2016-03-11T01:10:14Z,2016-03-11T01:10:14Z,taylorflatt,https://github.com/taylorflatt/distributed-genomic-assembly/pull/1
MDExOlB1bGxSZXF1ZXN0NjQyNTg5MzE=,Assembler wizard,MERGED,2016-03-27T06:43:05Z,2016-03-27T07:37:36Z,2016-03-27T07:35:00Z,2016-03-27T07:35:00Z,taylorflatt,https://github.com/taylorflatt/distributed-genomic-assembly/pull/2
MDExOlB1bGxSZXF1ZXN0Njc0MzIyNjQ=,Ssh connection,MERGED,2016-04-21T22:24:46Z,2016-05-04T17:27:38Z,2016-04-21T22:26:09Z,2016-04-21T22:26:09Z,taylorflatt,https://github.com/taylorflatt/distributed-genomic-assembly/pull/3
MDExOlB1bGxSZXF1ZXN0NjgxMjExODk=,Update job,MERGED,2016-04-27T20:41:58Z,2016-04-27T20:42:04Z,2016-04-27T20:42:04Z,2016-04-27T20:42:04Z,taylorflatt,https://github.com/taylorflatt/distributed-genomic-assembly/pull/4
MDExOlB1bGxSZXF1ZXN0Njg5MTYwNzY=,Update job,MERGED,2016-05-04T19:15:16Z,2016-05-07T16:37:51Z,2016-05-04T19:15:21Z,2016-05-04T19:15:21Z,taylorflatt,https://github.com/taylorflatt/distributed-genomic-assembly/pull/5
MDExOlB1bGxSZXF1ZXN0NjkyNDY0NDU=,Fixed some logic in the main method.,MERGED,2016-05-07T16:40:21Z,2016-05-07T16:40:33Z,2016-05-07T16:40:33Z,2016-05-07T16:40:33Z,taylorflatt,https://github.com/taylorflatt/distributed-genomic-assembly/pull/6
MDExOlB1bGxSZXF1ZXN0NjkyNzE4Njc=,Step descriptions,MERGED,2016-05-08T15:41:45Z,2016-05-09T20:36:34Z,2016-05-08T15:41:53Z,2016-05-08T15:41:53Z,taylorflatt,https://github.com/taylorflatt/distributed-genomic-assembly/pull/7
MDExOlB1bGxSZXF1ZXN0NjkyODM0NTA=,Unique dawg tag,MERGED,2016-05-08T23:36:55Z,2016-05-13T22:24:34Z,2016-05-08T23:37:10Z,2016-05-08T23:37:10Z,taylorflatt,https://github.com/taylorflatt/distributed-genomic-assembly/pull/8
MDExOlB1bGxSZXF1ZXN0NjkyODM3NTk=,Fixed a few display issues with the manage roles.,MERGED,2016-05-08T23:50:17Z,2016-05-13T22:24:34Z,2016-05-09T00:02:39Z,2016-05-09T00:02:39Z,taylorflatt,https://github.com/taylorflatt/distributed-genomic-assembly/pull/9
MDExOlB1bGxSZXF1ZXN0Njk1NzIzMjU=,Data source revamp,MERGED,2016-05-10T20:29:03Z,2016-05-10T20:29:10Z,2016-05-10T20:29:09Z,2016-05-10T20:29:09Z,taylorflatt,https://github.com/taylorflatt/distributed-genomic-assembly/pull/10
MDExOlB1bGxSZXF1ZXN0NzAwNzIxNzM=,Added error checking to the URLs,MERGED,2016-05-13T23:32:37Z,2016-05-13T23:32:44Z,2016-05-13T23:32:44Z,2016-05-13T23:32:44Z,taylorflatt,https://github.com/taylorflatt/distributed-genomic-assembly/pull/11
