|                                  Search Query                                   |                    Repository Name                    |                              full_name                               |                                           URL                                           |                                                                                                                                                                      Description                                                                                                                                                                      |   Stars |   Forks |     Language     |   Issues |      Created At      |      Updated At      |  Default Branch  |                                                                               License                                                                                |                             Topics                             |  Private  |
|:-------------------------------------------------------------------------------:|:-----------------------------------------------------:|:--------------------------------------------------------------------:|:---------------------------------------------------------------------------------------:|:-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------:|--------:|--------:|:----------------:|---------:|:--------------------:|:--------------------:|:----------------:|:--------------------------------------------------------------------------------------------------------------------------------------------------------------------:|:--------------------------------------------------------------:|:---------:|
| {'q': 'genom multiple alignments', 'sort': 'stars', 'order': 'desc', 'page': 1} |                      genomeview                       |                        GenomeView/genomeview                         |                        https://github.com/GenomeView/genomeview                         |                           GenomeView is a stand-alone genome browser and editor. It provides interactive visualization of sequences, annotation, multiple alignments, syntenic mappings, short read alignments and more. Many standard file formats are supported and new functionality can be added using a plugin system.                           |       8 |       2 |       Java       |        4 | 2016-02-16T19:28:13Z | 2024-11-08T07:31:30Z |      master      | {'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='} |                               []                               |   False   |
| {'q': 'genom multiple alignments', 'sort': 'stars', 'order': 'desc', 'page': 1} | Computational_Genomics_DNASequenceAssembly_Project-V1 | metehansozenli/Computational_Genomics_DNASequenceAssembly_Project-V1 | https://github.com/metehansozenli/Computational_Genomics_DNASequenceAssembly_Project-V1 |                                                                                                                                                        Overlap, Layout, and Multiple Alignment                                                                                                                                                        |       2 |       0 |       Java       |        0 | 2022-06-01T21:33:01Z | 2024-01-23T22:18:44Z |       main       |                                                                                                                                                                      |                               []                               |   False   |
| {'q': 'genom multiple alignments', 'sort': 'stars', 'order': 'desc', 'page': 1} |                   genome-alignment                    |                      rrando10/genome-alignment                       |                      https://github.com/rrando10/genome-alignment                       |                                                                                                                        Multiple python implementations that compute the global, local, and end-gap free alignments of genomes.                                                                                                                        |       1 |       0 |      Python      |        0 | 2020-01-15T18:41:41Z | 2020-01-15T19:50:39Z |      master      |                                                                                                                                                                      |  ['bioinformatics', 'genetics', 'genome', 'genome-alignment']  |   False   |
| {'q': 'genom multiple alignments', 'sort': 'stars', 'order': 'desc', 'page': 1} |                Genomic_MSA_Transformer                |                 EmaadKhwaja/Genomic_MSA_Transformer                  |                 https://github.com/EmaadKhwaja/Genomic_MSA_Transformer                  |                                                                                                                                              DNA sequences in a multiple sequence alignment transformer.                                                                                                                                              |       1 |       1 | Jupyter Notebook |        0 | 2023-07-16T04:18:38Z | 2024-04-09T13:17:10Z |       main       |                                                                                                                                                                      |                               []                               |   False   |
| {'q': 'genom multiple alignments', 'sort': 'stars', 'order': 'desc', 'page': 1} |                         GAMA                          |                          JanProchaazka/GAMA                          |                          https://github.com/JanProchaazka/GAMA                          |                                                                                                                              Global Affine Multiple Alignment of genoms = Global Affine Alignment of more then 2 genoms                                                                                                                               |       0 |       0 |      Python      |        0 | 2017-08-18T17:36:17Z | 2017-08-18T18:42:15Z |      master      |                                                                                                                                                                      |                               []                               |   False   |
| {'q': 'genom multiple alignments', 'sort': 'stars', 'order': 'desc', 'page': 1} |                Genomic_MSA_Transformer                |               lucaswaldburger/Genomic_MSA_Transformer                |               https://github.com/lucaswaldburger/Genomic_MSA_Transformer                |                                                                                                                                              DNA sequences in a multiple sequence alignment transformer.                                                                                                                                              |       0 |       0 | Jupyter Notebook |        0 | 2024-04-12T00:10:04Z | 2024-04-12T00:24:54Z |       main       |                                                                                                                                                                      |                               []                               |   False   |
| {'q': 'genom multiple alignments', 'sort': 'stars', 'order': 'desc', 'page': 1} |                Computational-Genomics                 |                  SiboLassie/Computational-Genomics                   |                  https://github.com/SiboLassie/Computational-Genomics                   |                                                                                                            A Java Project of Computational Genomics that contain: Pairwise sequence alignment, Phylogeny and Multiple sequence alignment.                                                                                                             |       0 |       0 |       Java       |        0 | 2021-03-18T17:27:01Z | 2021-03-22T17:01:09Z |       main       |                                                                                                                                                                      |                               []                               |   False   |
| {'q': 'genom multiple alignments', 'sort': 'stars', 'order': 'desc', 'page': 1} |                      genomestore                      |                         darlliu/genomestore                          |                         https://github.com/darlliu/genomestore                          |                                                                       A centralized (embedded) solution for storing, retrieving, and performing analysis of genome resources, including but not limited to annotated sequences, multiple species alignments and polymorphisms.                                                                        |       0 |       0 |       C++        |        6 | 2018-09-30T21:11:39Z | 2019-04-02T04:50:22Z |      master      | {'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='} |                               []                               |   False   |
| {'q': 'genom multiple alignments', 'sort': 'stars', 'order': 'desc', 'page': 1} |      Mauve-alignment-of-four-Bartonella-genomes       |     Aria-Dolatabadian/Mauve-alignment-of-four-Bartonella-genomes     |     https://github.com/Aria-Dolatabadian/Mauve-alignment-of-four-Bartonella-genomes     |                                                                                                 Mauve is a system for constructing multiple genome alignments in the presence of large-scale evolutionary events such as rearrangement and inversion.                                                                                                 |       0 |       0 |        R         |        0 | 2023-02-24T07:28:54Z | 2023-02-28T06:46:21Z |       main       |                                                                                                                                                                      |                               []                               |   False   |
