pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MjQ5ODQ3MDc1,Wrapping up the creation of chromosome images.,MERGED,2019-02-03T00:37:53Z,2019-02-03T00:38:19Z,2019-02-03T00:38:19Z,2019-02-03T00:38:19Z,DSuveges,https://github.com/DSuveges/GenomePlotter/pull/1
MDExOlB1bGxSZXF1ZXN0MjkzNTY0MzYx,Add annotation,MERGED,2019-07-02T03:03:47Z,2019-07-02T03:03:55Z,2019-07-02T03:03:55Z,2019-07-02T03:03:55Z,DSuveges,https://github.com/DSuveges/GenomePlotter/pull/2
MDExOlB1bGxSZXF1ZXN0MzIzNjc4NjUw,Some outstanding changes. Might not be important.,MERGED,2019-10-02T10:09:46Z,2021-06-12T13:27:25Z,2019-10-02T10:09:55Z,2019-10-02T10:09:55Z,DSuveges,https://github.com/DSuveges/GenomePlotter/pull/3
MDExOlB1bGxSZXF1ZXN0NDY1MjI3NDMy,Source versioning,MERGED,2020-08-10T00:43:57Z,2021-06-12T13:27:24Z,2020-08-10T00:44:43Z,2020-08-10T00:44:43Z,DSuveges,https://github.com/DSuveges/GenomePlotter/pull/4
MDExOlB1bGxSZXF1ZXN0NjY4ODY4ODEy,Adding legend,MERGED,2021-06-12T13:27:05Z,2021-12-04T20:06:37Z,2021-06-12T13:27:12Z,2021-06-12T13:27:12Z,DSuveges,https://github.com/DSuveges/GenomePlotter/pull/11
MDExOlB1bGxSZXF1ZXN0NjY4OTcxNDcy,Add a Codacy badge to README.md,CLOSED,2021-06-13T00:51:17Z,2021-06-15T20:09:12Z,2021-06-15T20:09:12Z,,codacy-badger,https://github.com/DSuveges/GenomePlotter/pull/12
MDExOlB1bGxSZXF1ZXN0NjY5MDcxNDY0,Codesmell refactor,MERGED,2021-06-13T15:28:15Z,2021-12-04T20:05:41Z,2021-06-13T15:43:30Z,2021-06-13T15:43:30Z,DSuveges,https://github.com/DSuveges/GenomePlotter/pull/13
MDExOlB1bGxSZXF1ZXN0NjY5MTIyMTQ4,Updating functions,MERGED,2021-06-13T22:06:39Z,2021-12-04T20:05:40Z,2021-06-20T22:16:31Z,2021-06-20T22:16:31Z,DSuveges,https://github.com/DSuveges/GenomePlotter/pull/14
MDExOlB1bGxSZXF1ZXN0Njc0OTI3ODUx,Color-coded heat maps for a custom gene,MERGED,2021-06-21T22:11:54Z,2021-07-07T19:03:07Z,2021-07-07T19:03:07Z,2021-07-07T19:03:07Z,DSuveges,https://github.com/DSuveges/GenomePlotter/pull/16
MDExOlB1bGxSZXF1ZXN0Njc5NjI2MDA0,Update GENCODE parser to generate file for the arrows plot,CLOSED,2021-06-29T06:17:53Z,2021-06-29T07:11:19Z,2021-06-29T06:59:34Z,,DSuveges,https://github.com/DSuveges/GenomePlotter/pull/18
MDExOlB1bGxSZXF1ZXN0Njc5NjY4NTc3,Gencode update,MERGED,2021-06-29T07:21:28Z,2021-12-04T20:05:39Z,2021-07-04T20:00:29Z,2021-07-04T20:00:29Z,DSuveges,https://github.com/DSuveges/GenomePlotter/pull/19
PR_kwDOA1a44M56OnoW,"feat: introducing poetry, pre-commits",MERGED,2024-09-03T08:11:44Z,2024-09-03T13:46:39Z,2024-09-03T13:46:35Z,2024-09-03T13:46:35Z,DSuveges,https://github.com/DSuveges/GenomePlotter/pull/20
PR_kwDOA1a44M56Q8wd,Refactor,OPEN,2024-09-03T13:28:46Z,2024-09-03T13:28:46Z,,,DSuveges,https://github.com/DSuveges/GenomePlotter/pull/21
PR_kwDOA1a44M6As-u3,feat: migrate configuration management to dataclasses,MERGED,2024-11-02T16:47:59Z,2024-11-02T20:22:53Z,2024-11-02T20:22:46Z,2024-11-02T20:22:46Z,DSuveges,https://github.com/DSuveges/GenomePlotter/pull/22
PR_kwDOA1a44M6C4Fb7,Bump tornado from 6.4.1 to 6.4.2,OPEN,2024-11-22T22:33:19Z,2024-11-22T22:33:20Z,,,dependabot,https://github.com/DSuveges/GenomePlotter/pull/23
