pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MTI1Mjg0NjM1,Add tripal tools,MERGED,2017-06-13T06:07:28Z,2017-06-13T15:27:56Z,2017-06-13T15:27:56Z,2017-06-13T15:27:56Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/8
MDExOlB1bGxSZXF1ZXN0MTI3MjM2Nzg0,Small fixes,MERGED,2017-06-23T15:51:19Z,2017-06-23T17:20:50Z,2017-06-23T17:20:50Z,2017-06-23T17:20:50Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/9
MDExOlB1bGxSZXF1ZXN0MTI3MzcyMzYw,New option to disable constant chmoding + doc for tripal env var,MERGED,2017-06-25T18:01:09Z,2017-06-29T14:36:28Z,2017-06-29T14:36:28Z,2017-06-29T14:36:28Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/10
MDExOlB1bGxSZXF1ZXN0MTI4MTE2ODAw,Added prokka to the tool list and readme,MERGED,2017-06-29T10:21:46Z,2017-06-30T09:40:41Z,2017-06-29T14:35:27Z,2017-06-29T14:35:27Z,Slugger70,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/12
MDExOlB1bGxSZXF1ZXN0MTI4MTM2MTg5,moved to quay?,MERGED,2017-06-29T12:12:41Z,2017-06-29T14:37:16Z,2017-06-29T14:37:16Z,2017-06-29T14:37:16Z,nathandunn,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/13
MDExOlB1bGxSZXF1ZXN0MTI4MzMyMTAz,small fixes for tools,MERGED,2017-06-30T09:40:03Z,2017-12-15T15:44:03Z,2017-06-30T12:25:01Z,2017-06-30T12:25:01Z,bgruening,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/14
MDExOlB1bGxSZXF1ZXN0MTQwMzU1NzY0,Install tools from toolshed,MERGED,2017-09-11T14:54:04Z,2017-09-12T10:29:32Z,2017-09-12T10:18:01Z,2017-09-12T10:18:01Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/22
MDExOlB1bGxSZXF1ZXN0MTUyNTQ1OTYw,Add some new/updated iuc tools,MERGED,2017-11-14T16:04:49Z,2017-12-17T16:14:26Z,2017-12-07T13:54:07Z,2017-12-07T13:54:07Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/23
MDExOlB1bGxSZXF1ZXN0MTU4ODc0MjI4,Reduce image size,MERGED,2017-12-18T10:12:55Z,2017-12-18T11:01:54Z,2017-12-18T11:01:54Z,2017-12-18T11:01:54Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/24
MDExOlB1bGxSZXF1ZXN0MTkzMDc5Mjcx,Update GMOD to 18.05,MERGED,2018-06-06T16:58:40Z,2018-06-07T08:11:42Z,2018-06-06T17:32:53Z,2018-06-06T17:32:53Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/25
MDExOlB1bGxSZXF1ZXN0MTkzMDgwMTEy,Update master to 18.05,MERGED,2018-06-06T17:02:06Z,2018-06-06T17:59:47Z,2018-06-06T17:59:47Z,2018-06-06T17:59:47Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/26
MDExOlB1bGxSZXF1ZXN0MTk2NDQxMjY2,Add chado tools (gmod branch),MERGED,2018-06-21T12:51:08Z,2018-06-21T13:25:15Z,2018-06-21T13:25:15Z,2018-06-21T13:25:15Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/27
MDExOlB1bGxSZXF1ZXN0MTk2NDQxOTc0,Add chado tools (master branch),MERGED,2018-06-21T12:53:30Z,2018-06-21T15:29:22Z,2018-06-21T13:50:27Z,2018-06-21T13:50:27Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/28
MDExOlB1bGxSZXF1ZXN0MjQyOTA5MDYw,Update gmod branch to 18.09,MERGED,2019-01-08T09:35:36Z,2019-01-08T11:11:41Z,2019-01-08T11:11:41Z,2019-01-08T11:11:41Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/30
MDExOlB1bGxSZXF1ZXN0MjQyOTIwNzMy,Update master to 18.09,MERGED,2019-01-08T10:14:00Z,2019-01-08T11:11:37Z,2019-01-08T11:11:37Z,2019-01-08T11:11:37Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/31
MDExOlB1bGxSZXF1ZXN0MjQ1MTUxNjA2,Skip the install of a few big conda env,MERGED,2019-01-16T13:45:02Z,2019-01-18T14:10:48Z,2019-01-18T09:52:39Z,2019-01-18T09:52:39Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/32
MDExOlB1bGxSZXF1ZXN0MjQ1ODU3OTQ4,Use the iuc cdhit wrapper,MERGED,2019-01-18T14:12:08Z,2019-01-18T14:20:29Z,2019-01-18T14:19:11Z,2019-01-18T14:19:11Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/33
MDExOlB1bGxSZXF1ZXN0MjU3NzM2ODQx,19.01 release,MERGED,2019-03-03T13:34:30Z,2019-03-15T10:09:52Z,2019-03-04T08:02:13Z,2019-03-04T08:02:12Z,bgruening,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/34
MDExOlB1bGxSZXF1ZXN0MjU4MjY3Njg2,Update to 19.01,MERGED,2019-03-05T10:29:00Z,2019-03-15T10:09:49Z,2019-03-05T11:51:18Z,2019-03-05T11:51:18Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/35
MDExOlB1bGxSZXF1ZXN0MzI1MjAzNTk1,Update to 19.05,MERGED,2019-10-07T09:20:46Z,2019-10-07T11:37:03Z,2019-10-07T11:37:02Z,2019-10-07T11:37:02Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/36
MDExOlB1bGxSZXF1ZXN0MzczNTE0MTUz,Update to 19.09,MERGED,2020-02-11T07:42:40Z,2020-02-12T10:10:55Z,2020-02-12T10:10:48Z,2020-02-12T10:10:48Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/37
MDExOlB1bGxSZXF1ZXN0NDQxNDQxNzMx,Update to 20.05,MERGED,2020-06-29T14:09:56Z,2020-07-06T11:59:38Z,2020-07-06T11:59:38Z,2020-07-06T11:59:38Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/38
MDExOlB1bGxSZXF1ZXN0NjE2Njg3ODQy,Update to 20.09,MERGED,2021-04-16T09:31:23Z,2021-04-20T08:30:01Z,2021-04-20T08:30:01Z,2021-04-20T08:30:01Z,abretaud,https://github.com/galaxy-genome-annotation/docker-galaxy-genome-annotation/pull/39
