pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0NjczMjk1NQ==,Updated web page,MERGED,2013-07-04T14:32:06Z,2014-07-30T14:57:48Z,2013-07-04T14:33:28Z,2013-07-04T14:33:28Z,satta,https://github.com/genometools/genometools/pull/1
MDExOlB1bGxSZXF1ZXN0NjczNDI1Mw==,README.md skeleton,MERGED,2013-07-04T15:31:32Z,2014-07-28T16:31:29Z,2013-07-04T15:34:09Z,2013-07-04T15:34:09Z,gordon,https://github.com/genometools/genometools/pull/2
MDExOlB1bGxSZXF1ZXN0NjczNDc2OA==,Added documentation,MERGED,2013-07-04T15:56:49Z,2014-07-30T02:18:49Z,2013-07-04T16:05:15Z,2013-07-04T16:05:15Z,satta,https://github.com/genometools/genometools/pull/3
MDExOlB1bGxSZXF1ZXN0NjczNTIxMw==,README.md: explain contribution process in more detail,MERGED,2013-07-04T16:22:30Z,2013-09-25T15:38:14Z,2013-07-04T16:31:02Z,2013-07-04T16:31:02Z,gordon,https://github.com/genometools/genometools/pull/4
MDExOlB1bGxSZXF1ZXN0NjczNjY2Mg==,add gthbssmbuild to dev tools,MERGED,2013-07-04T18:22:08Z,2013-07-08T09:37:08Z,2013-07-04T19:00:54Z,2013-07-04T19:00:54Z,gordon,https://github.com/genometools/genometools/pull/5
MDExOlB1bGxSZXF1ZXN0Njc0NzEwNA==,Update issue tracker and code browser links.,MERGED,2013-07-05T12:15:04Z,2013-09-18T20:40:45Z,2013-07-05T13:51:42Z,2013-07-05T13:51:42Z,satta,https://github.com/genometools/genometools/pull/6
MDExOlB1bGxSZXF1ZXN0Njc2NjY2Mw==,Gthbssm,MERGED,2013-07-07T19:03:20Z,2014-10-28T16:27:11Z,2013-07-08T19:52:03Z,2013-07-08T19:52:03Z,gordon,https://github.com/genometools/genometools/pull/7
MDExOlB1bGxSZXF1ZXN0Njc3NzYyNQ==,Editops,CLOSED,2013-07-08T13:25:42Z,2013-07-09T14:19:00Z,2013-07-08T13:40:24Z,,Garonenur,https://github.com/genometools/genometools/pull/9
MDExOlB1bGxSZXF1ZXN0Njc3ODIxNg==,Editops,MERGED,2013-07-08T13:49:37Z,2014-06-18T03:47:47Z,2013-07-08T16:56:04Z,2013-07-08T16:56:03Z,Garonenur,https://github.com/genometools/genometools/pull/10
MDExOlB1bGxSZXF1ZXN0Njc3OTAxOA==,refactor of GtSeqabstract,MERGED,2013-07-08T14:19:40Z,2014-07-03T16:25:28Z,2013-07-09T10:38:12Z,2013-07-09T10:38:12Z,Garonenur,https://github.com/genometools/genometools/pull/11
MDExOlB1bGxSZXF1ZXN0Njc4NDUxNg==,rename development process related stuff,MERGED,2013-07-08T17:41:37Z,2014-10-28T16:27:14Z,2013-07-08T19:55:28Z,2013-07-08T19:55:28Z,gordon,https://github.com/genometools/genometools/pull/12
MDExOlB1bGxSZXF1ZXN0NjgwNjcwNA==,fix floating point problems in hmm class,CLOSED,2013-07-09T13:57:13Z,2013-07-10T14:38:41Z,2013-07-09T14:01:45Z,,Garonenur,https://github.com/genometools/genometools/pull/15
MDExOlB1bGxSZXF1ZXN0NjgwNjgyMQ==,First attempt at an improved API for getting sequence ranges,MERGED,2013-07-09T14:00:59Z,2014-07-02T21:07:18Z,2013-07-09T14:15:54Z,2013-07-09T14:15:54Z,standage,https://github.com/genometools/genometools/pull/16
MDExOlB1bGxSZXF1ZXN0NjgwNzM5OQ==,Hmm 32bit,CLOSED,2013-07-09T14:20:20Z,2014-07-09T10:19:18Z,2013-07-09T16:35:07Z,,Garonenur,https://github.com/genometools/genometools/pull/17
MDExOlB1bGxSZXF1ZXN0NjgwODgzNQ==,add `gt_feature_index_get_orig_range_for_seqid()`,MERGED,2013-07-09T15:06:01Z,2014-07-02T05:51:00Z,2013-07-09T20:13:27Z,2013-07-09T20:13:27Z,satta,https://github.com/genometools/genometools/pull/18
