repo_owner,repo_name,contributor_login,contributions,login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,user_view_type,site_admin,contributions
nf-core,viralrecon,drpatelh,2287,drpatelh,23529759,MDQ6VXNlcjIzNTI5NzU5,https://avatars.githubusercontent.com/u/23529759?v=4,,https://api.github.com/users/drpatelh,https://github.com/drpatelh,https://api.github.com/users/drpatelh/followers,https://api.github.com/users/drpatelh/following{/other_user},https://api.github.com/users/drpatelh/gists{/gist_id},https://api.github.com/users/drpatelh/starred{/owner}{/repo},https://api.github.com/users/drpatelh/subscriptions,https://api.github.com/users/drpatelh/orgs,https://api.github.com/users/drpatelh/repos,https://api.github.com/users/drpatelh/events{/privacy},https://api.github.com/users/drpatelh/received_events,User,public,False,2287
nf-core,viralrecon,saramonzon,158,saramonzon,3480206,MDQ6VXNlcjM0ODAyMDY=,https://avatars.githubusercontent.com/u/3480206?v=4,,https://api.github.com/users/saramonzon,https://github.com/saramonzon,https://api.github.com/users/saramonzon/followers,https://api.github.com/users/saramonzon/following{/other_user},https://api.github.com/users/saramonzon/gists{/gist_id},https://api.github.com/users/saramonzon/starred{/owner}{/repo},https://api.github.com/users/saramonzon/subscriptions,https://api.github.com/users/saramonzon/orgs,https://api.github.com/users/saramonzon/repos,https://api.github.com/users/saramonzon/events{/privacy},https://api.github.com/users/saramonzon/received_events,User,public,False,158
nf-core,viralrecon,svarona,155,svarona,25959991,MDQ6VXNlcjI1OTU5OTkx,https://avatars.githubusercontent.com/u/25959991?v=4,,https://api.github.com/users/svarona,https://github.com/svarona,https://api.github.com/users/svarona/followers,https://api.github.com/users/svarona/following{/other_user},https://api.github.com/users/svarona/gists{/gist_id},https://api.github.com/users/svarona/starred{/owner}{/repo},https://api.github.com/users/svarona/subscriptions,https://api.github.com/users/svarona/orgs,https://api.github.com/users/svarona/repos,https://api.github.com/users/svarona/events{/privacy},https://api.github.com/users/svarona/received_events,User,public,False,155
nf-core,viralrecon,JoseEspinosa,66,JoseEspinosa,6224346,MDQ6VXNlcjYyMjQzNDY=,https://avatars.githubusercontent.com/u/6224346?v=4,,https://api.github.com/users/JoseEspinosa,https://github.com/JoseEspinosa,https://api.github.com/users/JoseEspinosa/followers,https://api.github.com/users/JoseEspinosa/following{/other_user},https://api.github.com/users/JoseEspinosa/gists{/gist_id},https://api.github.com/users/JoseEspinosa/starred{/owner}{/repo},https://api.github.com/users/JoseEspinosa/subscriptions,https://api.github.com/users/JoseEspinosa/orgs,https://api.github.com/users/JoseEspinosa/repos,https://api.github.com/users/JoseEspinosa/events{/privacy},https://api.github.com/users/JoseEspinosa/received_events,User,public,False,66
nf-core,viralrecon,maxulysse,22,maxulysse,1019628,MDQ6VXNlcjEwMTk2Mjg=,https://avatars.githubusercontent.com/u/1019628?v=4,,https://api.github.com/users/maxulysse,https://github.com/maxulysse,https://api.github.com/users/maxulysse/followers,https://api.github.com/users/maxulysse/following{/other_user},https://api.github.com/users/maxulysse/gists{/gist_id},https://api.github.com/users/maxulysse/starred{/owner}{/repo},https://api.github.com/users/maxulysse/subscriptions,https://api.github.com/users/maxulysse/orgs,https://api.github.com/users/maxulysse/repos,https://api.github.com/users/maxulysse/events{/privacy},https://api.github.com/users/maxulysse/received_events,User,public,False,22
nf-core,viralrecon,nf-core-bot,20,nf-core-bot,42236957,MDQ6VXNlcjQyMjM2OTU3,https://avatars.githubusercontent.com/u/42236957?v=4,,https://api.github.com/users/nf-core-bot,https://github.com/nf-core-bot,https://api.github.com/users/nf-core-bot/followers,https://api.github.com/users/nf-core-bot/following{/other_user},https://api.github.com/users/nf-core-bot/gists{/gist_id},https://api.github.com/users/nf-core-bot/starred{/owner}{/repo},https://api.github.com/users/nf-core-bot/subscriptions,https://api.github.com/users/nf-core-bot/orgs,https://api.github.com/users/nf-core-bot/repos,https://api.github.com/users/nf-core-bot/events{/privacy},https://api.github.com/users/nf-core-bot/received_events,User,public,False,20
nf-core,viralrecon,heuermh,18,heuermh,35293,MDQ6VXNlcjM1Mjkz,https://avatars.githubusercontent.com/u/35293?v=4,,https://api.github.com/users/heuermh,https://github.com/heuermh,https://api.github.com/users/heuermh/followers,https://api.github.com/users/heuermh/following{/other_user},https://api.github.com/users/heuermh/gists{/gist_id},https://api.github.com/users/heuermh/starred{/owner}{/repo},https://api.github.com/users/heuermh/subscriptions,https://api.github.com/users/heuermh/orgs,https://api.github.com/users/heuermh/repos,https://api.github.com/users/heuermh/events{/privacy},https://api.github.com/users/heuermh/received_events,User,public,False,18
nf-core,viralrecon,antunderwood,16,antunderwood,423,MDQ6VXNlcjQyMw==,https://avatars.githubusercontent.com/u/423?v=4,,https://api.github.com/users/antunderwood,https://github.com/antunderwood,https://api.github.com/users/antunderwood/followers,https://api.github.com/users/antunderwood/following{/other_user},https://api.github.com/users/antunderwood/gists{/gist_id},https://api.github.com/users/antunderwood/starred{/owner}{/repo},https://api.github.com/users/antunderwood/subscriptions,https://api.github.com/users/antunderwood/orgs,https://api.github.com/users/antunderwood/repos,https://api.github.com/users/antunderwood/events{/privacy},https://api.github.com/users/antunderwood/received_events,User,public,False,16
nf-core,viralrecon,ggabernet,15,ggabernet,3973503,MDQ6VXNlcjM5NzM1MDM=,https://avatars.githubusercontent.com/u/3973503?v=4,,https://api.github.com/users/ggabernet,https://github.com/ggabernet,https://api.github.com/users/ggabernet/followers,https://api.github.com/users/ggabernet/following{/other_user},https://api.github.com/users/ggabernet/gists{/gist_id},https://api.github.com/users/ggabernet/starred{/owner}{/repo},https://api.github.com/users/ggabernet/subscriptions,https://api.github.com/users/ggabernet/orgs,https://api.github.com/users/ggabernet/repos,https://api.github.com/users/ggabernet/events{/privacy},https://api.github.com/users/ggabernet/received_events,User,public,False,15
nf-core,viralrecon,ewels,7,ewels,465550,MDQ6VXNlcjQ2NTU1MA==,https://avatars.githubusercontent.com/u/465550?v=4,,https://api.github.com/users/ewels,https://github.com/ewels,https://api.github.com/users/ewels/followers,https://api.github.com/users/ewels/following{/other_user},https://api.github.com/users/ewels/gists{/gist_id},https://api.github.com/users/ewels/starred{/owner}{/repo},https://api.github.com/users/ewels/subscriptions,https://api.github.com/users/ewels/orgs,https://api.github.com/users/ewels/repos,https://api.github.com/users/ewels/events{/privacy},https://api.github.com/users/ewels/received_events,User,public,False,7
nf-core,viralrecon,MiguelJulia,5,MiguelJulia,15030583,MDQ6VXNlcjE1MDMwNTgz,https://avatars.githubusercontent.com/u/15030583?v=4,,https://api.github.com/users/MiguelJulia,https://github.com/MiguelJulia,https://api.github.com/users/MiguelJulia/followers,https://api.github.com/users/MiguelJulia/following{/other_user},https://api.github.com/users/MiguelJulia/gists{/gist_id},https://api.github.com/users/MiguelJulia/starred{/owner}{/repo},https://api.github.com/users/MiguelJulia/subscriptions,https://api.github.com/users/MiguelJulia/orgs,https://api.github.com/users/MiguelJulia/repos,https://api.github.com/users/MiguelJulia/events{/privacy},https://api.github.com/users/MiguelJulia/received_events,User,public,False,5
nf-core,viralrecon,stevekm,4,stevekm,10505524,MDQ6VXNlcjEwNTA1NTI0,https://avatars.githubusercontent.com/u/10505524?v=4,,https://api.github.com/users/stevekm,https://github.com/stevekm,https://api.github.com/users/stevekm/followers,https://api.github.com/users/stevekm/following{/other_user},https://api.github.com/users/stevekm/gists{/gist_id},https://api.github.com/users/stevekm/starred{/owner}{/repo},https://api.github.com/users/stevekm/subscriptions,https://api.github.com/users/stevekm/orgs,https://api.github.com/users/stevekm/repos,https://api.github.com/users/stevekm/events{/privacy},https://api.github.com/users/stevekm/received_events,User,public,False,4
nf-core,viralrecon,tavareshugo,3,tavareshugo,10832356,MDQ6VXNlcjEwODMyMzU2,https://avatars.githubusercontent.com/u/10832356?v=4,,https://api.github.com/users/tavareshugo,https://github.com/tavareshugo,https://api.github.com/users/tavareshugo/followers,https://api.github.com/users/tavareshugo/following{/other_user},https://api.github.com/users/tavareshugo/gists{/gist_id},https://api.github.com/users/tavareshugo/starred{/owner}{/repo},https://api.github.com/users/tavareshugo/subscriptions,https://api.github.com/users/tavareshugo/orgs,https://api.github.com/users/tavareshugo/repos,https://api.github.com/users/tavareshugo/events{/privacy},https://api.github.com/users/tavareshugo/received_events,User,public,False,3
nf-core,viralrecon,FriederikeHanssen,2,FriederikeHanssen,12273093,MDQ6VXNlcjEyMjczMDkz,https://avatars.githubusercontent.com/u/12273093?v=4,,https://api.github.com/users/FriederikeHanssen,https://github.com/FriederikeHanssen,https://api.github.com/users/FriederikeHanssen/followers,https://api.github.com/users/FriederikeHanssen/following{/other_user},https://api.github.com/users/FriederikeHanssen/gists{/gist_id},https://api.github.com/users/FriederikeHanssen/starred{/owner}{/repo},https://api.github.com/users/FriederikeHanssen/subscriptions,https://api.github.com/users/FriederikeHanssen/orgs,https://api.github.com/users/FriederikeHanssen/repos,https://api.github.com/users/FriederikeHanssen/events{/privacy},https://api.github.com/users/FriederikeHanssen/received_events,User,public,False,2
nf-core,viralrecon,ErikaKvalem,2,ErikaKvalem,39902241,MDQ6VXNlcjM5OTAyMjQx,https://avatars.githubusercontent.com/u/39902241?v=4,,https://api.github.com/users/ErikaKvalem,https://github.com/ErikaKvalem,https://api.github.com/users/ErikaKvalem/followers,https://api.github.com/users/ErikaKvalem/following{/other_user},https://api.github.com/users/ErikaKvalem/gists{/gist_id},https://api.github.com/users/ErikaKvalem/starred{/owner}{/repo},https://api.github.com/users/ErikaKvalem/subscriptions,https://api.github.com/users/ErikaKvalem/orgs,https://api.github.com/users/ErikaKvalem/repos,https://api.github.com/users/ErikaKvalem/events{/privacy},https://api.github.com/users/ErikaKvalem/received_events,User,public,False,2
nf-core,viralrecon,ktrns,1,ktrns,9417927,MDQ6VXNlcjk0MTc5Mjc=,https://avatars.githubusercontent.com/u/9417927?v=4,,https://api.github.com/users/ktrns,https://github.com/ktrns,https://api.github.com/users/ktrns/followers,https://api.github.com/users/ktrns/following{/other_user},https://api.github.com/users/ktrns/gists{/gist_id},https://api.github.com/users/ktrns/starred{/owner}{/repo},https://api.github.com/users/ktrns/subscriptions,https://api.github.com/users/ktrns/orgs,https://api.github.com/users/ktrns/repos,https://api.github.com/users/ktrns/events{/privacy},https://api.github.com/users/ktrns/received_events,User,public,False,1
nf-core,viralrecon,mattheww95,1,mattheww95,76452933,MDQ6VXNlcjc2NDUyOTMz,https://avatars.githubusercontent.com/u/76452933?v=4,,https://api.github.com/users/mattheww95,https://github.com/mattheww95,https://api.github.com/users/mattheww95/followers,https://api.github.com/users/mattheww95/following{/other_user},https://api.github.com/users/mattheww95/gists{/gist_id},https://api.github.com/users/mattheww95/starred{/owner}{/repo},https://api.github.com/users/mattheww95/subscriptions,https://api.github.com/users/mattheww95/orgs,https://api.github.com/users/mattheww95/repos,https://api.github.com/users/mattheww95/events{/privacy},https://api.github.com/users/mattheww95/received_events,User,public,False,1
nf-core,viralrecon,jcurado-flomics,1,jcurado-flomics,61690285,MDQ6VXNlcjYxNjkwMjg1,https://avatars.githubusercontent.com/u/61690285?v=4,,https://api.github.com/users/jcurado-flomics,https://github.com/jcurado-flomics,https://api.github.com/users/jcurado-flomics/followers,https://api.github.com/users/jcurado-flomics/following{/other_user},https://api.github.com/users/jcurado-flomics/gists{/gist_id},https://api.github.com/users/jcurado-flomics/starred{/owner}{/repo},https://api.github.com/users/jcurado-flomics/subscriptions,https://api.github.com/users/jcurado-flomics/orgs,https://api.github.com/users/jcurado-flomics/repos,https://api.github.com/users/jcurado-flomics/events{/privacy},https://api.github.com/users/jcurado-flomics/received_events,User,public,False,1
