repo_owner,repo_name,contributor_login,contributions,login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,user_view_type,site_admin,contributions
bcbio,bcbio-nextgen,chapmanb,5008,chapmanb,39391,MDQ6VXNlcjM5Mzkx,https://avatars.githubusercontent.com/u/39391?v=4,,https://api.github.com/users/chapmanb,https://github.com/chapmanb,https://api.github.com/users/chapmanb/followers,https://api.github.com/users/chapmanb/following{/other_user},https://api.github.com/users/chapmanb/gists{/gist_id},https://api.github.com/users/chapmanb/starred{/owner}{/repo},https://api.github.com/users/chapmanb/subscriptions,https://api.github.com/users/chapmanb/orgs,https://api.github.com/users/chapmanb/repos,https://api.github.com/users/chapmanb/events{/privacy},https://api.github.com/users/chapmanb/received_events,User,public,False,5008
bcbio,bcbio-nextgen,roryk,1563,roryk,414586,MDQ6VXNlcjQxNDU4Ng==,https://avatars.githubusercontent.com/u/414586?v=4,,https://api.github.com/users/roryk,https://github.com/roryk,https://api.github.com/users/roryk/followers,https://api.github.com/users/roryk/following{/other_user},https://api.github.com/users/roryk/gists{/gist_id},https://api.github.com/users/roryk/starred{/owner}{/repo},https://api.github.com/users/roryk/subscriptions,https://api.github.com/users/roryk/orgs,https://api.github.com/users/roryk/repos,https://api.github.com/users/roryk/events{/privacy},https://api.github.com/users/roryk/received_events,User,public,False,1563
bcbio,bcbio-nextgen,naumenko-sa,457,naumenko-sa,13981803,MDQ6VXNlcjEzOTgxODAz,https://avatars.githubusercontent.com/u/13981803?v=4,,https://api.github.com/users/naumenko-sa,https://github.com/naumenko-sa,https://api.github.com/users/naumenko-sa/followers,https://api.github.com/users/naumenko-sa/following{/other_user},https://api.github.com/users/naumenko-sa/gists{/gist_id},https://api.github.com/users/naumenko-sa/starred{/owner}{/repo},https://api.github.com/users/naumenko-sa/subscriptions,https://api.github.com/users/naumenko-sa/orgs,https://api.github.com/users/naumenko-sa/repos,https://api.github.com/users/naumenko-sa/events{/privacy},https://api.github.com/users/naumenko-sa/received_events,User,public,False,457
bcbio,bcbio-nextgen,lpantano,448,lpantano,1621788,MDQ6VXNlcjE2MjE3ODg=,https://avatars.githubusercontent.com/u/1621788?v=4,,https://api.github.com/users/lpantano,https://github.com/lpantano,https://api.github.com/users/lpantano/followers,https://api.github.com/users/lpantano/following{/other_user},https://api.github.com/users/lpantano/gists{/gist_id},https://api.github.com/users/lpantano/starred{/owner}{/repo},https://api.github.com/users/lpantano/subscriptions,https://api.github.com/users/lpantano/orgs,https://api.github.com/users/lpantano/repos,https://api.github.com/users/lpantano/events{/privacy},https://api.github.com/users/lpantano/received_events,User,public,False,448
bcbio,bcbio-nextgen,matthdsm,107,matthdsm,11850640,MDQ6VXNlcjExODUwNjQw,https://avatars.githubusercontent.com/u/11850640?v=4,,https://api.github.com/users/matthdsm,https://github.com/matthdsm,https://api.github.com/users/matthdsm/followers,https://api.github.com/users/matthdsm/following{/other_user},https://api.github.com/users/matthdsm/gists{/gist_id},https://api.github.com/users/matthdsm/starred{/owner}{/repo},https://api.github.com/users/matthdsm/subscriptions,https://api.github.com/users/matthdsm/orgs,https://api.github.com/users/matthdsm/repos,https://api.github.com/users/matthdsm/events{/privacy},https://api.github.com/users/matthdsm/received_events,User,public,False,107
bcbio,bcbio-nextgen,lbeltrame,103,lbeltrame,25192,MDQ6VXNlcjI1MTky,https://avatars.githubusercontent.com/u/25192?v=4,,https://api.github.com/users/lbeltrame,https://github.com/lbeltrame,https://api.github.com/users/lbeltrame/followers,https://api.github.com/users/lbeltrame/following{/other_user},https://api.github.com/users/lbeltrame/gists{/gist_id},https://api.github.com/users/lbeltrame/starred{/owner}{/repo},https://api.github.com/users/lbeltrame/subscriptions,https://api.github.com/users/lbeltrame/orgs,https://api.github.com/users/lbeltrame/repos,https://api.github.com/users/lbeltrame/events{/privacy},https://api.github.com/users/lbeltrame/received_events,User,public,False,103
bcbio,bcbio-nextgen,hackdna,86,hackdna,452575,MDQ6VXNlcjQ1MjU3NQ==,https://avatars.githubusercontent.com/u/452575?v=4,,https://api.github.com/users/hackdna,https://github.com/hackdna,https://api.github.com/users/hackdna/followers,https://api.github.com/users/hackdna/following{/other_user},https://api.github.com/users/hackdna/gists{/gist_id},https://api.github.com/users/hackdna/starred{/owner}{/repo},https://api.github.com/users/hackdna/subscriptions,https://api.github.com/users/hackdna/orgs,https://api.github.com/users/hackdna/repos,https://api.github.com/users/hackdna/events{/privacy},https://api.github.com/users/hackdna/received_events,User,public,False,86
bcbio,bcbio-nextgen,brainstorm,61,brainstorm,175587,MDQ6VXNlcjE3NTU4Nw==,https://avatars.githubusercontent.com/u/175587?v=4,,https://api.github.com/users/brainstorm,https://github.com/brainstorm,https://api.github.com/users/brainstorm/followers,https://api.github.com/users/brainstorm/following{/other_user},https://api.github.com/users/brainstorm/gists{/gist_id},https://api.github.com/users/brainstorm/starred{/owner}{/repo},https://api.github.com/users/brainstorm/subscriptions,https://api.github.com/users/brainstorm/orgs,https://api.github.com/users/brainstorm/repos,https://api.github.com/users/brainstorm/events{/privacy},https://api.github.com/users/brainstorm/received_events,User,public,False,61
bcbio,bcbio-nextgen,kern3020,38,kern3020,1755438,MDQ6VXNlcjE3NTU0Mzg=,https://avatars.githubusercontent.com/u/1755438?v=4,,https://api.github.com/users/kern3020,https://github.com/kern3020,https://api.github.com/users/kern3020/followers,https://api.github.com/users/kern3020/following{/other_user},https://api.github.com/users/kern3020/gists{/gist_id},https://api.github.com/users/kern3020/starred{/owner}{/repo},https://api.github.com/users/kern3020/subscriptions,https://api.github.com/users/kern3020/orgs,https://api.github.com/users/kern3020/repos,https://api.github.com/users/kern3020/events{/privacy},https://api.github.com/users/kern3020/received_events,User,public,False,38
bcbio,bcbio-nextgen,cbrueffer,37,cbrueffer,2705287,MDQ6VXNlcjI3MDUyODc=,https://avatars.githubusercontent.com/u/2705287?v=4,,https://api.github.com/users/cbrueffer,https://github.com/cbrueffer,https://api.github.com/users/cbrueffer/followers,https://api.github.com/users/cbrueffer/following{/other_user},https://api.github.com/users/cbrueffer/gists{/gist_id},https://api.github.com/users/cbrueffer/starred{/owner}{/repo},https://api.github.com/users/cbrueffer/subscriptions,https://api.github.com/users/cbrueffer/orgs,https://api.github.com/users/cbrueffer/repos,https://api.github.com/users/cbrueffer/events{/privacy},https://api.github.com/users/cbrueffer/received_events,User,public,False,37
bcbio,bcbio-nextgen,vladsavelyev,35,vladsavelyev,1575412,MDQ6VXNlcjE1NzU0MTI=,https://avatars.githubusercontent.com/u/1575412?v=4,,https://api.github.com/users/vladsavelyev,https://github.com/vladsavelyev,https://api.github.com/users/vladsavelyev/followers,https://api.github.com/users/vladsavelyev/following{/other_user},https://api.github.com/users/vladsavelyev/gists{/gist_id},https://api.github.com/users/vladsavelyev/starred{/owner}{/repo},https://api.github.com/users/vladsavelyev/subscriptions,https://api.github.com/users/vladsavelyev/orgs,https://api.github.com/users/vladsavelyev/repos,https://api.github.com/users/vladsavelyev/events{/privacy},https://api.github.com/users/vladsavelyev/received_events,User,public,False,35
