repo_owner,repo_name,contributor_login,contributions,login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,user_view_type,site_admin,contributions
varlociraptor,varlociraptor,johanneskoester,967,johanneskoester,1858646,MDQ6VXNlcjE4NTg2NDY=,https://avatars.githubusercontent.com/u/1858646?v=4,,https://api.github.com/users/johanneskoester,https://github.com/johanneskoester,https://api.github.com/users/johanneskoester/followers,https://api.github.com/users/johanneskoester/following{/other_user},https://api.github.com/users/johanneskoester/gists{/gist_id},https://api.github.com/users/johanneskoester/starred{/owner}{/repo},https://api.github.com/users/johanneskoester/subscriptions,https://api.github.com/users/johanneskoester/orgs,https://api.github.com/users/johanneskoester/repos,https://api.github.com/users/johanneskoester/events{/privacy},https://api.github.com/users/johanneskoester/received_events,User,public,False,967
varlociraptor,varlociraptor,github-actions[bot],72,github-actions[bot],41898282,MDM6Qm90NDE4OTgyODI=,https://avatars.githubusercontent.com/in/15368?v=4,,https://api.github.com/users/github-actions%5Bbot%5D,https://github.com/apps/github-actions,https://api.github.com/users/github-actions%5Bbot%5D/followers,https://api.github.com/users/github-actions%5Bbot%5D/following{/other_user},https://api.github.com/users/github-actions%5Bbot%5D/gists{/gist_id},https://api.github.com/users/github-actions%5Bbot%5D/starred{/owner}{/repo},https://api.github.com/users/github-actions%5Bbot%5D/subscriptions,https://api.github.com/users/github-actions%5Bbot%5D/orgs,https://api.github.com/users/github-actions%5Bbot%5D/repos,https://api.github.com/users/github-actions%5Bbot%5D/events{/privacy},https://api.github.com/users/github-actions%5Bbot%5D/received_events,Bot,public,False,72
varlociraptor,varlociraptor,dlaehnemann,38,dlaehnemann,1379875,MDQ6VXNlcjEzNzk4NzU=,https://avatars.githubusercontent.com/u/1379875?v=4,,https://api.github.com/users/dlaehnemann,https://github.com/dlaehnemann,https://api.github.com/users/dlaehnemann/followers,https://api.github.com/users/dlaehnemann/following{/other_user},https://api.github.com/users/dlaehnemann/gists{/gist_id},https://api.github.com/users/dlaehnemann/starred{/owner}{/repo},https://api.github.com/users/dlaehnemann/subscriptions,https://api.github.com/users/dlaehnemann/orgs,https://api.github.com/users/dlaehnemann/repos,https://api.github.com/users/dlaehnemann/events{/privacy},https://api.github.com/users/dlaehnemann/received_events,User,public,False,38
varlociraptor,varlociraptor,dependabot[bot],22,dependabot[bot],49699333,MDM6Qm90NDk2OTkzMzM=,https://avatars.githubusercontent.com/in/29110?v=4,,https://api.github.com/users/dependabot%5Bbot%5D,https://github.com/apps/dependabot,https://api.github.com/users/dependabot%5Bbot%5D/followers,https://api.github.com/users/dependabot%5Bbot%5D/following{/other_user},https://api.github.com/users/dependabot%5Bbot%5D/gists{/gist_id},https://api.github.com/users/dependabot%5Bbot%5D/starred{/owner}{/repo},https://api.github.com/users/dependabot%5Bbot%5D/subscriptions,https://api.github.com/users/dependabot%5Bbot%5D/orgs,https://api.github.com/users/dependabot%5Bbot%5D/repos,https://api.github.com/users/dependabot%5Bbot%5D/events{/privacy},https://api.github.com/users/dependabot%5Bbot%5D/received_events,Bot,public,False,22
varlociraptor,varlociraptor,tedil,20,tedil,7976289,MDQ6VXNlcjc5NzYyODk=,https://avatars.githubusercontent.com/u/7976289?v=4,,https://api.github.com/users/tedil,https://github.com/tedil,https://api.github.com/users/tedil/followers,https://api.github.com/users/tedil/following{/other_user},https://api.github.com/users/tedil/gists{/gist_id},https://api.github.com/users/tedil/starred{/owner}{/repo},https://api.github.com/users/tedil/subscriptions,https://api.github.com/users/tedil/orgs,https://api.github.com/users/tedil/repos,https://api.github.com/users/tedil/events{/privacy},https://api.github.com/users/tedil/received_events,User,public,False,20
varlociraptor,varlociraptor,FelixMoelder,10,FelixMoelder,20491578,MDQ6VXNlcjIwNDkxNTc4,https://avatars.githubusercontent.com/u/20491578?v=4,,https://api.github.com/users/FelixMoelder,https://github.com/FelixMoelder,https://api.github.com/users/FelixMoelder/followers,https://api.github.com/users/FelixMoelder/following{/other_user},https://api.github.com/users/FelixMoelder/gists{/gist_id},https://api.github.com/users/FelixMoelder/starred{/owner}{/repo},https://api.github.com/users/FelixMoelder/subscriptions,https://api.github.com/users/FelixMoelder/orgs,https://api.github.com/users/FelixMoelder/repos,https://api.github.com/users/FelixMoelder/events{/privacy},https://api.github.com/users/FelixMoelder/received_events,User,public,False,10
varlociraptor,varlociraptor,fxwiegand,9,fxwiegand,39430842,MDQ6VXNlcjM5NDMwODQy,https://avatars.githubusercontent.com/u/39430842?v=4,,https://api.github.com/users/fxwiegand,https://github.com/fxwiegand,https://api.github.com/users/fxwiegand/followers,https://api.github.com/users/fxwiegand/following{/other_user},https://api.github.com/users/fxwiegand/gists{/gist_id},https://api.github.com/users/fxwiegand/starred{/owner}{/repo},https://api.github.com/users/fxwiegand/subscriptions,https://api.github.com/users/fxwiegand/orgs,https://api.github.com/users/fxwiegand/repos,https://api.github.com/users/fxwiegand/events{/privacy},https://api.github.com/users/fxwiegand/received_events,User,public,False,9
varlociraptor,varlociraptor,huzuner,5,huzuner,67070119,MDQ6VXNlcjY3MDcwMTE5,https://avatars.githubusercontent.com/u/67070119?v=4,,https://api.github.com/users/huzuner,https://github.com/huzuner,https://api.github.com/users/huzuner/followers,https://api.github.com/users/huzuner/following{/other_user},https://api.github.com/users/huzuner/gists{/gist_id},https://api.github.com/users/huzuner/starred{/owner}{/repo},https://api.github.com/users/huzuner/subscriptions,https://api.github.com/users/huzuner/orgs,https://api.github.com/users/huzuner/repos,https://api.github.com/users/huzuner/events{/privacy},https://api.github.com/users/huzuner/received_events,User,public,False,5
varlociraptor,varlociraptor,jafors,4,jafors,31272349,MDQ6VXNlcjMxMjcyMzQ5,https://avatars.githubusercontent.com/u/31272349?v=4,,https://api.github.com/users/jafors,https://github.com/jafors,https://api.github.com/users/jafors/followers,https://api.github.com/users/jafors/following{/other_user},https://api.github.com/users/jafors/gists{/gist_id},https://api.github.com/users/jafors/starred{/owner}{/repo},https://api.github.com/users/jafors/subscriptions,https://api.github.com/users/jafors/orgs,https://api.github.com/users/jafors/repos,https://api.github.com/users/jafors/events{/privacy},https://api.github.com/users/jafors/received_events,User,public,False,4
varlociraptor,varlociraptor,Addimator,1,Addimator,44083468,MDQ6VXNlcjQ0MDgzNDY4,https://avatars.githubusercontent.com/u/44083468?v=4,,https://api.github.com/users/Addimator,https://github.com/Addimator,https://api.github.com/users/Addimator/followers,https://api.github.com/users/Addimator/following{/other_user},https://api.github.com/users/Addimator/gists{/gist_id},https://api.github.com/users/Addimator/starred{/owner}{/repo},https://api.github.com/users/Addimator/subscriptions,https://api.github.com/users/Addimator/orgs,https://api.github.com/users/Addimator/repos,https://api.github.com/users/Addimator/events{/privacy},https://api.github.com/users/Addimator/received_events,User,public,False,1
