id,tag_name,name,created_at,published_at,author_login,author_name
MDc6UmVsZWFzZTI2MDYwOTEw,v2.1.3,,2020-04-30T15:58:50Z,2020-04-30T19:11:24Z,hpratt,
MDc6UmVsZWFzZTI2MDUzNjM1,v2.1.2,,2020-04-30T15:19:06Z,2020-04-30T15:53:27Z,hpratt,
MDc6UmVsZWFzZTI0OTA2MjU3,v2.1.1,FASTA bug fix,2020-03-24T18:38:50Z,2020-03-26T19:33:14Z,hpratt,
MDc6UmVsZWFzZTIzNDk2MjU3,v2.1.0,,2020-02-07T22:16:43Z,2020-02-07T22:17:12Z,hpratt,
MDc6UmVsZWFzZTIyOTkzNTEz,v2.0.2,,2020-01-21T04:33:46Z,2020-01-21T04:51:35Z,hpratt,
MDc6UmVsZWFzZTIyNjM2MzMz,v2.0.1,,2020-01-07T04:29:40Z,2020-01-07T04:30:15Z,hpratt,
MDc6UmVsZWFzZTIyNjM1NzI4,v2.0.0,,2020-01-07T03:30:48Z,2020-01-07T03:32:23Z,hpratt,
MDc6UmVsZWFzZTIyNTIwNTY2,v1.5.2,,2019-12-30T18:57:12Z,2019-12-30T19:04:46Z,hpratt,
MDc6UmVsZWFzZTIyNDk3OTc4,v1.5.1,,2019-12-28T19:42:07Z,2019-12-28T19:46:08Z,hpratt,
MDc6UmVsZWFzZTIyNDk2NzUz,v1.5.0,create logos with GET parameters,2019-12-28T15:50:05Z,2019-12-28T15:52:21Z,hpratt,
MDc6UmVsZWFzZTIyNDkzNjk1,v1.4.1,,2019-12-28T05:33:32Z,2019-12-28T05:38:49Z,hpratt,
MDc6UmVsZWFzZTIyNDkzNTc2,v1.4.0,non-vector image downloads,2019-12-28T04:51:05Z,2019-12-28T05:00:24Z,hpratt,
MDc6UmVsZWFzZTIxODAyMzE5,v1.3.7,,2019-11-27T14:12:20Z,2019-11-27T14:20:11Z,NishiPhalke,
MDc6UmVsZWFzZTIwNTk4MjM3,v1.3.6,,2019-10-10T03:21:25Z,2019-10-10T03:21:54Z,hpratt,
MDc6UmVsZWFzZTIwMTkzOTQ1,v1.3.4,,2019-09-23T21:26:16Z,2019-09-23T21:25:29Z,hpratt,
MDc6UmVsZWFzZTIwMTkzMjMx,v1.3.3,,2019-09-23T20:54:33Z,2019-09-23T20:51:38Z,hpratt,
MDc6UmVsZWFzZTIwMTkxMzc5,v1.3.2,,2019-09-23T19:50:28Z,2019-09-23T19:47:28Z,hpratt,
MDc6UmVsZWFzZTIwMTg5ODMx,v1.3.1,"Add axis properties, negative logos to editor",2019-09-23T18:53:10Z,2019-09-23T18:51:19Z,hpratt,
MDc6UmVsZWFzZTIwMTU4OTk1,v1.2.1,server optimizations,2019-09-21T20:18:14Z,2019-09-21T20:25:58Z,hpratt,
MDc6UmVsZWFzZTIwMTU4NDUw,v1.1.3,,2019-09-21T18:51:14Z,2019-09-21T18:51:30Z,hpratt,
MDc6UmVsZWFzZTIwMTU3Nzcw,v1.1.2,,2019-09-21T16:34:40Z,2019-09-21T16:38:59Z,hpratt,
MDc6UmVsZWFzZTIwMTQ0OTg1,v1.1.1,Redesigned workspaces,2019-09-20T17:02:05Z,2019-09-20T17:06:00Z,hpratt,
MDc6UmVsZWFzZTIwMDMzNzQ4,v1.0.8,,2019-09-17T03:30:18Z,2019-09-17T03:30:45Z,hpratt,
MDc6UmVsZWFzZTIwMDMzNDQ3,v1.0.7,,2019-09-17T03:00:39Z,2019-09-17T03:03:47Z,hpratt,
MDc6UmVsZWFzZTIwMDMyNDU1,v1.0.6,,2019-09-17T01:38:08Z,2019-09-17T01:38:33Z,hpratt,
MDc6UmVsZWFzZTIwMDI4OTA1,v1.0.5,,2019-09-16T21:18:58Z,2019-09-16T21:20:12Z,hpratt,
MDc6UmVsZWFzZTIwMDI0NTc5,v1.0.4,,2019-09-16T18:42:55Z,2019-09-16T18:40:04Z,hpratt,
MDc6UmVsZWFzZTIwMDI0MjA5,v1.0.3,,2019-09-16T18:29:28Z,2019-09-16T18:26:07Z,hpratt,
MDc6UmVsZWFzZTIwMDIyODk3,v1.0.2,Release Candidate 1,2019-09-16T17:27:32Z,2019-09-16T17:29:37Z,hpratt,
