id,tag_name,name,created_at,published_at,author_login,author_name
MDc6UmVsZWFzZTQwOTY4ODg2,0.2.5,0.2.5,2021-04-05T23:58:39Z,2021-04-06T00:14:53Z,apcamargo,Antônio Camargo
MDc6UmVsZWFzZTIzMDgxOTc4,0.2.4,0.2.4,2020-01-23T18:19:38Z,2020-01-23T18:23:34Z,apcamargo,Antônio Camargo
MDc6UmVsZWFzZTIxNjk2NzE1,0.2.3,0.2.3,2019-11-22T19:51:04Z,2019-11-22T19:52:12Z,apcamargo,Antônio Camargo
MDc6UmVsZWFzZTIxNjQyMDk4,0.2.2,0.2.2,2019-11-21T05:10:33Z,2019-11-21T05:12:21Z,apcamargo,Antônio Camargo
MDc6UmVsZWFzZTIxNjM3NzMy,0.2.1,0.2.1,2019-11-20T23:42:50Z,2019-11-20T23:43:49Z,apcamargo,Antônio Camargo
MDc6UmVsZWFzZTIwODM5NjEy,0.2.0,0.2.0,2019-10-21T03:43:11Z,2019-10-21T03:44:18Z,apcamargo,Antônio Camargo
MDc6UmVsZWFzZTIwNDI5MTU4,0.1.6,0.1.6,2019-10-02T21:22:59Z,2019-10-02T21:25:58Z,apcamargo,Antônio Camargo
MDc6UmVsZWFzZTIwMTU5ODU4,0.1.5,0.1.5,2019-09-22T00:03:17Z,2019-09-22T00:04:04Z,apcamargo,Antônio Camargo
MDc6UmVsZWFzZTE5NjMzOTky,0.1.4,0.1.4,2019-08-29T18:59:43Z,2019-08-29T19:25:28Z,apcamargo,Antônio Camargo
MDc6UmVsZWFzZTE4MjE5MTUw,0.1.2,,2019-06-25T19:18:09Z,2019-06-25T19:23:14Z,apcamargo,Antônio Camargo
MDc6UmVsZWFzZTE3Mzc4NjQ3,0.1.0,0.1.0,2019-05-15T19:32:49Z,2019-05-15T19:33:50Z,apcamargo,Antônio Camargo
