pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
PR_kwDOIp5jUM5F9fwb,Mrd minor fixes,MERGED,2022-12-21T14:13:47Z,2023-09-05T09:33:39Z,2022-12-22T11:25:02Z,2022-12-22T11:25:02Z,ilyasoifer,https://github.com/Ultimagen/VariantCalling/pull/1
PR_kwDOIp5jUM5GUXIe,MRD improved analysis and automatic notebook,MERGED,2022-12-28T20:51:29Z,2022-12-29T14:12:46Z,2022-12-29T14:12:42Z,2022-12-29T14:12:42Z,kenissur,https://github.com/Ultimagen/VariantCalling/pull/2
PR_kwDOIp5jUM5GVnpc,add_results_with_SEC_for_UG_HCR,MERGED,2022-12-29T09:05:55Z,2023-01-02T09:06:26Z,2023-01-02T07:00:26Z,2023-01-02T07:00:26Z,TammushB,https://github.com/Ultimagen/VariantCalling/pull/3
PR_kwDOIp5jUM5GfG6r,bugfix in MRD analysis notebook,MERGED,2023-01-02T12:17:32Z,2023-01-02T12:40:52Z,2023-01-02T12:40:50Z,2023-01-02T12:40:50Z,kenissur,https://github.com/Ultimagen/VariantCalling/pull/4
PR_kwDOIp5jUM5GiMYZ,added whole genome back to the way the variable is saved in papyrus,MERGED,2023-01-03T11:34:15Z,2023-01-04T07:47:12Z,2023-01-04T07:47:07Z,2023-01-04T07:47:07Z,pelegwiner,https://github.com/Ultimagen/VariantCalling/pull/5
PR_kwDOIp5jUM5G6zKA,Updated simpple to 1.0.7,MERGED,2023-01-08T13:20:48Z,2023-01-08T13:24:12Z,2023-01-08T13:24:09Z,2023-01-08T13:24:09Z,gilhornung,https://github.com/Ultimagen/VariantCalling/pull/6
PR_kwDOIp5jUM5HOnwH,[BIOIN-732] Correct genotyping using imputation,MERGED,2023-01-12T09:26:38Z,2023-01-22T13:59:55Z,2023-01-22T13:57:22Z,2023-01-22T13:57:22Z,gilhornung,https://github.com/Ultimagen/VariantCalling/pull/7
PR_kwDOIp5jUM5HZ878,Update README.md,MERGED,2023-01-15T11:03:47Z,2023-01-16T19:08:16Z,2023-01-16T19:08:09Z,2023-01-16T19:08:09Z,noam-ultima,https://github.com/Ultimagen/VariantCalling/pull/8
PR_kwDOIp5jUM5Hakc4,Fixed github action,MERGED,2023-01-15T19:01:39Z,2023-01-16T06:41:08Z,2023-01-16T06:41:05Z,2023-01-16T06:41:04Z,ilyasoifer,https://github.com/Ultimagen/VariantCalling/pull/9
PR_kwDOIp5jUM5HeKA7,fixed all_data and sec_data in ug_hcr section to ug_hcr and ug_hcr_sec,MERGED,2023-01-16T14:18:53Z,2023-01-16T15:02:49Z,2023-01-16T15:02:49Z,2023-01-16T15:02:49Z,pelegwiner,https://github.com/Ultimagen/VariantCalling/pull/10
PR_kwDOIp5jUM5Hi5rx,vcfeval_flavors,MERGED,2023-01-17T14:10:15Z,2023-01-24T10:54:07Z,2023-01-24T10:54:04Z,2023-01-24T10:54:04Z,doron-st,https://github.com/Ultimagen/VariantCalling/pull/11
PR_kwDOIp5jUM5IUosh,Call correct_genotypes_by_imputation.py directly from within ugvc,MERGED,2023-01-23T12:26:30Z,2023-01-23T13:02:21Z,2023-01-23T13:02:16Z,2023-01-23T13:02:16Z,gilhornung,https://github.com/Ultimagen/VariantCalling/pull/12
PR_kwDOIp5jUM5IVD8w,Forgot to move index - Fixed,CLOSED,2023-01-23T13:50:52Z,2023-01-29T09:13:38Z,2023-01-29T09:13:38Z,,gilhornung,https://github.com/Ultimagen/VariantCalling/pull/13
PR_kwDOIp5jUM5IW8wc,"[BIOIN-816] Variant filtering now does not over-ride previous filtering, just adds to it",MERGED,2023-01-23T20:02:43Z,2023-01-29T19:48:43Z,2023-01-29T19:48:39Z,2023-01-29T19:48:39Z,ilyasoifer,https://github.com/Ultimagen/VariantCalling/pull/14
PR_kwDOIp5jUM5IgLLp,Gil [BIOIN-732] maintain order of original vcf,MERGED,2023-01-25T11:00:43Z,2023-01-30T09:31:55Z,2023-01-30T09:31:51Z,2023-01-30T09:31:51Z,gilhornung,https://github.com/Ultimagen/VariantCalling/pull/15
PR_kwDOIp5jUM5JR2S0,[BIOIN-882] Added t0 tag to flow based read,MERGED,2023-02-05T11:28:54Z,2023-02-05T18:17:35Z,2023-02-05T18:17:31Z,2023-02-05T18:17:31Z,ilyasoifer,https://github.com/Ultimagen/VariantCalling/pull/16
PR_kwDOIp5jUM5JU-aQ,vcfeval flavors - ,MERGED,2023-02-06T10:57:25Z,2023-02-06T15:13:28Z,2023-02-06T15:13:23Z,2023-02-06T15:13:23Z,doron-st,https://github.com/Ultimagen/VariantCalling/pull/17
PR_kwDOIp5jUM5JVhlX,[BIOIN-803] Script to clean DeepVariant gVCF before joint calling ,MERGED,2023-02-06T12:48:25Z,2023-02-12T18:45:38Z,2023-02-12T18:45:35Z,2023-02-12T18:45:35Z,ilyasoifer,https://github.com/Ultimagen/VariantCalling/pull/18
PR_kwDOIp5jUM5JWXFH,Doronst/bio 896/report improvements,MERGED,2023-02-06T15:13:42Z,2023-02-19T09:40:32Z,2023-02-19T09:40:28Z,2023-02-19T09:40:28Z,doron-st,https://github.com/Ultimagen/VariantCalling/pull/19
PR_kwDOIp5jUM5KIJoe,Doronst/bio 896/report improvements 2,CLOSED,2023-02-16T12:54:27Z,2023-02-19T09:49:20Z,2023-02-19T09:49:20Z,,doron-st,https://github.com/Ultimagen/VariantCalling/pull/20
PR_kwDOIp5jUM5KSDlq,Doronst/bio 896/report improvements,MERGED,2023-02-19T09:56:51Z,2023-02-23T16:14:19Z,2023-02-23T16:14:15Z,2023-02-23T16:14:15Z,doron-st,https://github.com/Ultimagen/VariantCalling/pull/21
PR_kwDOIp5jUM5Kuyy7,Doronst/add table of contents navigation to report,MERGED,2023-02-24T20:01:57Z,2023-02-28T13:55:36Z,2023-02-28T13:55:32Z,2023-02-28T13:55:32Z,doron-st,https://github.com/Ultimagen/VariantCalling/pull/22
PR_kwDOIp5jUM5LC1vv,fixing case when mappability.0 is not present,MERGED,2023-03-01T15:41:37Z,2023-03-02T08:26:56Z,2023-03-02T08:26:52Z,2023-03-02T08:26:52Z,ilyasoifer,https://github.com/Ultimagen/VariantCalling/pull/23
PR_kwDOIp5jUM5LDued,load all h5 keys except concordance and input_args,MERGED,2023-03-01T18:35:39Z,2023-03-02T19:39:46Z,2023-03-02T19:39:43Z,2023-03-02T19:39:43Z,doron-st,https://github.com/Ultimagen/VariantCalling/pull/24
PR_kwDOIp5jUM5LKQaW,Doronst/add score vs accuracy,CLOSED,2023-03-02T19:51:25Z,2023-03-02T20:01:05Z,2023-03-02T20:01:00Z,,doron-st,https://github.com/Ultimagen/VariantCalling/pull/25
PR_kwDOIp5jUM5LKUF_,report: add score vs. accuracy metrics plots,MERGED,2023-03-02T20:05:19Z,2023-03-05T08:36:41Z,2023-03-05T08:36:37Z,2023-03-05T08:36:37Z,doron-st,https://github.com/Ultimagen/VariantCalling/pull/26
PR_kwDOIp5jUM5L1hES,report: remove pr_curve mask,MERGED,2023-03-12T13:16:46Z,2023-03-21T14:21:40Z,2023-03-21T14:21:35Z,2023-03-21T14:21:35Z,doron-st,https://github.com/Ultimagen/VariantCalling/pull/27
PR_kwDOIp5jUM5MjYSY,"bioin-973 report: display filtered indels in table, separate hmer from non-hmer…",MERGED,2023-03-21T14:22:17Z,2023-03-27T18:41:01Z,2023-03-27T18:40:56Z,2023-03-27T18:40:56Z,doron-st,https://github.com/Ultimagen/VariantCalling/pull/28
PR_kwDOIp5jUM5MuxLr,make_hdf_and_csv_writing_optional,MERGED,2023-03-23T12:24:33Z,2023-03-29T13:23:21Z,2023-03-29T13:23:16Z,2023-03-29T13:23:16Z,TammushB,https://github.com/Ultimagen/VariantCalling/pull/29
PR_kwDOIp5jUM5Mxfra,Maya bioin 918 compress gvcf,MERGED,2023-03-23T20:21:24Z,2023-04-25T06:18:44Z,2023-04-25T06:18:40Z,2023-04-25T06:18:40Z,mayalevy,https://github.com/Ultimagen/VariantCalling/pull/30
PR_kwDOIp5jUM5M5-Mo,fixing case of missing mappability.0,MERGED,2023-03-26T07:52:20Z,2023-03-26T09:35:53Z,2023-03-26T09:35:50Z,2023-03-26T09:35:50Z,ilyasoifer,https://github.com/Ultimagen/VariantCalling/pull/31
PR_kwDOIp5jUM5PlKdQ,Add cnmops installation,MERGED,2023-05-02T12:09:21Z,2023-05-02T20:02:15Z,2023-05-02T20:02:15Z,2023-05-02T20:02:15Z,TammushB,https://github.com/Ultimagen/VariantCalling/pull/32
PR_kwDOIp5jUM5PlPta,Report sig digits,MERGED,2023-05-02T12:26:37Z,2023-05-09T17:25:56Z,2023-05-09T17:25:56Z,2023-05-09T17:25:56Z,GatKrieger,https://github.com/Ultimagen/VariantCalling/pull/33
PR_kwDOIp5jUM5P8env,Cohort panel cnv calling,MERGED,2023-05-07T19:42:26Z,2023-05-15T09:06:18Z,2023-05-15T09:05:38Z,2023-05-15T09:05:38Z,TammushB,https://github.com/Ultimagen/VariantCalling/pull/34
PR_kwDOIp5jUM5QegXw,Maya bioin 1004 report filter unfilter,MERGED,2023-05-15T06:16:25Z,2023-05-15T10:17:56Z,2023-05-15T10:17:53Z,2023-05-15T10:17:53Z,mayalevy,https://github.com/Ultimagen/VariantCalling/pull/35
PR_kwDOIp5jUM5Rt9KP,Report fixes,MERGED,2023-05-30T19:29:50Z,2023-06-04T06:03:56Z,2023-06-04T06:03:41Z,2023-06-04T06:03:41Z,GatKrieger,https://github.com/Ultimagen/VariantCalling/pull/36
PR_kwDOIp5jUM5RykgC,genome-wize_normalize_reads_count,MERGED,2023-05-31T13:25:08Z,2023-06-29T10:58:31Z,2023-06-29T10:58:27Z,2023-06-29T10:58:27Z,TammushB,https://github.com/Ultimagen/VariantCalling/pull/37
PR_kwDOIp5jUM5StDP3,Maya bioin 1037 somatic report,MERGED,2023-06-11T13:44:02Z,2023-07-12T13:06:30Z,2023-07-12T13:06:27Z,2023-07-12T13:06:27Z,mayalevy,https://github.com/Ultimagen/VariantCalling/pull/38
PR_kwDOIp5jUM5TRhyu,[BIOIN-959] upgrade  genomics.py3,MERGED,2023-06-18T11:42:30Z,2023-06-26T11:10:43Z,2023-06-26T11:10:39Z,2023-06-26T11:10:39Z,ilyasoifer,https://github.com/Ultimagen/VariantCalling/pull/39
PR_kwDOIp5jUM5TRsQA,bioin-1101 some changes that gil asked for,MERGED,2023-06-18T13:33:26Z,2023-07-02T14:54:56Z,2023-07-02T14:54:53Z,2023-07-02T14:54:53Z,mayalevy,https://github.com/Ultimagen/VariantCalling/pull/40
PR_kwDOIp5jUM5TlFjO,Report fixes,MERGED,2023-06-21T18:45:37Z,2023-06-22T05:37:19Z,2023-06-22T05:37:19Z,2023-06-22T05:37:19Z,GatKrieger,https://github.com/Ultimagen/VariantCalling/pull/41
PR_kwDOIp5jUM5TtdLx,lib-prep recalibration pipelines,MERGED,2023-06-23T03:30:56Z,2023-06-25T11:26:42Z,2023-06-25T11:26:35Z,2023-06-25T11:26:35Z,doron-st,https://github.com/Ultimagen/VariantCalling/pull/42
PR_kwDOIp5jUM5UIl9x,use qual_af clusters as labels,MERGED,2023-06-28T12:10:48Z,2023-06-29T14:28:31Z,2023-06-29T14:28:28Z,2023-06-29T14:28:28Z,doron-st,https://github.com/Ultimagen/VariantCalling/pull/43
PR_kwDOIp5jUM5UcH7S,"externalize chrX,Y names",MERGED,2023-07-02T09:28:01Z,2023-07-06T12:21:46Z,2023-07-06T12:21:42Z,2023-07-06T12:21:42Z,TammushB,https://github.com/Ultimagen/VariantCalling/pull/44
PR_kwDOIp5jUM5UruWM,Rinas/bqsr,CLOSED,2023-07-05T09:31:32Z,2023-09-12T16:48:53Z,2023-08-31T11:45:19Z,,rinashalibo,https://github.com/Ultimagen/VariantCalling/pull/45
PR_kwDOIp5jUM5UsFsG,var_report: discard na's,MERGED,2023-07-05T10:34:27Z,2023-07-26T14:09:20Z,2023-07-26T14:09:17Z,2023-07-26T14:09:17Z,doron-st,https://github.com/Ultimagen/VariantCalling/pull/46
PR_kwDOIp5jUM5VAmAZ,normalize_reads_counts_tests,MERGED,2023-07-09T08:15:15Z,2023-07-12T08:35:43Z,2023-07-12T08:35:40Z,2023-07-12T08:35:40Z,TammushB,https://github.com/Ultimagen/VariantCalling/pull/47
PR_kwDOIp5jUM5VLaXn,Report fixes,MERGED,2023-07-11T09:13:30Z,2023-07-11T12:24:58Z,2023-07-11T12:24:43Z,2023-07-11T12:24:43Z,GatKrieger,https://github.com/Ultimagen/VariantCalling/pull/48
PR_kwDOIp5jUM5WV0x1,pileup based read features,MERGED,2023-07-25T14:29:00Z,2023-07-27T12:28:54Z,2023-07-27T12:28:54Z,2023-07-27T12:28:53Z,doron-st,https://github.com/Ultimagen/VariantCalling/pull/49
PR_kwDOIp5jUM5WinGV,pileup based read features,MERGED,2023-07-27T12:30:08Z,2023-07-30T04:39:43Z,2023-07-30T04:39:40Z,2023-07-30T04:39:40Z,doron-st,https://github.com/Ultimagen/VariantCalling/pull/50
PR_kwDOIp5jUM5Wjn5E,Balanced_epcr_qc,MERGED,2023-07-27T15:05:15Z,2023-08-02T18:36:32Z,2023-08-02T13:30:10Z,2023-08-02T13:30:10Z,kenissur,https://github.com/Ultimagen/VariantCalling/pull/51
PR_kwDOIp5jUM5Wxcq7,Intersect featuremap signature bcftools,MERGED,2023-07-31T08:41:58Z,2023-09-12T16:49:37Z,2023-08-03T07:43:36Z,2023-08-03T07:43:36Z,GatKrieger,https://github.com/Ultimagen/VariantCalling/pull/52
PR_kwDOIp5jUM5XFEOC,"Revert ""Intersect featuremap signature bcftools""",CLOSED,2023-08-03T07:45:39Z,2023-08-03T09:03:59Z,2023-08-03T09:03:53Z,,GatKrieger,https://github.com/Ultimagen/VariantCalling/pull/53
