pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0NTU5MTQ0MTQ5,Obtain strain seqs,MERGED,2021-01-21T12:18:36Z,2021-01-21T14:07:15Z,2021-01-21T14:07:11Z,2021-01-21T14:07:11Z,johanneskoester,https://github.com/IKIM-Essen/uncovar/pull/1
MDExOlB1bGxSZXF1ZXN0NTU5NTMxOTMx,Trimming,MERGED,2021-01-21T20:44:38Z,2021-02-15T18:51:01Z,2021-01-22T07:03:12Z,2021-01-22T07:03:12Z,johanneskoester,https://github.com/IKIM-Essen/uncovar/pull/4
MDExOlB1bGxSZXF1ZXN0NTU5OTU2Njcw,Update vcf-report,MERGED,2021-01-22T13:15:14Z,2021-01-23T11:56:25Z,2021-01-23T11:56:21Z,2021-01-23T11:56:21Z,fxwiegand,https://github.com/IKIM-Essen/uncovar/pull/6
MDExOlB1bGxSZXF1ZXN0NTYwNTg2ODc2,Sourmash strain calling,CLOSED,2021-01-24T11:41:42Z,2021-02-15T18:56:52Z,2021-01-25T15:20:10Z,,johanneskoester,https://github.com/IKIM-Essen/uncovar/pull/7
MDExOlB1bGxSZXF1ZXN0NTYwNTg4Mzk5,activate report,MERGED,2021-01-24T11:53:47Z,2021-02-15T18:51:00Z,2021-01-24T20:44:46Z,2021-01-24T20:44:46Z,johanneskoester,https://github.com/IKIM-Essen/uncovar/pull/8
MDExOlB1bGxSZXF1ZXN0NTYwNjkwNTE1,Benchmarking,CLOSED,2021-01-24T22:06:09Z,2021-02-16T20:56:01Z,2021-01-25T15:20:28Z,,johanneskoester,https://github.com/IKIM-Essen/uncovar/pull/9
MDExOlB1bGxSZXF1ZXN0NTYxMDY3Nzg3,Kallisto,MERGED,2021-01-25T13:08:59Z,2021-01-25T15:56:50Z,2021-01-25T15:56:46Z,2021-01-25T15:56:46Z,johanneskoester,https://github.com/IKIM-Essen/uncovar/pull/10
MDExOlB1bGxSZXF1ZXN0NTYxMTIzMzM2,Folker,CLOSED,2021-01-25T14:35:41Z,2021-02-15T18:52:27Z,2021-01-27T12:31:56Z,,folker,https://github.com/IKIM-Essen/uncovar/pull/11
MDExOlB1bGxSZXF1ZXN0NTYxMTQ5MDEz,add assembly.smk and dependencies,MERGED,2021-01-25T15:12:30Z,2021-02-15T18:51:07Z,2021-01-25T15:15:20Z,2021-01-25T15:15:20Z,alethomas,https://github.com/IKIM-Essen/uncovar/pull/12
MDExOlB1bGxSZXF1ZXN0NTYxNzI2Njgy,Whitelist,CLOSED,2021-01-26T11:41:16Z,2021-02-15T18:52:25Z,2021-01-27T16:02:12Z,,thomasbtf,https://github.com/IKIM-Essen/uncovar/pull/13
MDExOlB1bGxSZXF1ZXN0NTYxNzQ4NTYz,fastp_trimming,MERGED,2021-01-26T12:23:51Z,2021-01-27T22:03:12Z,2021-01-27T22:03:09Z,2021-01-27T22:03:09Z,alethomas,https://github.com/IKIM-Essen/uncovar/pull/14
MDExOlB1bGxSZXF1ZXN0NTYyMDc5Nzk2,add .dockerignore,MERGED,2021-01-26T21:54:42Z,2021-01-27T07:23:12Z,2021-01-27T07:03:07Z,2021-01-27T07:03:07Z,johanneskoester,https://github.com/IKIM-Essen/uncovar/pull/15
MDExOlB1bGxSZXF1ZXN0NTYyNDQzOTc3,Move js into separate file,MERGED,2021-01-27T11:42:04Z,2021-01-27T13:47:31Z,2021-01-27T13:47:27Z,2021-01-27T13:47:27Z,fxwiegand,https://github.com/IKIM-Essen/uncovar/pull/16
MDExOlB1bGxSZXF1ZXN0NTYyNTAzMDUx,added skeleton code for benchmarking the assembly,MERGED,2021-01-27T13:23:36Z,2021-02-04T06:37:55Z,2021-02-04T06:37:51Z,2021-02-04T06:37:51Z,johanneskoester,https://github.com/IKIM-Essen/uncovar/pull/17
MDExOlB1bGxSZXF1ZXN0NTYyNTE1MTYx,allow definition of custom strain sequences,MERGED,2021-01-27T13:42:54Z,2021-02-15T18:51:10Z,2021-01-27T16:19:30Z,2021-01-27T16:19:30Z,johanneskoester,https://github.com/IKIM-Essen/uncovar/pull/18
MDExOlB1bGxSZXF1ZXN0NTYyNTIwNTEx,use rbt 0.18,MERGED,2021-01-27T13:51:01Z,2021-01-28T20:00:32Z,2021-01-28T20:00:28Z,2021-01-28T20:00:28Z,johanneskoester,https://github.com/IKIM-Essen/uncovar/pull/19
MDExOlB1bGxSZXF1ZXN0NTYyNTMzNDkz,pangolin,CLOSED,2021-01-27T14:10:34Z,2021-01-27T14:24:19Z,2021-01-27T14:21:05Z,,alethomas,https://github.com/IKIM-Essen/uncovar/pull/20
MDExOlB1bGxSZXF1ZXN0NTYyNTYwMTIx,"pangolin rule, envs, snakefile",MERGED,2021-01-27T14:48:08Z,2021-02-15T18:51:08Z,2021-01-27T16:04:13Z,2021-01-27T16:04:13Z,alethomas,https://github.com/IKIM-Essen/uncovar/pull/21
MDExOlB1bGxSZXF1ZXN0NTYyNjEzNjEx,plot overview of all called strains,MERGED,2021-01-27T16:01:24Z,2021-02-15T18:51:11Z,2021-01-27T21:57:41Z,2021-01-27T21:57:41Z,johanneskoester,https://github.com/IKIM-Essen/uncovar/pull/22
MDExOlB1bGxSZXF1ZXN0NTYyODA0NjEx,integrated pangolin calling,MERGED,2021-01-27T21:34:23Z,2021-02-15T18:51:13Z,2021-01-29T06:56:48Z,2021-01-29T06:56:48Z,johanneskoester,https://github.com/IKIM-Essen/uncovar/pull/23
MDExOlB1bGxSZXF1ZXN0NTYzMDMzMDUw,Add SPAdes for later benchmarking,CLOSED,2021-01-28T07:03:38Z,2021-02-15T18:56:53Z,2021-01-29T08:00:42Z,,thomasbtf,https://github.com/IKIM-Essen/uncovar/pull/24
MDExOlB1bGxSZXF1ZXN0NTYzNzg2MzA2,fixes from production branch,MERGED,2021-01-29T07:05:42Z,2021-02-15T18:51:14Z,2021-01-29T08:48:32Z,2021-01-29T08:48:32Z,johanneskoester,https://github.com/IKIM-Essen/uncovar/pull/25
