pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MjAwOTgxNDg2,removed duplicated subtitle,MERGED,2018-07-12T12:15:06Z,2018-07-12T12:20:28Z,2018-07-12T12:19:37Z,2018-07-12T12:19:37Z,wdecoster,https://github.com/snakemake-workflows/dna-seq-gatk-variant-calling/pull/1
MDExOlB1bGxSZXF1ZXN0MjMxMzE3NTYw,Support for panel sequencing via restriction to sites.,MERGED,2018-11-15T20:03:34Z,2018-12-11T09:22:33Z,2018-12-11T09:22:28Z,2018-12-11T09:22:28Z,johanneskoester,https://github.com/snakemake-workflows/dna-seq-gatk-variant-calling/pull/2
MDExOlB1bGxSZXF1ZXN0MjYxMzYxMTg4,Using peppy,CLOSED,2019-03-14T22:25:07Z,2019-04-29T20:41:53Z,2019-04-29T20:41:52Z,,vreuter,https://github.com/snakemake-workflows/dna-seq-gatk-variant-calling/pull/6
MDExOlB1bGxSZXF1ZXN0Mjc0NTE2NTgw,Peppy,OPEN,2019-04-29T20:41:10Z,2021-04-09T21:06:54Z,,,vreuter,https://github.com/snakemake-workflows/dna-seq-gatk-variant-calling/pull/8
MDExOlB1bGxSZXF1ZXN0MzI4NjA2Mzc1,Migrate to github actions.,MERGED,2019-10-16T07:12:25Z,2019-10-16T08:16:54Z,2019-10-16T08:16:50Z,2019-10-16T08:16:50Z,johanneskoester,https://github.com/snakemake-workflows/dna-seq-gatk-variant-calling/pull/14
MDExOlB1bGxSZXF1ZXN0MzI4NjMyMzA1,"obtain contigs in a lazy way, such that common.smk does not depend on…",MERGED,2019-10-16T08:25:12Z,2019-10-27T20:20:19Z,2019-10-27T20:20:15Z,2019-10-27T20:20:14Z,johanneskoester,https://github.com/snakemake-workflows/dna-seq-gatk-variant-calling/pull/15
MDExOlB1bGxSZXF1ZXN0MzM2ODU0MjY5,Use the new workflow.inputfile handling,CLOSED,2019-11-05T16:04:41Z,2020-05-28T10:18:06Z,2020-05-28T10:18:06Z,,johanneskoester,https://github.com/snakemake-workflows/dna-seq-gatk-variant-calling/pull/16
MDExOlB1bGxSZXF1ZXN0MzgyNjM4MDE4,use peppy,CLOSED,2020-03-02T22:19:04Z,2021-04-09T21:06:54Z,2021-04-09T21:06:54Z,,stolarczyk,https://github.com/snakemake-workflows/dna-seq-gatk-variant-calling/pull/22
MDExOlB1bGxSZXF1ZXN0NDEwMTgzMzA5,update wrappers to latest release,MERGED,2020-04-28T15:12:38Z,2020-05-01T11:15:27Z,2020-05-01T11:15:23Z,2020-05-01T11:15:23Z,johanneskoester,https://github.com/snakemake-workflows/dna-seq-gatk-variant-calling/pull/23
MDExOlB1bGxSZXF1ZXN0NDEyODQ4MDIz,use latest wrappers for reference download,MERGED,2020-05-04T09:50:50Z,2020-05-04T15:48:03Z,2020-05-04T15:47:59Z,2020-05-04T15:47:59Z,johanneskoester,https://github.com/snakemake-workflows/dna-seq-gatk-variant-calling/pull/24
MDExOlB1bGxSZXF1ZXN0NDE0MDc2OTkz,Migrate annotation to VEP,MERGED,2020-05-06T12:52:56Z,2020-05-07T09:08:34Z,2020-05-07T07:54:15Z,2020-05-07T07:54:14Z,johanneskoester,https://github.com/snakemake-workflows/dna-seq-gatk-variant-calling/pull/25
MDExOlB1bGxSZXF1ZXN0NjEzNDY3NzEz,Update README.md,MERGED,2021-04-12T09:51:11Z,2021-04-21T16:32:13Z,2021-04-20T09:26:18Z,2021-04-20T09:26:18Z,EQt,https://github.com/snakemake-workflows/dna-seq-gatk-variant-calling/pull/28
MDExOlB1bGxSZXF1ZXN0NjMwNDI4NDUy,optimizations,OPEN,2021-05-05T09:13:39Z,2021-05-05T12:32:44Z,,,knokknok,https://github.com/snakemake-workflows/dna-seq-gatk-variant-calling/pull/29
PR_kwDOCEmpLM5Nntt-,Mutect2,CLOSED,2023-04-04T20:39:12Z,2023-04-04T20:39:48Z,2023-04-04T20:39:48Z,,radio1988,https://github.com/snakemake-workflows/dna-seq-gatk-variant-calling/pull/38
PR_kwDOCEmpLM5SS0hj,"fix: update CI workflow, snakemake wrappers and python / pandas code syntax",OPEN,2023-06-06T11:14:41Z,2023-06-08T08:59:17Z,,,dlaehnemann,https://github.com/snakemake-workflows/dna-seq-gatk-variant-calling/pull/40
PR_kwDOCEmpLM5STQ2S,update GitHub Actions workflow to use newer Actions versions,CLOSED,2023-06-06T12:30:39Z,2023-06-06T19:38:29Z,2023-06-06T19:38:12Z,,dlaehnemann,https://github.com/snakemake-workflows/dna-seq-gatk-variant-calling/pull/41
