pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
PR_kwDOFr2gS84r_cJf,Python implementation of Trim algorithm,MERGED,2021-09-20T23:02:18Z,2021-10-14T14:23:33Z,2021-10-14T14:23:33Z,2021-10-14T14:23:33Z,TheCrossBoy,https://github.com/Niema-Lab/AmpliPy/pull/1
PR_kwDOFr2gS84tOAmz,Python-Variant-Calling,CLOSED,2021-10-14T19:44:17Z,2021-12-14T15:25:02Z,2021-12-14T15:25:02Z,,trulyronak,https://github.com/Niema-Lab/AmpliPy/pull/3
PR_kwDOFr2gS84tZhTl,added requirements.txt and fixed help bug,MERGED,2021-10-19T17:58:25Z,2021-12-09T03:42:44Z,2021-12-09T03:42:36Z,2021-12-09T03:42:36Z,trulyronak,https://github.com/Niema-Lab/AmpliPy/pull/4
PR_kwDOFr2gS84tw6Eb,Ronak/multiprocessing,CLOSED,2021-10-27T21:13:46Z,2022-04-25T11:35:47Z,2022-04-25T11:28:07Z,,trulyronak,https://github.com/Niema-Lab/AmpliPy/pull/5
PR_kwDOFr2gS84vRtZL,Merge main's changes with branch,MERGED,2021-12-01T22:38:09Z,2021-12-01T22:38:24Z,2021-12-01T22:38:24Z,2021-12-01T22:38:24Z,TheCrossBoy,https://github.com/Niema-Lab/AmpliPy/pull/6
PR_kwDOFr2gS84vRt2t,Preliminary support for primer caching,CLOSED,2021-12-01T22:41:46Z,2021-12-01T22:45:31Z,2021-12-01T22:45:31Z,,TheCrossBoy,https://github.com/Niema-Lab/AmpliPy/pull/7
PR_kwDOFr2gS84v1KVQ,Significantly restructured code; implemented all 3 functions,MERGED,2021-12-14T15:28:13Z,2021-12-14T15:30:10Z,2021-12-14T15:30:10Z,2021-12-14T15:30:10Z,niemasd,https://github.com/Niema-Lab/AmpliPy/pull/8
PR_kwDOFr2gS84v3aJ9,Update README.md,MERGED,2021-12-15T04:58:00Z,2021-12-15T04:58:07Z,2021-12-15T04:58:07Z,2021-12-15T04:58:07Z,niemasd,https://github.com/Niema-Lab/AmpliPy/pull/9
PR_kwDOFr2gS84v3aUv,Cleanup,MERGED,2021-12-15T04:59:46Z,2021-12-15T04:59:52Z,2021-12-15T04:59:52Z,2021-12-15T04:59:52Z,niemasd,https://github.com/Niema-Lab/AmpliPy/pull/10
PR_kwDOFr2gS842uIxM,Implement multiprocessing,CLOSED,2022-04-25T12:02:03Z,2023-07-08T03:58:54Z,2023-07-08T03:58:54Z,,TheCrossBoy,https://github.com/Niema-Lab/AmpliPy/pull/11
PR_kwDOFr2gS85SNFJ2,Migrate back to Niema-Lab org,MERGED,2023-06-05T14:54:59Z,2023-06-05T14:55:05Z,2023-06-05T14:55:05Z,2023-06-05T14:55:05Z,niemasd,https://github.com/Niema-Lab/AmpliPy/pull/12
