pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MzkwMTAyODk3,[vw] basic blueprint for SNP variant caller using NeMo,MERGED,2020-03-17T22:09:19Z,2020-03-18T20:43:41Z,2020-03-18T20:43:35Z,2020-03-18T20:43:35Z,tijyojwad,https://github.com/NVIDIA/VariantWorks/pull/4
MDExOlB1bGxSZXF1ZXN0MzkxMTIyNTE4,[vw] generate pileup from BAM file,MERGED,2020-03-19T16:56:42Z,2020-03-19T16:58:25Z,2020-03-19T16:58:24Z,2020-03-19T16:58:24Z,tijyojwad,https://github.com/NVIDIA/VariantWorks/pull/7
MDExOlB1bGxSZXF1ZXN0NDAxNzIyNDky,[dataset] add pyVCF based label loading,MERGED,2020-04-10T01:57:28Z,2020-04-10T01:57:45Z,2020-04-10T01:57:45Z,2020-04-10T01:57:45Z,tijyojwad,https://github.com/NVIDIA/VariantWorks/pull/8
MDExOlB1bGxSZXF1ZXN0NDA2NDMxMTA2,[nemo] update version to 0.10.1,MERGED,2020-04-21T04:32:34Z,2020-04-21T04:32:49Z,2020-04-21T04:32:49Z,2020-04-21T04:32:49Z,tijyojwad,https://github.com/NVIDIA/VariantWorks/pull/12
MDExOlB1bGxSZXF1ZXN0NDE1NjUwMzk1,[encoder] create neural module for encoder,MERGED,2020-05-10T00:40:51Z,2020-05-10T00:44:48Z,2020-05-10T00:44:48Z,2020-05-10T00:44:48Z,tijyojwad,https://github.com/NVIDIA/VariantWorks/pull/13
MDExOlB1bGxSZXF1ZXN0NDE1Nzg2NjA4,[label_loader] add label loader classes,MERGED,2020-05-10T21:52:46Z,2020-05-10T21:55:24Z,2020-05-10T21:55:24Z,2020-05-10T21:55:24Z,tijyojwad,https://github.com/NVIDIA/VariantWorks/pull/15
MDExOlB1bGxSZXF1ZXN0NDE1ODU5NzU4,[encoder] add encoder layer,MERGED,2020-05-11T04:33:10Z,2020-05-11T05:18:42Z,2020-05-11T04:50:55Z,2020-05-11T04:50:55Z,tijyojwad,https://github.com/NVIDIA/VariantWorks/pull/17
MDExOlB1bGxSZXF1ZXN0NDE1ODczNzgw,[label_loader] add support for loading multiple VCF/BAM files,MERGED,2020-05-11T05:23:38Z,2020-05-11T05:24:30Z,2020-05-11T05:24:30Z,2020-05-11T05:24:30Z,tijyojwad,https://github.com/NVIDIA/VariantWorks/pull/23
MDExOlB1bGxSZXF1ZXN0NDE2Mzk5MzQ4,[encoder] remove unnecessary abstract methods,MERGED,2020-05-11T23:22:19Z,2020-05-11T23:22:35Z,2020-05-11T23:22:35Z,2020-05-11T23:22:35Z,tijyojwad,https://github.com/NVIDIA/VariantWorks/pull/30
MDExOlB1bGxSZXF1ZXN0NDE2NDA2MDMz,[dataset] only train for variant zygosity,MERGED,2020-05-11T23:45:36Z,2020-05-11T23:45:45Z,2020-05-11T23:45:45Z,2020-05-11T23:45:44Z,tijyojwad,https://github.com/NVIDIA/VariantWorks/pull/31
