pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MjU1NDkxNzI0,Adds 'literal' file option for pipeline command,CLOSED,2019-02-22T18:36:54Z,2019-02-22T19:04:16Z,2019-02-22T19:04:16Z,,Davey-Hughes,https://github.com/farhat-lab/gentb-site/pull/131
MDExOlB1bGxSZXF1ZXN0MjU1NTAzNDYy,Adds literal filename ability,MERGED,2019-02-22T19:18:48Z,2019-02-22T20:16:31Z,2019-02-22T20:16:31Z,2019-02-22T20:16:31Z,Davey-Hughes,https://github.com/farhat-lab/gentb-site/pull/132
MDExOlB1bGxSZXF1ZXN0MjU3NTgxNzk0,Test pipeline,MERGED,2019-03-01T21:04:36Z,2019-03-07T22:49:28Z,2019-03-07T22:49:28Z,2019-03-07T22:49:23Z,Davey-Hughes,https://github.com/farhat-lab/gentb-site/pull/133
MDExOlB1bGxSZXF1ZXN0MjU5MjczMjE0,"Adds test_pipeline, kill_pipeline commands",MERGED,2019-03-07T21:17:37Z,2019-03-07T22:49:29Z,2019-03-07T22:49:29Z,2019-03-07T22:49:29Z,Davey-Hughes,https://github.com/farhat-lab/gentb-site/pull/134
MDExOlB1bGxSZXF1ZXN0MjU5NTU2NTUy,Adds small python scripts for megapipe output processing,MERGED,2019-03-08T17:55:26Z,2019-03-22T19:42:00Z,2019-03-22T19:42:00Z,2019-03-22T19:42:00Z,Davey-Hughes,https://github.com/farhat-lab/gentb-site/pull/135
MDExOlB1bGxSZXF1ZXN0MjYzNzU5Njk3,Adds exact matching for file I/O,MERGED,2019-03-22T20:55:42Z,2019-03-22T20:56:18Z,2019-03-22T20:56:18Z,2019-03-22T20:56:18Z,Davey-Hughes,https://github.com/farhat-lab/gentb-site/pull/136
MDExOlB1bGxSZXF1ZXN0MjY3OTM0OTc3,"Map now loads fully on startup, and drug bar-chart stacks properly",MERGED,2019-04-05T19:12:57Z,2019-04-05T23:54:55Z,2019-04-05T23:54:54Z,2019-04-05T23:54:54Z,phanaj,https://github.com/farhat-lab/gentb-site/pull/137
MDExOlB1bGxSZXF1ZXN0MjcwMTEyOTUy,Improves displays of dataset pages,MERGED,2019-04-12T18:37:59Z,2019-04-12T18:43:06Z,2019-04-12T18:43:06Z,2019-04-12T18:43:05Z,Davey-Hughes,https://github.com/farhat-lab/gentb-site/pull/139
MDExOlB1bGxSZXF1ZXN0MjcwMTE2ODcw,Additional null-checking and lineage import,MERGED,2019-04-12T18:51:47Z,2019-04-12T18:57:38Z,2019-04-12T18:57:38Z,2019-04-12T18:57:38Z,phanaj,https://github.com/farhat-lab/gentb-site/pull/141
MDExOlB1bGxSZXF1ZXN0MjcwMTU0MzQy,Fixes output files tab formatting error,MERGED,2019-04-12T21:07:13Z,2019-04-26T16:50:06Z,2019-04-26T16:50:05Z,2019-04-26T16:50:05Z,Davey-Hughes,https://github.com/farhat-lab/gentb-site/pull/143
