pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
PR_kwDOLJ8Lls5lJxfH,chore(deps): bump GoogleCloudPlatform/release-please-action from 3 to 4,CLOSED,2024-01-26T11:50:25Z,2024-01-26T11:52:41Z,2024-01-26T11:52:33Z,,dependabot,https://github.com/xsitarcik/variants/pull/1
PR_kwDOLJ8Lls5lQwgy,feat: init version,MERGED,2024-01-28T18:08:22Z,2024-04-29T12:00:34Z,2024-01-28T18:17:21Z,2024-01-28T18:17:21Z,xsitarcik,https://github.com/xsitarcik/variants/pull/2
PR_kwDOLJ8Lls5lQxby,chore(main): release 1.0.0,MERGED,2024-01-28T18:17:43Z,2024-01-28T18:21:17Z,2024-01-28T18:21:04Z,2024-01-28T18:21:04Z,github-actions,https://github.com/xsitarcik/variants/pull/3
PR_kwDOLJ8Lls5l7KfC,feat: consensus ivar,MERGED,2024-02-03T19:57:20Z,2024-04-29T12:00:29Z,2024-02-03T20:07:08Z,2024-02-03T20:07:08Z,xsitarcik,https://github.com/xsitarcik/variants/pull/4
PR_kwDOLJ8Lls5l7LEZ,chore(main): release 1.1.0,MERGED,2024-02-03T20:07:25Z,2024-02-03T20:19:49Z,2024-02-03T20:19:35Z,2024-02-03T20:19:34Z,github-actions,https://github.com/xsitarcik/variants/pull/5
PR_kwDOLJ8Lls5n-hrL,fix: schema fix and update precommit,MERGED,2024-02-26T22:56:18Z,2024-04-29T12:00:30Z,2024-03-01T09:49:40Z,2024-03-01T09:49:40Z,xsitarcik,https://github.com/xsitarcik/variants/pull/6
PR_kwDOLJ8Lls5oY3vX,chore(main): release 1.1.1,MERGED,2024-03-01T09:50:00Z,2024-03-01T09:50:33Z,2024-03-01T09:50:19Z,2024-03-01T09:50:19Z,github-actions,https://github.com/xsitarcik/variants/pull/7
PR_kwDOLJ8Lls5s1F-Q,feat: module versions,MERGED,2024-04-16T17:09:46Z,2024-04-29T12:00:18Z,2024-04-16T17:47:18Z,2024-04-16T17:47:18Z,xsitarcik,https://github.com/xsitarcik/variants/pull/8
PR_kwDOLJ8Lls5s1S_n,chore(main): release 1.2.0,MERGED,2024-04-16T17:47:40Z,2024-04-16T17:48:14Z,2024-04-16T17:47:59Z,2024-04-16T17:47:59Z,github-actions,https://github.com/xsitarcik/variants/pull/9
PR_kwDOLJ8Lls5s-ZEf,feat: freebayes,MERGED,2024-04-17T20:57:27Z,2024-04-29T12:00:17Z,2024-04-18T04:58:42Z,2024-04-18T04:58:42Z,xsitarcik,https://github.com/xsitarcik/variants/pull/10
PR_kwDOLJ8Lls5tABzh,chore(main): release 1.3.0,MERGED,2024-04-18T04:59:02Z,2024-04-18T04:59:24Z,2024-04-18T04:59:10Z,2024-04-18T04:59:10Z,github-actions,https://github.com/xsitarcik/variants/pull/11
PR_kwDOLJ8Lls5teD9F,feat!: mutect2 and autogenerated config,CLOSED,2024-04-23T12:29:34Z,2024-04-23T12:52:37Z,2024-04-23T12:52:37Z,,xsitarcik,https://github.com/xsitarcik/variants/pull/12
PR_kwDOLJ8Lls5teRqc,feat!: mutect2 and auto config,MERGED,2024-04-23T12:58:00Z,2024-04-29T12:00:22Z,2024-04-23T13:37:07Z,2024-04-23T13:37:07Z,xsitarcik,https://github.com/xsitarcik/variants/pull/13
PR_kwDOLJ8Lls5temhF,chore(main): release 2.0.0,MERGED,2024-04-23T13:37:29Z,2024-04-23T13:45:32Z,2024-04-23T13:45:17Z,2024-04-23T13:45:17Z,github-actions,https://github.com/xsitarcik/variants/pull/14
PR_kwDOLJ8Lls5twdFn,feat: multiqc and stats,MERGED,2024-04-25T17:51:50Z,2024-04-29T12:00:43Z,2024-04-25T18:11:49Z,2024-04-25T18:11:49Z,xsitarcik,https://github.com/xsitarcik/variants/pull/15
PR_kwDOLJ8Lls5twm-F,chore(main): release 2.1.0,MERGED,2024-04-25T18:12:16Z,2024-04-25T18:12:43Z,2024-04-25T18:12:30Z,2024-04-25T18:12:30Z,github-actions,https://github.com/xsitarcik/variants/pull/16
PR_kwDOLJ8Lls5uEfpO,chore(deps): bump amannn/action-semantic-pull-request from 5.4.0 to 5.5.2,MERGED,2024-04-29T22:16:59Z,2024-04-30T06:50:50Z,2024-04-30T06:50:44Z,2024-04-30T06:50:44Z,dependabot,https://github.com/xsitarcik/variants/pull/17
PR_kwDOLJ8Lls5uMp5Z,feat: concat,CLOSED,2024-04-30T21:48:00Z,2024-04-30T21:48:17Z,2024-04-30T21:48:17Z,,xsitarcik,https://github.com/xsitarcik/variants/pull/18
PR_kwDOLJ8Lls5vJ-3o,feat: multiqc and report changes,MERGED,2024-05-11T10:05:24Z,2024-05-11T10:27:36Z,2024-05-11T10:27:36Z,2024-05-11T10:27:36Z,xsitarcik,https://github.com/xsitarcik/variants/pull/19
PR_kwDOLJ8Lls5vKAka,chore(main): release 2.2.0,MERGED,2024-05-11T10:27:58Z,2024-05-11T10:28:20Z,2024-05-11T10:28:06Z,2024-05-11T10:28:06Z,github-actions,https://github.com/xsitarcik/variants/pull/20
PR_kwDOLJ8Lls5vL6zU,feat: bcftools consensus,MERGED,2024-05-12T18:38:59Z,2024-05-12T18:56:38Z,2024-05-12T18:56:38Z,2024-05-12T18:56:38Z,xsitarcik,https://github.com/xsitarcik/variants/pull/21
PR_kwDOLJ8Lls5vL77Q,chore(main): release 2.3.0,MERGED,2024-05-12T18:57:01Z,2024-05-12T19:05:15Z,2024-05-12T19:05:02Z,2024-05-12T19:05:02Z,github-actions,https://github.com/xsitarcik/variants/pull/22
PR_kwDOLJ8Lls50IBvY,chore(deps): bump amannn/action-semantic-pull-request from 5.5.2 to 5.5.3,OPEN,2024-07-01T22:48:01Z,2024-07-01T22:48:02Z,,,dependabot,https://github.com/xsitarcik/variants/pull/23
