pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MzMwMTU5NDI2,Initial release of U of Michigan TopMed freeze 8 variant caller,CLOSED,2019-10-20T21:19:11Z,2019-10-20T21:20:11Z,2019-10-20T21:20:11Z,,wshands,https://github.com/DataBiosphere/topmed-workflow-variant-calling/pull/1
MDExOlB1bGxSZXF1ZXN0MzMwMTU5NTk4,Initial release of U of Michigan TopMed freeze 8 variant caller,MERGED,2019-10-20T21:21:30Z,2019-10-21T21:36:34Z,2019-10-21T21:36:31Z,2019-10-21T21:36:31Z,wshands,https://github.com/DataBiosphere/topmed-workflow-variant-calling/pull/2
MDExOlB1bGxSZXF1ZXN0MzMwNzEwOTkw,Initial release of Freeze8 variant caller for TopMed,MERGED,2019-10-21T21:53:53Z,2019-10-21T21:54:08Z,2019-10-21T21:54:04Z,2019-10-21T21:54:04Z,wshands,https://github.com/DataBiosphere/topmed-workflow-variant-calling/pull/3
MDExOlB1bGxSZXF1ZXN0NDM3MjUzNDM5,Feature/drs file names,MERGED,2020-06-19T19:00:03Z,2020-06-19T20:26:25Z,2020-06-19T20:26:20Z,2020-06-19T20:26:20Z,wshands,https://github.com/DataBiosphere/topmed-workflow-variant-calling/pull/4
MDExOlB1bGxSZXF1ZXN0NDM3MzMwMzY2,Release/1.0.1,MERGED,2020-06-19T23:27:28Z,2020-06-20T16:42:28Z,2020-06-19T23:35:58Z,2020-06-19T23:35:58Z,wshands,https://github.com/DataBiosphere/topmed-workflow-variant-calling/pull/5
MDExOlB1bGxSZXF1ZXN0NDM3MzM0NzIy,Develop,MERGED,2020-06-19T23:55:12Z,2020-06-19T23:55:40Z,2020-06-19T23:55:40Z,2020-06-19T23:55:40Z,wshands,https://github.com/DataBiosphere/topmed-workflow-variant-calling/pull/6
MDExOlB1bGxSZXF1ZXN0NDM3NDMyNzg0,"Revert ""Develop""",MERGED,2020-06-20T16:34:26Z,2020-06-20T16:42:26Z,2020-06-20T16:34:43Z,2020-06-20T16:34:43Z,wshands,https://github.com/DataBiosphere/topmed-workflow-variant-calling/pull/7
MDExOlB1bGxSZXF1ZXN0NDM3NDM3ODQx,bump parent WDL version,CLOSED,2020-06-20T17:20:23Z,2020-06-20T17:43:34Z,2020-06-20T17:42:14Z,,wshands,https://github.com/DataBiosphere/topmed-workflow-variant-calling/pull/8
MDExOlB1bGxSZXF1ZXN0NDM3NDM3ODc0,bump version,MERGED,2020-06-20T17:20:44Z,2020-06-20T17:43:34Z,2020-06-20T17:22:43Z,2020-06-20T17:22:43Z,wshands,https://github.com/DataBiosphere/topmed-workflow-variant-calling/pull/9
MDExOlB1bGxSZXF1ZXN0NDM3NDM4NTI3,bump version,MERGED,2020-06-20T17:26:54Z,2020-06-20T17:43:34Z,2020-06-20T17:27:21Z,2020-06-20T17:27:21Z,wshands,https://github.com/DataBiosphere/topmed-workflow-variant-calling/pull/10
PR_kwDODFR3Vs4txZ1S,Fix JSON's gs:// addresses,OPEN,2021-10-28T02:37:47Z,2021-11-02T17:16:48Z,,,aofarrel,https://github.com/DataBiosphere/topmed-workflow-variant-calling/pull/11
