pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MTUwMDU0NjU5,Updating Master with Dev,MERGED,2017-11-01T14:38:51Z,2017-11-01T14:39:16Z,2017-11-01T14:39:16Z,2017-11-01T14:39:16Z,ramshankar1990,https://github.com/ncsa/MayomicsVC/pull/1
MDExOlB1bGxSZXF1ZXN0MTUwNjI4NTc2,Updating Master with Dev,MERGED,2017-11-03T21:05:17Z,2017-11-03T21:05:26Z,2017-11-03T21:05:26Z,2017-11-03T21:05:26Z,ramshankar1990,https://github.com/ncsa/MayomicsVC/pull/2
MDExOlB1bGxSZXF1ZXN0MTUzNzM5MDAz,Dev,MERGED,2017-11-20T21:30:28Z,2017-11-20T21:30:46Z,2017-11-20T21:30:46Z,2017-11-20T21:30:46Z,ramshankar1990,https://github.com/ncsa/MayomicsVC/pull/3
MDExOlB1bGxSZXF1ZXN0MTU3NjEwMjkz,Dev,MERGED,2017-12-11T16:30:48Z,2017-12-11T16:31:00Z,2017-12-11T16:31:00Z,2017-12-11T16:31:00Z,ramshankar1990,https://github.com/ncsa/MayomicsVC/pull/4
MDExOlB1bGxSZXF1ZXN0MTU3NjExMzA4,Changes made to the qsubs/ folder,MERGED,2017-12-11T16:34:33Z,2017-12-11T16:34:42Z,2017-12-11T16:34:42Z,2017-12-11T16:34:42Z,ramshankar1990,https://github.com/ncsa/MayomicsVC/pull/5
MDExOlB1bGxSZXF1ZXN0MTY0NzEzMjI5,Dev,MERGED,2018-01-23T22:58:29Z,2018-01-23T22:58:43Z,2018-01-23T22:58:43Z,2018-01-23T22:58:43Z,ramshankar1990,https://github.com/ncsa/MayomicsVC/pull/7
MDExOlB1bGxSZXF1ZXN0MTY4NjIyNTM4,Dev,MERGED,2018-02-12T16:17:50Z,2018-02-12T16:19:35Z,2018-02-12T16:19:35Z,2018-02-12T16:19:35Z,ramshankar1990,https://github.com/ncsa/MayomicsVC/pull/8
MDExOlB1bGxSZXF1ZXN0MTkyODIyMTI2,Path validation and ProjectLogger class,MERGED,2018-06-05T20:10:08Z,2018-06-05T20:12:10Z,2018-06-05T20:12:10Z,2018-06-05T20:12:10Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/9
MDExOlB1bGxSZXF1ZXN0MTkyODM0OTQw,Added logical exit codes to the validation module,MERGED,2018-06-05T21:00:58Z,2018-06-05T21:01:31Z,2018-06-05T21:01:20Z,2018-06-05T21:01:20Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/10
MDExOlB1bGxSZXF1ZXN0MTk2MTgyNzAx,Tool parser restructuring,MERGED,2018-06-20T15:32:16Z,2018-06-20T15:33:06Z,2018-06-20T15:32:59Z,2018-06-20T15:32:59Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/11
MDExOlB1bGxSZXF1ZXN0MTk2NDYyNDQy,Config handle special keys,MERGED,2018-06-21T14:00:12Z,2018-06-21T14:03:52Z,2018-06-21T14:00:26Z,2018-06-21T14:00:26Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/12
MDExOlB1bGxSZXF1ZXN0MTk2NDg1MTU4,Changed list of special chars to check for,MERGED,2018-06-21T15:08:40Z,2018-06-21T18:56:03Z,2018-06-21T15:08:47Z,2018-06-21T15:08:47Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/13
MDExOlB1bGxSZXF1ZXN0MTk2NTQ0ODA5,Added check for whitespace only value in config file,MERGED,2018-06-21T18:55:20Z,2018-06-21T18:55:34Z,2018-06-21T18:55:28Z,2018-06-21T18:55:28Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/14
MDExOlB1bGxSZXF1ZXN0MTk2NTUyNTk3,Validation changes,MERGED,2018-06-21T19:28:27Z,2018-06-21T19:28:41Z,2018-06-21T19:28:37Z,2018-06-21T19:28:37Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/15
MDExOlB1bGxSZXF1ZXN0MTk3MTYwNTU3,Bash script validation,MERGED,2018-06-25T15:58:07Z,2018-06-25T15:58:22Z,2018-06-25T15:58:22Z,2018-06-25T15:58:22Z,mrweber2,https://github.com/ncsa/MayomicsVC/pull/16
MDExOlB1bGxSZXF1ZXN0MTk3MTgxNzE2,Implemented traps in bash scripts,MERGED,2018-06-25T17:20:39Z,2018-06-25T17:20:48Z,2018-06-25T17:20:48Z,2018-06-25T17:20:48Z,mrweber2,https://github.com/ncsa/MayomicsVC/pull/17
MDExOlB1bGxSZXF1ZXN0MTk3MjMxMjg0,Bash script validation,CLOSED,2018-06-25T20:47:50Z,2018-08-15T20:35:15Z,2018-06-25T20:48:06Z,,mrweber2,https://github.com/ncsa/MayomicsVC/pull/18
MDExOlB1bGxSZXF1ZXN0MTk3MjMxNTAx,Fixed -h print bug,MERGED,2018-06-25T20:48:39Z,2018-08-15T20:35:15Z,2018-06-25T20:48:49Z,2018-06-25T20:48:49Z,mrweber2,https://github.com/ncsa/MayomicsVC/pull/19
MDExOlB1bGxSZXF1ZXN0MTk3ODM2MTEy,Made the parsers Ref and DBSNP index substitutions camel case,MERGED,2018-06-27T19:55:20Z,2018-06-27T19:55:31Z,2018-06-27T19:55:28Z,2018-06-27T19:55:28Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/20
MDExOlB1bGxSZXF1ZXN0MTk3ODU3MDQ2,Restructure unit tests,MERGED,2018-06-27T21:20:58Z,2018-06-27T21:21:09Z,2018-06-27T21:21:06Z,2018-06-27T21:21:06Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/21
MDExOlB1bGxSZXF1ZXN0MTk4MDc0NzUw,Parser create output file,CLOSED,2018-06-28T15:49:17Z,2018-06-28T15:50:30Z,2018-06-28T15:49:47Z,,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/22
MDExOlB1bGxSZXF1ZXN0MTk4MDc1MDc0,Changed parser to produce a file instead of filling in the template,MERGED,2018-06-28T15:50:18Z,2018-06-28T15:50:29Z,2018-06-28T15:50:25Z,2018-06-28T15:50:25Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/23
MDExOlB1bGxSZXF1ZXN0MTk4MTU4MTA5,Added check for null value in validator,MERGED,2018-06-28T21:27:24Z,2018-06-28T21:27:42Z,2018-06-28T21:27:38Z,2018-06-28T21:27:38Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/24
MDExOlB1bGxSZXF1ZXN0MTk4MzQ4NDQy,Dev,MERGED,2018-06-29T15:18:19Z,2018-06-29T15:18:48Z,2018-06-29T15:18:48Z,2018-06-29T15:18:48Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/25
MDExOlB1bGxSZXF1ZXN0MTk4MzY0NDY2,Clean up of the Folder Structure,MERGED,2018-06-29T16:21:09Z,2018-06-29T16:21:16Z,2018-06-29T16:21:16Z,2018-06-29T16:21:16Z,ramshankar1990,https://github.com/ncsa/MayomicsVC/pull/26
MDExOlB1bGxSZXF1ZXN0MjAyOTQ3Mjkz,Added a debug flag and debug outputs to parser and validator,MERGED,2018-07-20T20:21:51Z,2018-07-20T20:22:14Z,2018-07-20T20:22:10Z,2018-07-20T20:22:10Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/27
MDExOlB1bGxSZXF1ZXN0MjA1NDY5Nzg5,Nullable keys,MERGED,2018-08-01T15:44:41Z,2018-08-01T16:01:31Z,2018-08-01T16:01:26Z,2018-08-01T16:01:26Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/28
