repo_owner,repo_name,contributor_login,contributions,login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,user_view_type,site_admin,contributions
jaroslav-zukov,genome-assembly-notes,jackyzha0,712,jackyzha0,23178940,MDQ6VXNlcjIzMTc4OTQw,https://avatars.githubusercontent.com/u/23178940?v=4,,https://api.github.com/users/jackyzha0,https://github.com/jackyzha0,https://api.github.com/users/jackyzha0/followers,https://api.github.com/users/jackyzha0/following{/other_user},https://api.github.com/users/jackyzha0/gists{/gist_id},https://api.github.com/users/jackyzha0/starred{/owner}{/repo},https://api.github.com/users/jackyzha0/subscriptions,https://api.github.com/users/jackyzha0/orgs,https://api.github.com/users/jackyzha0/repos,https://api.github.com/users/jackyzha0/events{/privacy},https://api.github.com/users/jackyzha0/received_events,User,public,False,712
jaroslav-zukov,genome-assembly-notes,dependabot[bot],68,dependabot[bot],49699333,MDM6Qm90NDk2OTkzMzM=,https://avatars.githubusercontent.com/in/29110?v=4,,https://api.github.com/users/dependabot%5Bbot%5D,https://github.com/apps/dependabot,https://api.github.com/users/dependabot%5Bbot%5D/followers,https://api.github.com/users/dependabot%5Bbot%5D/following{/other_user},https://api.github.com/users/dependabot%5Bbot%5D/gists{/gist_id},https://api.github.com/users/dependabot%5Bbot%5D/starred{/owner}{/repo},https://api.github.com/users/dependabot%5Bbot%5D/subscriptions,https://api.github.com/users/dependabot%5Bbot%5D/orgs,https://api.github.com/users/dependabot%5Bbot%5D/repos,https://api.github.com/users/dependabot%5Bbot%5D/events{/privacy},https://api.github.com/users/dependabot%5Bbot%5D/received_events,Bot,public,False,68
jaroslav-zukov,genome-assembly-notes,aarnphm,44,aarnphm,29749331,MDQ6VXNlcjI5NzQ5MzMx,https://avatars.githubusercontent.com/u/29749331?v=4,,https://api.github.com/users/aarnphm,https://github.com/aarnphm,https://api.github.com/users/aarnphm/followers,https://api.github.com/users/aarnphm/following{/other_user},https://api.github.com/users/aarnphm/gists{/gist_id},https://api.github.com/users/aarnphm/starred{/owner}{/repo},https://api.github.com/users/aarnphm/subscriptions,https://api.github.com/users/aarnphm/orgs,https://api.github.com/users/aarnphm/repos,https://api.github.com/users/aarnphm/events{/privacy},https://api.github.com/users/aarnphm/received_events,User,public,False,44
jaroslav-zukov,genome-assembly-notes,aidenybai,38,aidenybai,38025074,MDQ6VXNlcjM4MDI1MDc0,https://avatars.githubusercontent.com/u/38025074?v=4,,https://api.github.com/users/aidenybai,https://github.com/aidenybai,https://api.github.com/users/aidenybai/followers,https://api.github.com/users/aidenybai/following{/other_user},https://api.github.com/users/aidenybai/gists{/gist_id},https://api.github.com/users/aidenybai/starred{/owner}{/repo},https://api.github.com/users/aidenybai/subscriptions,https://api.github.com/users/aidenybai/orgs,https://api.github.com/users/aidenybai/repos,https://api.github.com/users/aidenybai/events{/privacy},https://api.github.com/users/aidenybai/received_events,User,public,False,38
jaroslav-zukov,genome-assembly-notes,benschlegel,38,benschlegel,31989404,MDQ6VXNlcjMxOTg5NDA0,https://avatars.githubusercontent.com/u/31989404?v=4,,https://api.github.com/users/benschlegel,https://github.com/benschlegel,https://api.github.com/users/benschlegel/followers,https://api.github.com/users/benschlegel/following{/other_user},https://api.github.com/users/benschlegel/gists{/gist_id},https://api.github.com/users/benschlegel/starred{/owner}{/repo},https://api.github.com/users/benschlegel/subscriptions,https://api.github.com/users/benschlegel/orgs,https://api.github.com/users/benschlegel/repos,https://api.github.com/users/benschlegel/events{/privacy},https://api.github.com/users/benschlegel/received_events,User,public,False,38
jaroslav-zukov,genome-assembly-notes,jaroslav-zukov,28,jaroslav-zukov,79914096,MDQ6VXNlcjc5OTE0MDk2,https://avatars.githubusercontent.com/u/79914096?v=4,,https://api.github.com/users/jaroslav-zukov,https://github.com/jaroslav-zukov,https://api.github.com/users/jaroslav-zukov/followers,https://api.github.com/users/jaroslav-zukov/following{/other_user},https://api.github.com/users/jaroslav-zukov/gists{/gist_id},https://api.github.com/users/jaroslav-zukov/starred{/owner}{/repo},https://api.github.com/users/jaroslav-zukov/subscriptions,https://api.github.com/users/jaroslav-zukov/orgs,https://api.github.com/users/jaroslav-zukov/repos,https://api.github.com/users/jaroslav-zukov/events{/privacy},https://api.github.com/users/jaroslav-zukov/received_events,User,public,False,28
jaroslav-zukov,genome-assembly-notes,saberzero1,17,saberzero1,8161064,MDQ6VXNlcjgxNjEwNjQ=,https://avatars.githubusercontent.com/u/8161064?v=4,,https://api.github.com/users/saberzero1,https://github.com/saberzero1,https://api.github.com/users/saberzero1/followers,https://api.github.com/users/saberzero1/following{/other_user},https://api.github.com/users/saberzero1/gists{/gist_id},https://api.github.com/users/saberzero1/starred{/owner}{/repo},https://api.github.com/users/saberzero1/subscriptions,https://api.github.com/users/saberzero1/orgs,https://api.github.com/users/saberzero1/repos,https://api.github.com/users/saberzero1/events{/privacy},https://api.github.com/users/saberzero1/received_events,User,public,False,17
jaroslav-zukov,genome-assembly-notes,kabirgh,14,kabirgh,15871468,MDQ6VXNlcjE1ODcxNDY4,https://avatars.githubusercontent.com/u/15871468?v=4,,https://api.github.com/users/kabirgh,https://github.com/kabirgh,https://api.github.com/users/kabirgh/followers,https://api.github.com/users/kabirgh/following{/other_user},https://api.github.com/users/kabirgh/gists{/gist_id},https://api.github.com/users/kabirgh/starred{/owner}{/repo},https://api.github.com/users/kabirgh/subscriptions,https://api.github.com/users/kabirgh/orgs,https://api.github.com/users/kabirgh/repos,https://api.github.com/users/kabirgh/events{/privacy},https://api.github.com/users/kabirgh/received_events,User,public,False,14
jaroslav-zukov,genome-assembly-notes,meleu,13,meleu,8508804,MDQ6VXNlcjg1MDg4MDQ=,https://avatars.githubusercontent.com/u/8508804?v=4,,https://api.github.com/users/meleu,https://github.com/meleu,https://api.github.com/users/meleu/followers,https://api.github.com/users/meleu/following{/other_user},https://api.github.com/users/meleu/gists{/gist_id},https://api.github.com/users/meleu/starred{/owner}{/repo},https://api.github.com/users/meleu/subscriptions,https://api.github.com/users/meleu/orgs,https://api.github.com/users/meleu/repos,https://api.github.com/users/meleu/events{/privacy},https://api.github.com/users/meleu/received_events,User,public,False,13
jaroslav-zukov,genome-assembly-notes,DhammaCharts,13,DhammaCharts,100090806,U_kgDOBfdDtg,https://avatars.githubusercontent.com/u/100090806?v=4,,https://api.github.com/users/DhammaCharts,https://github.com/DhammaCharts,https://api.github.com/users/DhammaCharts/followers,https://api.github.com/users/DhammaCharts/following{/other_user},https://api.github.com/users/DhammaCharts/gists{/gist_id},https://api.github.com/users/DhammaCharts/starred{/owner}{/repo},https://api.github.com/users/DhammaCharts/subscriptions,https://api.github.com/users/DhammaCharts/orgs,https://api.github.com/users/DhammaCharts/repos,https://api.github.com/users/DhammaCharts/events{/privacy},https://api.github.com/users/DhammaCharts/received_events,User,public,False,13
